EVELINA	PROPN	EVELINA
file	NOUN	file
,	PUNCT	,
seemed	VERB	seem
to	PART	to
be	AUX	be
marching	VERB	march
upon	SCONJ	upon
them	PRON	they
like	ADP	like
platoons	NOUN	platoon
of	ADP	of
soldiers	NOUN	soldier
,	PUNCT	,
with	ADP	with
detonations	NOUN	detonation
of	ADP	of
color	NOUN	color
that	PRON	that
dazzled	VERB	dazzle
their	PRON	their
peeping	VERB	peep
eyes	NOUN	eye
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
the	DET	the
whole	ADJ	whole
garden	NOUN	garden
seemed	VERB	seem
charging	VERB	charge
with	ADP	with
its	PRON	its
mass	NOUN	mass
of	ADP	of
riotous	ADJ	riotous
bloom	NOUN	bloom
upon	SCONJ	upon
the	DET	the
hedge	NOUN	hedge
.	PUNCT	.
They	PRON	they
could	AUX	could
scarcely	ADV	scarcely
take	VERB	take
in	ADP	in
details	NOUN	detail
of	ADP	of
marigold	NOUN	marigold
and	CCONJ	and
phlox	NOUN	phlox
and	CCONJ	and
pinks	NOUN	pink
and	CCONJ	and
London	NOUN	london
-	PUNCT	-
pride	NOUN	pride
and	CCONJ	and
cock's	NOUN	cock's
-	PUNCT	-
combs	NOUN	comb
,	PUNCT	,
and	CCONJ	and
prince's	NOUN	prince's
-	PUNCT	-
feather	NOUN	feather
's	PART	's
waving	VERB	wave
overhead	ADJ	overhead
like	ADJ	like
standards	NOUN	standard
.	PUNCT	.
Sometimes	ADV	sometimes
also	ADV	also
there	PRON	there
was	AUX	be
the	DET	the
purple	ADJ	purple
flutter	NOUN	flutter
of	ADP	of
Evelina	PROPN	Evelina
's	PART	's
gown	NOUN	gown
;	PUNCT	;
and	CCONJ	and
Evelina	PROPN	Evelina
's	PART	's
face	NOUN	face
,	PUNCT	,
delicately	ADV	delicately
faded	VERB	fade
,	PUNCT	,
hung	VERB	hang
about	ADV	about
with	ADP	with
softly	ADV	softly
drooping	VERB	droop
gray	ADJ	gray
curls	NOUN	curl
,	PUNCT	,
appeared	VERB	appear
suddenly	ADV	suddenly
among	ADP	among
the	DET	the
flowers	NOUN	flower
,	PUNCT	,
like	ADP	like
another	DET	another
flower	NOUN	flower
uncannily	ADV	uncannily
instinct	NOUN	instinct
with	ADP	with
nervous	ADJ	nervous
melancholy	NOUN	melancholy
.	PUNCT	.
Then	ADV	then
the	DET	the
children	NOUN	child
would	AUX	would
fall	VERB	fall
back	ADV	back
from	ADP	from
their	PRON	their
peep	NOUN	peep
-	PUNCT	-
holes	NOUN	hole
,	PUNCT	,
and	CCONJ	and
huddle	VERB	huddle
off	ADV	off
together	ADV	together
with	ADP	with
scared	ADJ	scared
giggles	NOUN	giggle
.	PUNCT	.
They	PRON	they
were	AUX	be
afraid	ADJ	afraid
of	ADP	of
Evelina	PROPN	Evelina
.	PUNCT	.
There	PRON	there
was	AUX	be
a	DET	a
shade	NOUN	shade
of	ADP	of
mystery	NOUN	mystery
about	ADP	about
her	PRON	she
which	DET	which
stimulated	VERB	stimulate
their	PRON	their
childish	ADJ	childish
fancies	NOUN	fancy
when	SCONJ	when
they	PRON	they
heard	VERB	hear
her	PRON	she
discussed	VERB	discuss
by	ADP	by
their	PRON	their
elders	NOUN	elder
.	PUNCT	.
They	PRON	they
might	AUX	might
easily	ADV	easily
have	AUX	have
conceived	VERB	conceive
her	PRON	she
to	PART	to
be	AUX	be
some	DET	some
baleful	ADJ	baleful
fairy	NOUN	fairy
intrenched	VERB	intrench
in	ADP	in
her	PRON	her
green	ADJ	green
stronghold	NOUN	stronghold
,	PUNCT	,
withheld	VERB	withhold
from	ADP	from
leaving	VERB	leave
it	PRON	it
by	ADP	by
the	DET	the
fear	NOUN	fear
of	ADP	of
some	DET	some
dire	ADJ	dire
penalty	NOUN	penalty
for	ADP	for
magical	ADJ	magical
sins	NOUN	sin
.	PUNCT	.
Summer	NOUN	summer
and	CCONJ	and
winter	NOUN	winter
,	PUNCT	,
spring	NOUN	spring
and	CCONJ	and
fall	NOUN	fall
,	PUNCT	,
Evelina	PROPN	Evelina
Adams	PROPN	Adams
never	ADV	never
was	AUX	be
seen	VERB	see
outside	ADP	outside
her	PRON	her
own	ADJ	own
domain	NOUN	domain
of	ADP	of
old	ADJ	old
mansion	NOUN	mansion
-	PUNCT	-
house	NOUN	house
and	NOUN	and
garden	NOUN	garden
,	PUNCT	,
and	CCONJ	and
she	PRON	she
had	AUX	have
not	PART	not
set	VERB	set
her	PRON	her
slim	ADJ	slim
lady	NOUN	lady
feet	NOUN	foot
in	ADP	in
the	DET	the
public	ADJ	public
highway	NOUN	highway
for	ADP	for
nearly	ADV	nearly
forty	NUM	forty
years	NOUN	year
,	PUNCT	,
if	SCONJ	if
the	DET	the
stories	NOUN	story
were	AUX	be
true	ADJ	true
.	PUNCT	.
People	NOUN	People
differed	VERB	differ
as	ADP	as
to	ADP	to
the	DET	the
reason	NOUN	reason
why	SCONJ	why
.	PUNCT	.
Some	DET	some
said	VERB	say
she	PRON	she
had	AUX	have
had	AUX	have
an	DET	an
unfortunate	ADJ	unfortunate
love	NOUN	love
affair	NOUN	affair
,	PUNCT	,
that	SCONJ	that
her	PRON	her
heart	NOUN	heart
had	AUX	have
been	AUX	be
broken	VERB	break
,	PUNCT	,
and	CCONJ	and
she	PRON	she
had	AUX	have
taken	VERB	take
upon	SCONJ	upon
herself	PRON	herself
a	DET	a
vow	NOUN	vow
of	ADP	of
seclusion	NOUN	seclusion
from	ADP	from
the	DET	the
world	NOUN	world
,	PUNCT	,
but	CCONJ	but
nobody	PRON	nobody
could	AUX	could
point	VERB	point
to	ADP	to
the	DET	the
unworthy	ADJ	unworthy
lover	NOUN	lover
who	PRON	who
had	AUX	have
done	VERB	do
her	PRON	she
this	DET	this
harm	NOUN	harm
.	PUNCT	.
When	SCONJ	when
Evelina	PROPN	Evelina
was	AUX	be
a	DET	a
girl	NOUN	girl
,	PUNCT	,
not	PART	not
one	NUM	one
of	ADP	of
the	DET	the
young	ADJ	young
men	NOUN	man
of	ADP	of
the	DET	the
village	NOUN	village
had	AUX	have
dared	VERB	dare
address	VERB	address
her	PRON	she
.	PUNCT	.
She	PRON	she
had	AUX	have
been	AUX	be
set	VERB	set
apart	ADV	apart
by	ADP	by
birth	NOUN	birth
and	CCONJ	and
training	NOUN	training
,	PUNCT	,
and	CCONJ	and
also	ADV	also
by	ADP	by
a	DET	a
certain	ADJ	certain
exclusiveness	NOUN	exclusiveness
of	ADP	of
manner	NOUN	manner
,	PUNCT	,
if	SCONJ	if
not	PART	not
of	ADP	of
nature	NOUN	nature
.	PUNCT	.
Her	PRON	her
father	NOUN	father
,	PUNCT	,
old	PROPN	old
Squire	PROPN	Squire
Adams	PROPN	Adams
,	PUNCT	,
had	AUX	have
been	AUX	be
the	DET	the
one	NUM	one
man	NOUN	man
of	ADP	of
wealth	NOUN	wealth
and	CCONJ	and
college	NOUN	college
learning	NOUN	learning
in	ADP	in
the	DET	the
village	NOUN	village
.	PUNCT	.
He	PRON	he
had	AUX	have
owned	VERB	own
the	DET	the
one	NUM	one
fine	ADJ	fine
old	ADJ	old
mansion	NOUN	mansion
-	PUNCT	-
house	NOUN	house
,	PUNCT	,
with	ADP	with
its	PRON	its
white	ADJ	white
front	NOUN	front
propped	VERB	prop
on	ADP	on
great	ADJ	great
Corinthian	ADJ	corinthian
pillars	NOUN	pillar
,	PUNCT	,
overlooking	VERB	overlook
the	DET	the
village	NOUN	village
like	ADP	like
a	DET	a
broad	ADJ	broad
brow	NOUN	brow
of	ADP	of
superiority	NOUN	superiority
.	PUNCT	.
He	PRON	he
had	AUX	have
owned	VERB	own
the	DET	the
only	ADJ	only
coach	NOUN	coach
and	CCONJ	and
four	NUM	four
.	PUNCT	.
His	PRON	his
wife	NOUN	wife
during	ADP	during
her	PRON	her
short	ADJ	short
life	NOUN	life
had	AUX	have
gone	VERB	go
dressed	ADJ	dressed
in	ADP	in
rich	ADJ	rich
brocades	NOUN	brocade
and	CCONJ	and
satins	NOUN	satin
that	PRON	that
rustled	VERB	rustle
loud	ADV	loud
in	ADP	in
the	DET	the
ears	NOUN	ear
of	ADP	of
the	DET	the
village	NOUN	village
women	NOUN	woman
,	PUNCT	,
and	CCONJ	and
her	PRON	her
nodding	VERB	nod
plumes	NOUN	plume
had	AUX	have
dazzled	VERB	dazzle
the	DET	the
eyes	NOUN	eye
under	ADP	under
their	PRON	their
modest	ADJ	modest
hoods	NOUN	hood
.	PUNCT	.
Hardly	ADV	hardly
a	DET	a
woman	NOUN	woman
in	ADP	in
the	DET	the
village	NOUN	village
but	CCONJ	but
could	AUX	could
tell	VERB	tell
--	PUNCT	--
for	ADP	for
it	PRON	it
had	AUX	have
been	AUX	be
handed	VERB	hand
down	ADP	down
like	ADP	like
a	DET	a
folk	NOUN	folk
-	PUNCT	-
lore	NOUN	lore
song	NOUN	song
from	ADP	from
mother	NOUN	mother
to	ADP	to
daughter	NOUN	daughter
--	PUNCT	--
just	ADV	just
what	PRON	what
Squire	PROPN	Squire
Adams	PROPN	Adams
's	PART	's
wife	NOUN	wife
wore	VERB	wear
when	SCONJ	when
she	PRON	she
walked	VERB	walk
out	ADV	out
first	ADV	first
as	ADP	as
bride	NOUN	bride
to	ADP	to
meeting	NOUN	meeting
.	PUNCT	.
She	PRON	she
had	AUX	have
been	AUX	be
clad	VERB	clothe
all	DET	all
in	ADP	in
blue	NOUN	blue
.	PUNCT	.
""""	PUNCT	""""
Squire	PROPN	Squire
Adams	PROPN	Adams
's	PART	's
wife	NOUN	wife
,	PUNCT	,
when	SCONJ	when
she	PRON	she
walked	VERB	walk
out	ADV	out
bride	NOUN	bride
,	PUNCT	,
she	PRON	she
wore	VERB	wear
a	DET	a
blue	ADJ	blue
satin	NOUN	satin
brocade	NOUN	brocade
gown	NOUN	gown
,	PUNCT	,
all	DET	all
wrought	VERB	work
with	ADP	with
blue	ADJ	blue
flowers	NOUN	flower
of	ADP	of
a	DET	a
darker	ADJ	dark
blue	NOUN	blue
,	PUNCT	,
cut	VERB	cut
low	ADJ	low
neck	NOUN	neck
and	CCONJ	and
short	ADJ	short
sleeves	NOUN	sleeve
.	PUNCT	.
She	PRON	she
wore	VERB	wear
long	ADJ	long
blue	ADJ	blue
silk	NOUN	silk
mitts	NOUN	mitt
wrought	VERB	work
with	ADP	with
blue	ADJ	blue
,	PUNCT	,
blue	ADJ	blue
satin	NOUN	satin
shoes	NOUN	shoe
,	PUNCT	,
and	CCONJ	and
blue	ADJ	blue
silk	NOUN	silk
clocked	VERB	clock
stockings	NOUN	stocking
.	PUNCT	.
And	CCONJ	and
she	PRON	she
wore	VERB	wear
a	DET	a
blue	ADJ	blue
crape	NOUN	crape
mantle	NOUN	mantle
that	PRON	that
was	AUX	be
brought	VERB	bring
from	ADP	from
over	ADP	over
seas	NOUN	sea
,	PUNCT	,
and	CCONJ	and
a	DET	a
blue	ADJ	blue
velvet	NOUN	velvet
hat	NOUN	hat
,	PUNCT	,
with	ADP	with
a	DET	a
long	ADJ	long
blue	ADJ	blue
ostrich	NOUN	ostrich
feather	NOUN	feather
curled	VERB	curl
over	ADP	over
it	PRON	it
--	PUNCT	--
it	PRON	it
was	AUX	be
so	ADV	so
long	ADJ	long
it	PRON	it
reached	VERB	reach
her	PRON	her
shoulder	NOUN	shoulder
,	PUNCT	,
and	CCONJ	and
waved	VERB	wave
when	SCONJ	when
she	PRON	she
walked	VERB	walk
;	PUNCT	;
and	CCONJ	and
she	VERB	she
carried	VERB	carry
a	DET	a
little	ADJ	little
blue	ADJ	blue
crape	NOUN	crape
fan	NOUN	fan
with	ADP	with
ivory	NOUN	ivory
sticks	NOUN	stick
.	PUNCT	.
""""	PUNCT	""""
So	SCONJ	so
the	DET	the
women	NOUN	woman
and	CCONJ	and
girls	NOUN	girl
told	VERB	tell
each	DET	each
other	ADJ	other
when	SCONJ	when
the	DET	the
Squire	PROPN	Squire
's	PART	's
bride	NOUN	bride
had	AUX	have
been	AUX	be
dead	ADJ	dead
nearly	ADV	nearly
seventy	NUM	seventy
years	NOUN	year
.	PUNCT	.
The	DET	the
blue	ADJ	blue
bride	NOUN	bride
attire	NOUN	attire
was	AUX	be
said	VERB	say
to	PART	to
be	AUX	be
still	ADV	still
in	ADP	in
existence	NOUN	existence
,	PUNCT	,
packed	VERB	pack
away	ADV	away
in	ADP	in
a	DET	a
cedar	NOUN	cedar
chest	NOUN	chest
,	PUNCT	,
as	ADP	as
the	DET	the
Squire	PROPN	Squire
had	AUX	have
ordered	VERB	order
after	ADP	after
his	PRON	his
wife	NOUN	wife
's	PART	's
death	NOUN	death
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
stood	VERB	stand
over	ADP	over
the	DET	the
woman	NOUN	woman
that	PRON	that
took	VERB	take
care	NOUN	care
of	ADP	of
his	PRON	his
wife	NOUN	wife
whilst	SCONJ	whilst
she	PRON	she
packed	VERB	pack
the	DET	the
things	NOUN	thing
away	ADV	away
,	PUNCT	,
and	CCONJ	and
he	PRON	he
never	ADV	never
shed	VERB	shed
a	DET	a
tear	NOUN	tear
,	PUNCT	,
but	CCONJ	but
she	PRON	she
used	VERB	use
to	PART	to
hear	VERB	hear
him	PRON	he
a	X	a
-	PUNCT	-
goin'	VERB	go
up	ADP	up
to	ADP	to
the	DET	the
north	NOUN	north
chamber	NOUN	chamber
nights	NOUN	night
,	PUNCT	,
when	SCONJ	when
he	PRON	he
could	AUX	could
n't	PART	not
sleep	VERB	sleep
,	PUNCT	,
to	PART	to
look	VERB	look
at	ADP	at
'em	PRON	them
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
women	NOUN	woman
told	VERB	tell
.	PUNCT	.
People	NOUN	People
had	AUX	have
thought	VERB	think
the	DET	the
Squire	PROPN	Squire
would	AUX	would
marry	VERB	marry
again	ADV	again
.	PUNCT	.
They	PRON	they
said	VERB	say
Evelina	PROPN	Evelina
,	PUNCT	,
who	PRON	who
was	AUX	be
only	ADV	only
four	NUM	four
years	NOUN	year
old	ADJ	old
,	PUNCT	,
needed	VERB	need
a	DET	a
mother	NOUN	mother
,	PUNCT	,
and	CCONJ	and
they	PRON	they
selected	VERB	select
one	NUM	one
and	CCONJ	and
another	DET	another
of	ADP	of
the	DET	the
good	ADJ	good
village	NOUN	village
girls	NOUN	girl
.	PUNCT	.
But	CCONJ	but
the	DET	the
Squire	PROPN	Squire
never	ADV	never
married	VERB	marry
.	PUNCT	.
He	PRON	he
had	AUX	have
a	DET	a
single	ADJ	single
woman	NOUN	woman
,	PUNCT	,
who	PRON	who
dressed	VERB	dress
in	ADP	in
black	ADJ	black
silk	NOUN	silk
,	PUNCT	,
and	CCONJ	and
wore	VERB	wear
always	ADV	always
a	DET	a
black	ADJ	black
wrought	VERB	work
veil	NOUN	veil
over	ADP	over
the	DET	the
side	NOUN	side
of	ADP	of
her	PRON	her
bonnet	NOUN	bonnet
,	PUNCT	,
come	VERB	come
to	PART	to
live	VERB	live
with	ADP	with
them	PRON	they
,	PUNCT	,
to	PART	to
take	VERB	take
charge	NOUN	charge
of	ADP	of
Evelina	PROPN	Evelina
.	PUNCT	.
She	PRON	she
was	AUX	be
said	VERB	say
to	PART	to
be	AUX	be
a	DET	a
distant	ADJ	distant
relative	NOUN	relative
of	ADP	of
the	DET	the
Squire	PROPN	Squire
's	PART	's
wife	NOUN	wife
,	PUNCT	,
and	CCONJ	and
was	AUX	be
much	ADV	much
looked	VERB	look
up	ADP	up
to	ADP	to
by	ADP	by
the	DET	the
village	NOUN	village
people	NOUN	people
,	PUNCT	,
although	SCONJ	although
she	PRON	she
never	ADV	never
did	AUX	do
more	ADJ	more
than	ADP	than
interlace	VERB	interlace
,	PUNCT	,
as	ADP	as
it	PRON	it
were	AUX	be
,	PUNCT	,
the	DET	the
fringes	NOUN	fringe
of	ADP	of
her	PRON	her
garments	NOUN	garment
with	ADP	with
theirs	PRON	theirs
.	PUNCT	.
""""	PUNCT	""""
She	PRON	she
's	AUX	be
stuck	VERB	stick
up	ADP	up
,	PUNCT	,
""""	PUNCT	""""
they	PRON	they
said	VERB	say
,	PUNCT	,
and	CCONJ	and
felt	VERB	feel
,	PUNCT	,
curiously	ADV	curiously
enough	ADV	enough
,	PUNCT	,
a	DET	a
certain	ADJ	certain
pride	NOUN	pride
in	ADP	in
the	DET	the
fact	NOUN	fact
when	SCONJ	when
they	PRON	they
met	VERB	meet
her	PRON	she
in	ADP	in
the	DET	the
street	NOUN	street
and	CCONJ	and
she	PRON	she
ducked	VERB	duck
her	PRON	her
long	ADJ	long
chin	NOUN	chin
stiffly	ADV	stiffly
into	ADP	into
the	DET	the
folds	NOUN	fold
of	ADP	of
her	PRON	her
black	ADJ	black
shawl	NOUN	shawl
by	ADP	by
way	NOUN	way
of	ADP	of
salutation	NOUN	salutation
.	PUNCT	.
When	SCONJ	when
Evelina	PROPN	Evelina
was	AUX	be
fifteen	NUM	fifteen
years	NOUN	year
old	ADJ	old
this	DET	this
single	ADJ	single
woman	NOUN	woman
died	VERB	die
,	PUNCT	,
and	CCONJ	and
the	DET	the
village	NOUN	village
women	NOUN	woman
went	VERB	go
to	ADP	to
her	PRON	her
funeral	NOUN	funeral
,	PUNCT	,
and	CCONJ	and
bent	VERB	bend
over	ADP	over
her	PRON	she
lying	VERB	lie
in	ADP	in
a	DET	a
last	ADJ	last
helpless	ADJ	helpless
dignity	NOUN	dignity
in	ADP	in
her	PRON	her
coffin	NOUN	coffin
,	PUNCT	,
and	CCONJ	and
stared	VERB	stare
with	ADP	with
awed	ADJ	awed
freedom	NOUN	freedom
at	ADP	at
her	PRON	her
cold	ADJ	cold
face	NOUN	face
.	PUNCT	.
After	ADP	after
that	DET	that
Evelina	PROPN	Evelina
was	AUX	be
sent	VERB	send
away	ADV	away
to	ADP	to
school	NOUN	school
,	PUNCT	,
and	CCONJ	and
did	AUX	do
not	PART	not
return	VERB	return
,	PUNCT	,
except	SCONJ	except
for	ADP	for
a	DET	a
yearly	ADJ	yearly
vacation	NOUN	vacation
,	PUNCT	,
for	ADP	for
six	NUM	six
years	NOUN	year
to	PART	to
come	VERB	come
.	PUNCT	.
Then	ADV	then
she	PRON	she
returned	VERB	return
,	PUNCT	,
and	CCONJ	and
settled	VERB	settle
down	ADP	down
in	ADP	in
her	PRON	her
old	ADJ	old
home	NOUN	home
to	PART	to
live	VERB	live
out	ADP	out
her	PRON	her
life	NOUN	life
,	PUNCT	,
and	CCONJ	and
end	VERB	end
her	PRON	her
days	NOUN	day
in	ADP	in
a	DET	a
perfect	ADJ	perfect
semblance	NOUN	semblance
of	ADP	of
peace	NOUN	peace
,	PUNCT	,
if	SCONJ	if
it	PRON	it
were	AUX	be
not	PART	not
peace	NOUN	peace
.	PUNCT	.
Evelina	PROPN	Evelina
never	ADV	never
had	AUX	have
any	DET	any
young	ADJ	young
school	NOUN	school
friend	NOUN	friend
to	PART	to
visit	VERB	visit
her	PRON	she
;	PUNCT	;
she	PRON	she
had	AUX	have
never	ADV	never
,	PUNCT	,
so	ADV	so
far	ADV	far
as	ADP	as
any	DET	any
one	NOUN	one
knew	VERB	know
,	PUNCT	,
a	DET	a
friend	NOUN	friend
of	ADP	of
her	PRON	her
own	ADJ	own
age	NOUN	age
.	PUNCT	.
She	PRON	she
lived	VERB	live
alone	ADV	alone
with	ADP	with
her	PRON	her
father	NOUN	father
and	CCONJ	and
three	NUM	three
old	ADJ	old
servants	NOUN	servant
.	PUNCT	.
She	PRON	she
went	VERB	go
to	ADP	to
meeting	NOUN	meeting
,	PUNCT	,
and	CCONJ	and
drove	VERB	drive
with	ADP	with
the	DET	the
Squire	PROPN	Squire
in	ADP	in
his	PRON	his
chaise	NOUN	chaise
.	PUNCT	.
The	DET	the
coach	NOUN	coach
was	AUX	be
never	ADV	never
used	VERB	use
after	ADP	after
his	PRON	his
wife	NOUN	wife
's	PART	's
death	NOUN	death
,	PUNCT	,
except	SCONJ	except
to	PART	to
carry	VERB	carry
Evelina	PROPN	Evelina
to	ADP	to
and	CCONJ	and
from	ADP	from
school	NOUN	school
.	PUNCT	.
She	PRON	she
and	CCONJ	and
the	DET	the
Squire	PROPN	Squire
also	ADV	also
took	VERB	take
long	ADJ	long
walks	NOUN	walk
,	PUNCT	,
but	CCONJ	but
they	PRON	they
never	ADV	never
exchanged	VERB	exchange
aught	VERB	aught
but	CCONJ	but
the	DET	the
merest	ADJ	mere
civilities	NOUN	civility
of	ADP	of
good	ADJ	good
-	PUNCT	-
days	NOUN	day
and	CCONJ	and
nods	NOUN	nod
with	ADP	with
the	DET	the
neighbors	NOUN	neighbor
whom	PRON	whom
they	PRON	they
met	VERB	meet
,	PUNCT	,
unless	SCONJ	unless
indeed	ADV	indeed
the	DET	the
Squire	PROPN	Squire
had	AUX	have
some	DET	some
matter	NOUN	matter
of	ADP	of
business	NOUN	business
to	PART	to
discuss	VERB	discuss
.	PUNCT	.
Then	ADV	then
Evelina	PROPN	Evelina
stood	VERB	stand
aside	ADV	aside
and	CCONJ	and
waited	VERB	wait
,	PUNCT	,
her	PRON	her
fair	ADJ	fair
face	NOUN	face
drooping	VERB	droop
gravely	ADV	gravely
aloof	ADJ	aloof
.	PUNCT	.
She	PRON	she
was	AUX	be
very	ADV	very
pretty	ADJ	pretty
,	PUNCT	,
with	ADP	with
a	DET	a
gentle	ADJ	gentle
high	ADV	high
-	PUNCT	-
bred	VERB	breed
prettiness	NOUN	prettiness
that	PRON	that
impressed	VERB	impress
the	DET	the
village	NOUN	village
folk	NOUN	folk
,	PUNCT	,
although	SCONJ	although
they	PRON	they
looked	VERB	look
at	ADP	at
it	PRON	it
somewhat	ADV	somewhat
askance	ADV	askance
.	PUNCT	.
Evelina	PROPN	Evelina
's	PART	's
figure	NOUN	figure
was	AUX	be
tall	ADJ	tall
,	PUNCT	,
and	CCONJ	and
had	AUX	have
a	DET	a
fine	ADJ	fine
slenderness	NOUN	slenderness
;	PUNCT	;
her	PRON	her
silken	ADJ	silken
skirts	NOUN	skirt
hung	VERB	hang
straight	ADV	straight
from	ADP	from
the	DET	the
narrow	ADJ	narrow
silk	NOUN	silk
ribbon	NOUN	ribbon
that	PRON	that
girt	VERB	girt
her	PRON	her
slim	NOUN	slim
waist	NOUN	waist
;	PUNCT	;
there	PRON	there
was	AUX	be
a	DET	a
languidly	ADV	languidly
graceful	ADJ	graceful
bend	NOUN	bend
in	ADP	in
her	PRON	her
long	ADJ	long
white	ADJ	white
throat	NOUN	throat
;	PUNCT	;
her	PRON	her
long	ADJ	long
delicate	ADJ	delicate
hands	NOUN	hand
hung	VERB	hang
inertly	ADV	inertly
at	ADP	at
her	PRON	her
sides	NOUN	side
among	ADP	among
her	PRON	her
skirt	NOUN	skirt
folds	NOUN	fold
,	PUNCT	,
and	CCONJ	and
were	AUX	be
never	ADV	never
seen	VERB	see
to	PART	to
clasp	VERB	clasp
anything	PRON	anything
;	PUNCT	;
her	PRON	her
softly	ADV	softly
clustering	VERB	cluster
fair	NOUN	fair
curls	NOUN	curl
hung	VERB	hang
over	ADP	over
her	PRON	her
thin	ADJ	thin
blooming	VERB	bloom
cheeks	NOUN	cheek
,	PUNCT	,
and	CCONJ	and
her	PRON	her
face	NOUN	face
could	AUX	could
scarce	ADV	scarce
be	AUX	be
seen	VERB	see
,	PUNCT	,
unless	SCONJ	unless
,	PUNCT	,
as	ADP	as
she	PRON	she
seldom	ADV	seldom
did	AUX	do
,	PUNCT	,
she	PRON	she
turned	VERB	turn
and	CCONJ	and
looked	VERB	look
full	ADJ	full
upon	SCONJ	upon
one	NUM	one
.	PUNCT	.
Then	ADV	then
her	PRON	her
dark	ADJ	dark
blue	ADJ	blue
eyes	NOUN	eye
,	PUNCT	,
with	ADP	with
a	DET	a
little	ADJ	little
nervous	ADJ	nervous
frown	NOUN	frown
between	ADP	between
them	PRON	they
,	PUNCT	,
shone	VERB	shine
out	ADP	out
radiantly	ADV	radiantly
;	PUNCT	;
her	PRON	her
thin	ADJ	thin
lips	NOUN	lip
showed	VERB	show
a	DET	a
warm	ADJ	warm
red	NOUN	red
,	PUNCT	,
