CHRIST	PROPN	CHRIST
Wise	ADJ	wise
Men	NOUN	man
Find	VERB	find
the	DET	the
Child	NOUN	child
BOOK	NOUN	book
SECOND	NOUN	second
I.	PUNCT	I.
Jerusalem	PROPN	Jerusalem
under	ADP	under
the	DET	the
Romans	PROPN	Romans
II	X	ii
.	PUNCT	.
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
and	CCONJ	and
Messala	PROPN	Messala
III	X	iii
.	PUNCT	.
A	DET	a
Judean	ADJ	judean
Home	NOUN	home
IV	NUM	iv
.	PUNCT	.
The	DET	the
Strange	ADJ	strange
Things	NOUN	thing
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
Wants	VERB	want
to	PART	to
Know	VERB	know
V.	PUNCT	V.
Rome	PROPN	Rome
and	CCONJ	and
Israel	PROPN	Israel
—	PUNCT	—
A	DET	a
Comparison	NOUN	comparison
VI	X	vi
.	PUNCT	.
The	DET	the
Accident	NOUN	accident
to	ADP	to
Gratus	X	gratus
VII	X	vii
.	PUNCT	.
A	DET	a
Galley	NOUN	galley
Slave	NOUN	slave
BOOK	NOUN	book
THIRD	NOUN	third
I.	PUNCT	I.
Quintus	PROPN	Quintus
Arrius	PROPN	Arrius
Goes	VERB	go
to	ADP	to
Sea	NOUN	sea
II	X	ii
.	PUNCT	.
At	ADP	at
the	DET	the
Oar	NOUN	oar
III	NUM	iii
.	PUNCT	.
Arrius	PROPN	Arrius
and	CCONJ	and
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
on	ADP	on
Deck	NOUN	deck
IV	NUM	iv
.	PUNCT	.
“	PUNCT	""""
No	NOUN	no
.	NOUN	.
60	NUM	60
”	PUNCT	""""
V.	PUNCT	V.
The	DET	the
Sea	NOUN	sea
Fight	NOUN	fight
VI	NUM	vi
.	PUNCT	.
Arrius	PROPN	Arrius
Adopts	VERB	adopt
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
BOOK	NOUN	book
FOURTH	NUM	fourth
I.	PUNCT	I.
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
Returns	VERB	return
East	ADV	east
II	X	ii
.	PUNCT	.
On	ADP	on
the	DET	the
Orontes	NOUN	oronte
III	NUM	iii
.	PUNCT	.
The	DET	the
Demand	NOUN	demand
on	ADP	on
Simonides	PROPN	Simonides
IV	NUM	iv
.	PUNCT	.
Simonides	NOUN	simonide
and	CCONJ	and
Esther	PROPN	Esther
V.	PUNCT	V.
The	DET	the
Grove	NOUN	grove
of	ADP	of
Daphne	PROPN	Daphne
VI	NUM	vi
.	PUNCT	.
The	DET	the
Mulberries	NOUN	mulberry
of	ADP	of
Daphne	PROPN	Daphne
VII	NUM	vii
.	PUNCT	.
The	DET	the
Stadium	NOUN	stadium
in	ADP	in
the	DET	the
Grove	NOUN	grove
VIII	NUM	viii
.	PUNCT	.
The	DET	the
Fountain	PROPN	Fountain
of	ADP	of
Castalia	PROPN	Castalia
IX	NUM	ix
.	PUNCT	.
The	DET	the
Chariot	NOUN	chariot
Race	NOUN	race
Discussed	VERB	discuss
X.	PUNCT	X.
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
Hears	VERB	hear
of	ADP	of
Christ	NOUN	christ
XI	NOUN	XI
.	PUNCT	.
The	DET	the
Wise	ADJ	wise
Servant	NOUN	servant
and	CCONJ	and
his	PRON	his
Daughter	NOUN	daughter
XII	NOUN	XII
.	PUNCT	.
A	DET	a
Roman	ADJ	roman
Orgie	PROPN	Orgie
XIII	NUM	xiii
.	PUNCT	.
A	DET	a
Driver	NOUN	driver
for	ADP	for
Ilderim	PROPN	Ilderim
's	PART	's
Arabs	NOUN	arab
XIV	NOUN	XIV
.	PUNCT	.
The	DET	the
Dowar	PROPN	Dowar
in	ADP	in
the	DET	the
Orchard	NOUN	orchard
or	CCONJ	or
Palms	NOUN	palm
XV	NOUN	XV
.	PUNCT	.
Balthasar	PROPN	Balthasar
Impresses	VERB	impress
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
XVI	NUM	xvi
.	PUNCT	.
Christ	PROPN	Christ
is	AUX	be
Coming	VERB	come
—	PUNCT	—
Balthasar	PROPN	Balthasar
XVII	X	xvii
.	PUNCT	.
The	DET	the
Kingdom	NOUN	kingdom
—	PUNCT	—
Spiritual	ADJ	spiritual
or	CCONJ	or
Political	ADJ	political
?	PUNCT	?
BOOK	NOUN	book
FIFTH	NUM	fifth
I.	PUNCT	I.
Messala	PROPN	Messala
Doffs	VERB	doff
his	PRON	his
Chaplet	NOUN	chaplet
II	X	ii
.	PUNCT	.
Ilderim	PROPN	Ilderim
's	PART	's
Arabs	PROPN	Arabs
under	ADP	under
the	DET	the
Yoke	NOUN	yoke
III	X	iii
.	PUNCT	.
The	DET	the
Arts	NOUN	art
of	ADP	of
Cleopatra	PROPN	Cleopatra
IV	X	iv
.	PUNCT	.
Messala	PROPN	Messala
on	ADP	on
Guard	PROPN	Guard
V.	NOUN	v.
Ilderim	PROPN	Ilderim
and	CCONJ	and
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
Deliberate	PROPN	Deliberate
VI	X	vi
.	PUNCT	.
Training	VERB	train
the	DET	the
Four	NUM	four
VII	X	vii
.	PUNCT	.
Simonides	PROPN	Simonides
Renders	PROPN	Renders
Account	PROPN	Account
VIII	X	viii
.	PUNCT	.
Spiritual	ADJ	spiritual
or	CCONJ	or
Political?—Simonides	PROPN	Political?—Simonides
Argues	PROPN	Argues
IX	X	ix
.	PUNCT	.
Esther	PROPN	Esther
and	CCONJ	and
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
X.	PUNCT	X.
Posted	VERB	post
for	ADP	for
the	DET	the
Race	NOUN	race
XI	NOUN	xi
.	PUNCT	.
Making	VERB	make
the	DET	the
Wagers	NOUN	wager
XII	NOUN	xii
.	PUNCT	.
The	DET	the
Circus	NOUN	circus
XIII	NOUN	xiii
.	PUNCT	.
The	DET	the
Start	NOUN	start
XIV	NOUN	xiv
.	PUNCT	.
The	DET	the
Race	NOUN	race
XV	NOUN	xv
.	PUNCT	.
The	DET	the
Invitation	NOUN	invitation
of	ADP	of
Iras	PROPN	Iras
XVI	X	xvi
.	PUNCT	.
In	ADP	in
the	DET	the
Palace	PROPN	Palace
of	ADP	of
Idernee	PROPN	Idernee
BOOK	PROPN	BOOK
SIXTH	X	sixth
I.	PUNCT	I.
The	DET	the
Tower	PROPN	Tower
of	ADP	of
Antonia	PROPN	Antonia
—	PUNCT	—
Cell	NOUN	cell
No	NOUN	no
.	NOUN	.
VI	NUM	vi
.	NUM	.
II	NUM	ii
.	PUNCT	.
The	DET	the
Lepers	PROPN	Lepers
III	X	iii
.	PUNCT	.
Jerusalem	PROPN	Jerusalem
Again	ADV	again
IV	X	iv
.	PUNCT	.
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
at	ADP	at
his	PRON	his
Father	NOUN	father
's	PART	's
Gate	NOUN	gate
V.	PUNCT	V.
The	DET	the
Tomb	NOUN	tomb
Above	ADP	above
the	DET	the
King	NOUN	king
's	PART	's
Garden	NOUN	garden
VI	X	vi
.	PUNCT	.
A	DET	a
Trick	NOUN	trick
of	ADP	of
Pilate's	PROPN	Pilate's
—	PUNCT	—
The	DET	the
Combat	NOUN	combat
BOOK	PROPN	BOOK
SEVENTH	PROPN	SEVENTH
I.	PUNCT	I.
Jerusalem	PROPN	Jerusalem
Goes	VERB	go
out	ADP	out
to	ADP	to
a	DET	a
Prophet	NOUN	prophet
II	X	ii
.	PUNCT	.
Nooning	VERB	noone
by	ADP	by
the	DET	the
Pool	NOUN	pool
—	PUNCT	—
Iras	X	iras
III	X	iii
.	PUNCT	.
The	DET	the
Life	NOUN	life
of	ADP	of
a	DET	a
Soul	NOUN	soul
IV	NUM	iv
.	PUNCT	.
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
Keeps	VERB	keep
Watch	NOUN	watch
with	ADP	with
Iras	PROPN	Iras
V.	PUNCT	V.
At	ADP	at
Bethabara	PROPN	Bethabara
BOOK	NOUN	book
EIGHTH	NOUN	eighth
I.	PUNCT	I.
Guests	NOUN	guest
in	ADP	in
the	DET	the
House	NOUN	house
of	ADP	of
Hur	PROPN	Hur
II	X	ii
.	PUNCT	.
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
Tells	VERB	tell
of	ADP	of
the	DET	the
Nazarene	PROPN	Nazarene
III	NUM	iii
.	PUNCT	.
The	DET	the
Lepers	NOUN	leper
Leave	VERB	leave
their	PRON	their
Tomb	NOUN	tomb
IV	NUM	iv
.	PUNCT	.
The	DET	the
Miracle	NOUN	miracle
V.	NOUN	v.
Pilgrims	NOUN	pilgrim
to	ADP	to
the	DET	the
Passover	NOUN	passover
VI	X	vi
.	PUNCT	.
A	DET	a
Serpent	NOUN	serpent
of	ADP	of
the	DET	the
Nile	PROPN	Nile
VII	NUM	vii
.	PUNCT	.
Ben	PROPN	Ben
-	PUNCT	-
Hur	PROPN	Hur
Returns	VERB	return
to	ADP	to
Esther	PROPN	Esther
VIII	X	viii
.	PUNCT	.
Gethsemane—“Whom	PROPN	Gethsemane—“Whom
Seek	VERB	seek
Ye	PRON	ye
?	PUNCT	?
”	PUNCT	""""
IX	NUM	ix
.	PUNCT	.
The	DET	the
Going	VERB	go
to	ADP	to
Calvary	PROPN	Calvary
X.	PUNCT	X.
The	DET	the
Crucifixion	NOUN	crucifixion
BOOK	NOUN	book
FIRST	NOUN	first
CHAPTER	NOUN	chapter
I	NUM	i
The	DET	the
Jebel	PROPN	Jebel
es	PROPN	es
Zubleh	PROPN	Zubleh
is	AUX	be
a	DET	a
mountain	NOUN	mountain
fifty	NUM	fifty
miles	NOUN	mile
and	CCONJ	and
more	ADJ	more
in	ADP	in
length	NOUN	length
,	PUNCT	,
and	CCONJ	and
so	ADV	so
narrow	ADJ	narrow
that	SCONJ	that
its	PRON	its
tracery	NOUN	tracery
on	ADP	on
the	DET	the
map	NOUN	map
gives	VERB	give
it	PRON	it
a	DET	a
likeness	NOUN	likeness
to	ADP	to
a	NOUN	a
caterpillar	NOUN	caterpillar
crawling	VERB	crawl
from	ADP	from
the	DET	the
south	NOUN	south
to	ADP	to
the	DET	the
north	NOUN	north
.	PUNCT	.
Standing	VERB	stand
on	ADP	on
its	PRON	its
red	ADJ	red
-	PUNCT	-
and	CCONJ	and
-	PUNCT	-
white	ADJ	white
cliffs	NOUN	cliff
,	PUNCT	,
and	CCONJ	and
looking	VERB	look
off	ADP	off
under	ADP	under
the	DET	the
path	NOUN	path
of	ADP	of
the	DET	the
rising	VERB	rise
sun	NOUN	sun
,	PUNCT	,
one	PRON	one
sees	VERB	see
only	ADV	only
the	DET	the
Desert	PROPN	Desert
of	ADP	of
Arabia	PROPN	Arabia
,	PUNCT	,
where	SCONJ	where
the	DET	the
east	ADJ	east
winds	NOUN	wind
,	PUNCT	,
so	ADV	so
hateful	ADJ	hateful
to	NOUN	to
vinegrowers	NOUN	vinegrower
of	ADP	of
Jericho	PROPN	Jericho
,	PUNCT	,
have	AUX	have
kept	VERB	keep
their	PRON	their
playgrounds	NOUN	playground
since	SCONJ	since
the	DET	the
beginning	NOUN	beginning
.	PUNCT	.
Its	PRON	its
feet	NOUN	foot
are	AUX	be
well	ADV	well
covered	VERB	cover
by	ADP	by
sands	NOUN	sand
tossed	VERB	toss
from	ADP	from
the	DET	the
Euphrates	PROPN	Euphrates
,	PUNCT	,
there	ADV	there
to	PART	to
lie	VERB	lie
,	PUNCT	,
for	ADP	for
the	DET	the
mountain	NOUN	mountain
is	AUX	be
a	DET	a
wall	NOUN	wall
to	ADP	to
the	DET	the
pasture	NOUN	pasture
-	PUNCT	-
lands	NOUN	land
of	ADP	of
Moab	PROPN	Moab
and	CCONJ	and
Ammon	PROPN	Ammon
on	ADP	on
the	DET	the
west	ADJ	west
—	PUNCT	—
lands	NOUN	land
which	DET	which
else	ADV	else
had	AUX	have
been	AUX	be
of	ADP	of
the	DET	the
desert	NOUN	desert
a	DET	a
part	NOUN	part
.	PUNCT	.
The	DET	the
Arab	PROPN	Arab
has	AUX	have
impressed	VERB	impress
his	PRON	his
language	NOUN	language
upon	SCONJ	upon
everything	PRON	everything
south	ADV	south
and	CCONJ	and
east	NOUN	east
of	ADP	of
Judea	PROPN	Judea
,	PUNCT	,
so	ADV	so
,	PUNCT	,
in	ADP	in
his	PRON	his
tongue	NOUN	tongue
,	PUNCT	,
the	DET	the
old	ADJ	old
Jebel	PROPN	Jebel
is	AUX	be
the	DET	the
parent	NOUN	parent
of	ADP	of
numberless	ADJ	numberless
wadies	NOUN	wadie
which	DET	which
,	PUNCT	,
intersecting	VERB	intersect
the	DET	the
Roman	ADJ	roman
road	NOUN	road
—	PUNCT	—
now	ADV	now
a	DET	a
dim	ADJ	dim
suggestion	NOUN	suggestion
of	ADP	of
what	PRON	what
once	ADV	once
it	PRON	it
was	AUX	be
,	PUNCT	,
a	DET	a
dusty	ADJ	dusty
path	NOUN	path
for	ADP	for
Syrian	ADJ	syrian
pilgrims	NOUN	pilgrim
to	ADP	to
and	CCONJ	and
from	ADP	from
Mecca	PROPN	Mecca
—	PUNCT	—
run	VERB	run
their	PRON	their
furrows	NOUN	furrow
,	PUNCT	,
deepening	VERB	deepen
as	ADP	as
they	PRON	they
go	VERB	go
,	PUNCT	,
to	PART	to
pass	VERB	pass
the	DET	the
torrents	NOUN	torrent
of	ADP	of
the	DET	the
rainy	NOUN	rainy
season	NOUN	season
into	ADP	into
the	DET	the
Jordan	PROPN	Jordan
,	PUNCT	,
or	CCONJ	or
their	PRON	their
last	ADJ	last
receptacle	NOUN	receptacle
,	PUNCT	,
the	DET	the
Dead	PROPN	Dead
Sea	PROPN	Sea
.	PUNCT	.
Out	ADP	out
of	ADP	of
one	NUM	one
of	ADP	of
these	DET	these
wadies	NOUN	wadie
—	PUNCT	—
or	CCONJ	or
,	PUNCT	,
more	ADV	more
particularly	ADV	particularly
,	PUNCT	,
out	ADP	out
of	ADP	of
that	DET	that
one	NUM	one
which	DET	which
rises	VERB	rise
at	ADP	at
the	DET	the
extreme	ADJ	extreme
end	NOUN	end
of	ADP	of
the	DET	the
Jebel	PROPN	Jebel
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
extending	VERB	extend
east	NOUN	east
of	ADP	of
north	NOUN	north
,	PUNCT	,
becomes	VERB	become
at	ADP	at
length	NOUN	length
the	DET	the
bed	NOUN	bed
of	ADP	of
the	DET	the
Jabbok	PROPN	Jabbok
River	PROPN	River
—	PUNCT	—
a	DET	a
traveller	NOUN	traveller
passed	VERB	pass
,	PUNCT	,
going	VERB	go
to	ADP	to
the	DET	the
table	NOUN	table
-	PUNCT	-
lands	NOUN	land
of	ADP	of
the	DET	the
desert	NOUN	desert
.	PUNCT	.
To	ADP	to
this	DET	this
person	NOUN	person
the	DET	the
attention	NOUN	attention
of	ADP	of
the	DET	the
reader	NOUN	reader
is	AUX	be
first	ADV	first
besought	VERB	beseech
.	PUNCT	.
Judged	VERB	judge
by	ADP	by
his	PRON	his
appearance	NOUN	appearance
,	PUNCT	,
he	PRON	he
was	AUX	be
quite	ADV	quite
forty	NUM	forty
-	PUNCT	-
five	NUM	five
years	NOUN	year
old	ADJ	old
.	PUNCT	.
His	PRON	his
beard	NOUN	beard
,	PUNCT	,
once	ADV	once
of	ADP	of
the	DET	the
deepest	ADJ	deep
black	NOUN	black
,	PUNCT	,
flowing	VERB	flow
broadly	ADV	broadly
over	ADP	over
his	PRON	his
breast	NOUN	breast
,	PUNCT	,
was	AUX	be
streaked	VERB	streak
with	ADP	with
white	NOUN	white
.	PUNCT	.
His	PRON	his
face	NOUN	face
was	AUX	be
brown	ADJ	brown
as	ADP	as
a	DET	a
parched	ADJ	parched
coffee	NOUN	coffee
-	PUNCT	-
berry	NOUN	berry
,	PUNCT	,
and	CCONJ	and
so	ADV	so
hidden	VERB	hide
by	ADP	by
a	DET	a
red	ADJ	red
_	X	_
kufiyeh	X	kufiyeh
_	PUNCT	_
(	PUNCT	(
as	ADP	as
the	DET	the
kerchief	NOUN	kerchief
of	ADP	of
the	DET	the
head	NOUN	head
is	AUX	be
at	ADP	at
this	DET	this
day	NOUN	day
called	VERB	call
by	ADP	by
the	DET	the
children	NOUN	child
of	ADP	of
the	DET	the
desert	NOUN	desert
)	PUNCT	)
as	ADP	as
to	PART	to
be	AUX	be
but	CCONJ	but
in	ADP	in
part	NOUN	part
visible	ADJ	visible
.	PUNCT	.
Now	ADV	now
and	CCONJ	and
then	ADV	then
he	PRON	he
raised	VERB	raise
his	PRON	his
eyes	NOUN	eye
,	PUNCT	,
and	CCONJ	and
they	PRON	they
were	AUX	be
large	ADJ	large
and	CCONJ	and
dark	ADJ	dark
.	PUNCT	.
He	PRON	he
was	AUX	be
clad	ADJ	clad
in	ADP	in
the	DET	the
flowing	ADJ	flowing
garments	NOUN	garment
so	ADV	so
universal	ADJ	universal
in	ADP	in
the	DET	the
East	PROPN	East
;	PUNCT	;
but	CCONJ	but
their	PRON	their
style	NOUN	style
may	AUX	may
not	PART	not
be	AUX	be
described	VERB	describe
more	ADV	more
particularly	ADV	particularly
,	PUNCT	,
for	ADP	for
he	PRON	he
sat	VERB	sit
under	ADP	under
a	DET	a
miniature	NOUN	miniature
tent	NOUN	tent
,	PUNCT	,
and	CCONJ	and
rode	VERB	ride
a	DET	a
great	ADJ	great
white	ADJ	white
dromedary	NOUN	dromedary
.	PUNCT	.
It	PRON	it
may	AUX	may
be	AUX	be
doubted	VERB	doubt
if	SCONJ	if
the	DET	the
people	NOUN	people
of	ADP	of
the	DET	the
West	PROPN	West
ever	ADV	ever
overcome	VERB	overcome
the	DET	the
impression	NOUN	impression
made	VERB	make
upon	SCONJ	upon
them	PRON	they
by	ADP	by
the	DET	the
first	ADJ	first
view	NOUN	view
of	ADP	of
a	DET	a
camel	NOUN	camel
equipped	VERB	equip
and	CCONJ	and
loaded	VERB	load
for	ADP	for
the	DET	the
desert	NOUN	desert
.	PUNCT	.
Custom	NOUN	custom
,	PUNCT	,
so	ADV	so
fatal	ADJ	fatal
to	ADP	to
other	ADJ	other
novelties	NOUN	novelty
,	PUNCT	,
affects	VERB	affect
this	DET	this
feeling	NOUN	feeling
but	CCONJ	but
little	ADJ	little
.	PUNCT	.
At	ADP	at
the	DET	the
end	NOUN	end
of	ADP	of
long	ADJ	long
journeys	NOUN	journey
with	ADP	with
caravans	NOUN	caravan
,	PUNCT	,
after	ADP	after
years	NOUN	year
of	ADP	of
residence	NOUN	residence
with	ADP	with
the	DET	the
Bedawin	PROPN	Bedawin
,	PUNCT	,
the	DET	the
Western	PROPN	Western
-	PUNCT	-
born	VERB	bear
,	PUNCT	,
wherever	SCONJ	wherever
they	PRON	they
may	AUX	may
be	AUX	be
,	PUNCT	,
will	AUX	will
stop	VERB	stop
and	CCONJ	and
wait	VERB	wait
the	DET	the
passing	NOUN	passing
of	ADP	of
the	DET	the
stately	ADJ	stately
brute	NOUN	brute
.	PUNCT	.
The	DET	the
charm	NOUN	charm
is	AUX	be
not	PART	not
in	ADP	in
the	DET	the
figure	NOUN	figure
,	PUNCT	,
which	DET	which
not	PART	not
even	ADV	even
love	NOUN	love
can	AUX	can
make	VERB	make
beautiful	ADJ	beautiful
;	PUNCT	;
nor	CCONJ	nor
in	ADP	in
the	DET	the
movement	NOUN	movement
,	PUNCT	,
the	DET	the
noiseless	ADJ	noiseless
stepping	NOUN	stepping
,	PUNCT	,
or	CCONJ	or
the	DET	the
broad	ADJ	broad
careen	NOUN	careen
.	PUNCT	.
As	ADP	as
is	AUX	be
the	DET	the
kindness	NOUN	kindness
of	ADP	of
the	DET	the
sea	NOUN	sea
to	ADP	to
a	DET	a
ship	NOUN	ship
,	PUNCT	,
so	ADV	so
that	DET	that
of	ADP	of
the	DET	the
desert	NOUN	desert
to	ADP	to
its	PRON	its
creature	NOUN	creature
.	PUNCT	.
It	PRON	it
clothes	VERB	clothe
him	PRON	he
with	ADP	with
all	DET	all
its	PRON	its
mysteries	NOUN	mystery
;	PUNCT	;
in	ADP	in
such	ADJ	such
manner	NOUN	manner
,	PUNCT	,
too	ADV	too
,	PUNCT	,
that	SCONJ	that
while	SCONJ	while
we	PRON	we
are	AUX	be
looking	VERB	look
at	ADP	at
him	PRON	he
we	PRON	we
are	AUX	be
thinking	VERB	think
of	ADP	of
them	PRON	they
:	PUNCT	:
therein	ADV	therein
is	AUX	be
the	DET	the
wonder	NOUN	wonder
.	PUNCT	.
The	DET	the
animal	NOUN	animal
which	DET	which
now	ADV	now
came	VERB	come
out	ADP	out
of	ADP	of
the	DET	the
wady	NOUN	wady
might	AUX	might
well	ADV	well
have	AUX	have
claimed	VERB	claim
the	DET	the
customary	ADJ	customary
homage	NOUN	homage
.	PUNCT	.
Its	PRON	its
color	NOUN	color
and	CCONJ	and
height	NOUN	height
;	PUNCT	;
its	PRON	its
breadth	NOUN	breadth
of	ADP	of
foot	NOUN	foot
;	PUNCT	;
its	PRON	its
bulk	NOUN	bulk
of	ADP	of
body	NOUN	body
,	PUNCT	,
not	PART	not
fat	ADJ	fat
,	PUNCT	,
but	CCONJ	but
overlaid	VERB	overlay
with	ADP	with
muscle	NOUN	muscle
;	PUNCT	;
its	PRON	its
long	ADJ	long
,	PUNCT	,
slender	ADJ	slender
neck	NOUN	neck
,	PUNCT	,
of	ADP	of
swanlike	ADJ	swanlike
curvature	NOUN	curvature
;	PUNCT	;
the	DET	the
head	NOUN	head
,	PUNCT	,
wide	ADJ	wide
between	ADP	between
the	DET	the
eyes	NOUN	eye
,	PUNCT	,
and	CCONJ	and
tapering	VERB	taper
to	ADP	to
a	DET	a
muzzle	NOUN	muzzle
which	DET	which
a	DET	a
lady	NOUN	lady
's	PART	's
bracelet	NOUN	bracelet
might	AUX	might
have	AUX	have
almost	ADV	almost
clasped	VERB	clasp
;	PUNCT	;
its	PRON	its
motion	NOUN	motion
,	PUNCT	,
step	NOUN	step
long	ADJ	long
and	CCONJ	and
elastic	ADJ	elastic
,	PUNCT	,
tread	NOUN	tread
sure	ADJ	sure
and	CCONJ	and
soundless	ADJ	soundless
—	PUNCT	—
all	DET	all
certified	VERB	certify
its	PRON	its
Syrian	ADJ	syrian
blood	NOUN	blood
,	PUNCT	,
old	ADJ	old
as	ADP	as
the	DET	the
days	NOUN	day
of	ADP	of
Cyrus	PROPN	Cyrus
,	PUNCT	,
and	CCONJ	and
absolutely	ADV	absolutely
priceless	ADJ	priceless
.	PUNCT	.
There	PRON	there
was	AUX	be
the	DET	the
usual	ADJ	usual
bridle	NOUN	bridle
,	PUNCT	,
covering	VERB	cover
the	DET	the
forehead	NOUN	forehead
with	ADP	with
scarlet	ADJ	scarlet
fringe	NOUN	fringe
,	PUNCT	,
and	CCONJ	and
garnishing	VERB	garnish
the	DET	the
throat	NOUN	throat
with	ADP	with
pendent	ADJ	pendent
brazen	ADJ	brazen
chains	NOUN	chain
,	PUNCT	,
each	DET	each
ending	VERB	end
with	ADP	with
a	DET	a
tinkling	ADJ	tinkling
silver	ADJ	silver
bell	NOUN	bell
;	PUNCT	;
but	CCONJ	but
to	ADP	to
the	DET	the
bridle	NOUN	bridle
there	PRON	there
was	AUX	be
neither	DET	neither
rein	NOUN	rein
for	ADP	for
the	DET	the
rider	NOUN	rider
nor	CCONJ	nor
strap	NOUN	strap
for	ADP	for
a	DET	a
driver	NOUN	driver
.	PUNCT	.
The	DET	the
furniture	NOUN	furniture
perched	VERB	perch
on	ADP	on
the	DET	the
back	NOUN	back
was	AUX	be
an	DET	an
invention	NOUN	invention
which	DET	which
with	ADP	with
any	DET	any
other	ADJ	other
people	NOUN	people
than	ADP	than
of	ADP	of
the	DET	the
East	PROPN	East
would	AUX	would
have	AUX	have
made	VERB	make
the	DET	the
inventor	NOUN	inventor
renowned	VERB	renowne
.	PUNCT	.
It	PRON	it
consisted	VERB	consist
of	ADP	of
two	NUM	two
wooden	ADJ	wooden
boxes	NOUN	box
,	PUNCT	,
scarce	ADJ	scarce
four	NUM	four
feet	NOUN	foot
in	ADP	in
length	NOUN	length
,	PUNCT	,
balanced	VERB	balance
so	SCONJ	so
that	SCONJ	that
one	NUM	one
hung	VERB	hang
at	ADP	at
each	DET	each
side	NOUN	side
;	PUNCT	;
the	DET	the
inner	NOUN	inner
space	NOUN	space
,	PUNCT	,
softly	ADV	softly
lined	VERB	line
and	CCONJ	and
carpeted	VERB	carpet
,	PUNCT	,
was	AUX	be
arranged	VERB	arrange
to	PART	to
allow	VERB	allow
the	DET	the
master	NOUN	master
to	PART	to
sit	VERB	sit
or	CCONJ	or
lie	VERB	lie
half	ADV	half
reclined	ADJ	reclined
;	PUNCT	;
over	ADP	over
it	PRON	it
all	DET	all
was	AUX	be
stretched	VERB	stretch
a	DET	a
green	ADJ	green
awning	NOUN	awning
.	PUNCT	.
Broad	ADJ	broad
back	NOUN	back
and	CCONJ	and
breast	NOUN	breast
straps	NOUN	strap
,	PUNCT	,
and	CCONJ	and
girths	NOUN	girth
,	PUNCT	,
secured	VERB	secure
with	ADP	with
countless	ADJ	countless
knots	NOUN	knot
and	CCONJ	and
ties	NOUN	tie
,	PUNCT	,
