[	PUNCT	[
Ah	INTJ	ah
!	PUNCT	!
""""	PUNCT	""""
says	VERB	say
he	PRON	he
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
see	VERB	see
the	DET	the
brilliance	NOUN	brilliance
is	AUX	be
not	PART	not
all	DET	all
on	ADP	on
the	DET	the
outside	NOUN	outside
.	PUNCT	.
Well	INTJ	well
,	PUNCT	,
what	PRON	what
use	NOUN	use
are	AUX	be
you	PRON	you
putting	VERB	put
it	PRON	it
to	ADP	to
?	PUNCT	?
Who	PRON	who
are	AUX	be
you	PRON	you
with	ADP	with
now	ADV	now
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Same	ADJ	same
concern	NOUN	concern
,	PUNCT	,
""""	PUNCT	""""
says	VERB	say
I.	PRON	i.
""""	PUNCT	""""
Corrugated	PROPN	Corrugated
Trust	PROPN	Trust
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
As	ADP	as
First	ADJ	first
,	PUNCT	,
or	CCONJ	or
Second	ADJ	second
Vice	PROPN	Vice
President	NOUN	president
?	PUNCT	?
""""	PUNCT	""""
says	VERB	say
he	PRON	he
,	PUNCT	,
cockin	VERB	cockin
'	PUNCT	'
his	PRON	his
head	NOUN	head
on	ADP	on
one	NUM	one
side	NOUN	side
humorous	ADJ	humorous
.	PUNCT	.
""""	PUNCT	""""
Add	VERB	add
'em	PRON	them
together	ADV	together
and	CCONJ	and
multiply	VERB	multiply
by	ADP	by
three	NUM	three
,	PUNCT	,
""""	PUNCT	""""
says	VERB	say
I	PRON	I
,	PUNCT	,
""""	PUNCT	""""
then	ADV	then
you	PRON	you
'll	AUX	will
be	AUX	be
warm	ADJ	warm
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
do	AUX	do
n't	PART	not
quite	ADV	quite
get	VERB	get
the	DET	the
result	NOUN	result
,	PUNCT	,
""""	PUNCT	""""
says	VERB	say
he	PRON	he
.	PUNCT	.
""""	PUNCT	""""
Ever	ADV	ever
hear	VERB	hear
of	ADP	of
an	DET	an
office	NOUN	office
-	PUNCT	-
boy	NOUN	boy
-	PUNCT	-
de	X	de
-	PUNCT	-
luxe	X	luxe
?	PUNCT	?
""""	PUNCT	""""
says	VERB	say
I.	PUNCT	I.
""""	PUNCT	""""
They	PRON	they
do	AUX	do
n't	PART	not
print	VERB	print
it	PRON	it
on	ADP	on
the	DET	the
letter	NOUN	letter
-	PUNCT	-
heads	NOUN	head
yet	ADV	yet
,	PUNCT	,
or	CCONJ	or
paint	VERB	paint
it	PRON	it
on	ADP	on
the	DET	the
ground	NOUN	ground
-	PUNCT	-
glass	NOUN	glass
,	PUNCT	,
but	CCONJ	but
that	DET	that
's	AUX	be
my	PRON	my
real	ADJ	real
label	NOUN	label
.	PUNCT	.
I	PRON	I
'm	AUX	be
the	DET	the
only	ADJ	only
one	NUM	one
in	ADP	in
New	PROPN	New
York	PROPN	York
,	PUNCT	,
too	ADV	too
.	PUNCT	.
""""	PUNCT	""""
Mr.	PROPN	Mr.
Quinn	PROPN	Quinn
chuckles	VERB	chuckle
and	CCONJ	and
goes	VERB	go
off	ADP	off
shakin	VERB	shakin
'	PUNCT	'
his	PRON	his
head	NOUN	head
.	PUNCT	.
I	PRON	I
expect	VERB	expect
he	PRON	he
's	AUX	be
disappointed	VERB	disappoint
that	SCONJ	that
I	PRON	I
've	AUX	have
stuck	VERB	stick
so	ADV	so
long	ADJ	long
in	ADP	in
one	NUM	one
shop	NOUN	shop
without	ADP	without
climbin	VERB	climbin
'	VERB	'
further	ADV	far
up	ADP	up
the	DET	the
ladder	NOUN	ladder
.	PUNCT	.
That	DET	that
's	AUX	be
what	PRON	what
he	PRON	he
was	AUX	be
always	ADV	always
preachin	VERB	preachin
'	PUNCT	'
at	ADP	at
me	PRON	I
,	PUNCT	,
this	DET	this
ladder	NOUN	ladder
-	PUNCT	-
climbin	NOUN	climbin
'	PUNCT	'
advice	NOUN	advice
.	PUNCT	.
But	CCONJ	but
say	VERB	say
,	PUNCT	,
hod	NOUN	hod
carriers	NOUN	carrier
do	AUX	do
that	DET	that
.	PUNCT	.
Me	PRON	I
for	ADP	for
an	DET	an
express	ADJ	express
elevator	NOUN	elevator
when	SCONJ	when
the	DET	the
time	NOUN	time
comes	VERB	come
.	PUNCT	.
But	CCONJ	but
meanwhile	ADV	meanwhile
,	PUNCT	,
with	ADP	with
a	DET	a
couple	NOUN	couple
of	ADP	of
bosses	NOUN	boss
like	ADP	like
Old	PROPN	Old
Hickory	PROPN	Hickory
Ellins	PROPN	Ellins
and	CCONJ	and
Mr.	PROPN	Mr.
Robert	PROPN	Robert
,	PUNCT	,
it	PRON	it
ai	VERB	be
n't	PART	not
so	ADV	so
worse	ADJ	bad
sittin	VERB	sittin
'	PUNCT	'
behind	ADP	behind
the	DET	the
brass	NOUN	brass
rail	NOUN	rail
.	PUNCT	.
That	DET	that
's	AUX	be
one	NUM	one
reason	NOUN	reason
I	PRON	I
ai	VERB	be
n't	PART	not
changed	VERB	change
.	PUNCT	.
Also	ADV	also
there	PRON	there
's	AUX	be
that	DET	that
little	ADJ	little
mine	ADJ	mine
enterprise	NOUN	enterprise
me	PRON	I
and	CCONJ	and
Mr.	PROPN	Mr.
Robert	PROPN	Robert
's	PART	's
mixed	VERB	mix
up	ADP	up
in	ADP	in
,	PUNCT	,
which	DET	which
ai	VERB	be
n't	PART	not
come	VERB	come
to	ADP	to
a	DET	a
head	NOUN	head
yet	ADV	yet
.	PUNCT	.
Then	ADV	then
--	PUNCT	--
well	INTJ	well
,	PUNCT	,
then	ADV	then
,	PUNCT	,
there	PRON	there
's	AUX	be
Vee	PROPN	Vee
.	PUNCT	.
Go	VERB	go
on	ADP	on
--	PUNCT	--
hand	VERB	hand
me	PRON	I
the	DET	the
jolly	NOUN	jolly
!	PUNCT	!
And	CCONJ	and
if	SCONJ	if
you	PRON	you
push	VERB	push
me	PRON	I
to	ADP	to
it	PRON	it
I	PRON	I
'll	AUX	will
admit	VERB	admit
I	PRON	I
ai	VERB	be
n't	PART	not
any	DET	any
speedy	ADJ	speedy
performer	NOUN	performer
at	ADP	at
this	DET	this
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
you	PRON	you
!	PUNCT	!
""""	PUNCT	""""
game	NOUN	game
.	PUNCT	.
Mr.	PROPN	Mr.
Robert	PROPN	Robert
he	PRON	he
thinks	VERB	think
it	PRON	it
's	AUX	be
comic	ADJ	comic
,	PUNCT	,
when	SCONJ	when
he	PRON	he
has	AUX	have
the	DET	the
kiddin	NOUN	kiddin
'	VERB	'
fit	NOUN	fit
on	ADP	on
,	PUNCT	,
to	PART	to
remark	VERB	remark
chuckly	ADV	chuckly
,	PUNCT	,
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
I	PRON	I
say	VERB	say
,	PUNCT	,
Torchy	PROPN	Torchy
,	PUNCT	,
have	AUX	have
you	PRON	you
seen	VERB	see
Miss	PROPN	Miss
Vee	PROPN	Vee
lately	PROPN	lately
?	PUNCT	?
""""	PUNCT	""""
There	PRON	there
's	AUX	be
others	NOUN	other
too	ADV	too
,	PUNCT	,
that	PRON	that
seems	VERB	seem
to	PART	to
get	VERB	get
a	DET	a
lot	NOUN	lot
of	ADP	of
satisfaction	NOUN	satisfaction
shootin	VERB	shootin
'	VERB	'
the	DET	the
same	ADJ	same
thing	NOUN	thing
at	ADP	at
me	PRON	I
,	PUNCT	,
and	CCONJ	and
they	PRON	they
sort	ADV	sort
of	ADV	of
snicker	VERB	snicker
when	SCONJ	when
I	PRON	I
get	VERB	get
pink	ADJ	pink
in	ADP	in
the	DET	the
ears	NOUN	ear
.	PUNCT	.
But	CCONJ	but
,	PUNCT	,
say	VERB	say
,	PUNCT	,
there	PRON	there
's	AUX	be
a	DET	a
heap	NOUN	heap
of	ADP	of
difference	NOUN	difference
between	ADP	between
pickin	VERB	pickin
'	VERB	'
peaches	NOUN	peach
from	ADP	from
an	DET	an
easy	ADJ	easy
chair	NOUN	chair
under	ADP	under
the	DET	the
tree	NOUN	tree
,	PUNCT	,
and	CCONJ	and
when	SCONJ	when
you	PRON	you
have	AUX	have
to	PART	to
shin	VERB	shin
the	DET	the
garden	NOUN	garden
wall	NOUN	wall
and	CCONJ	and
reach	VERB	reach
through	ADP	through
the	DET	the
barbed	ADJ	barbed
wire	NOUN	wire
ornament	NOUN	ornament
on	ADP	on
top	NOUN	top
.	PUNCT	.
Course	NOUN	course
,	PUNCT	,
I	PRON	I
ai	VERB	be
n't	PART	not
comparin	VERB	comparin
'	VERB	'
anything	PRON	anything
--	PUNCT	--
but	CCONJ	but
there	PRON	there
's	AUX	be
Aunty	PROPN	Aunty
.	PUNCT	.
Dear	ADJ	dear
old	ADJ	old
girl	NOUN	girl
!	PUNCT	!
Square	ADJ	square
as	ADP	as
a	DET	a
brick	NOUN	brick
,	PUNCT	,
and	CCONJ	and
about	ADV	about
as	ADV	as
yieldin	VERB	yieldin
'	PUNCT	'
;	PUNCT	;
good	ADJ	good
as	ADP	as
gold	NOUN	gold
too	ADV	too
,	PUNCT	,
but	CCONJ	but
worth	ADJ	worth
more	ADJ	more
per	ADP	per
ounce	NOUN	ounce
than	ADP	than
any	DET	any
coined	VERB	coin
at	ADP	at
the	DET	the
mint	NOUN	mint
;	PUNCT	;
and	CCONJ	and
as	ADV	as
foxy	ADJ	foxy
in	ADP	in
the	DET	the
mind	NOUN	mind
as	ADP	as
a	DET	a
corporation	NOUN	corporation
lawyer	NOUN	lawyer
arguin	VERB	arguin
'	PUNCT	'
before	ADP	before
the	DET	the
Rapid	PROPN	Rapid
Transit	PROPN	Transit
Commission	PROPN	Commission
.	PUNCT	.
Also	ADV	also
I	PRON	I
'm	AUX	be
as	ADV	as
welcome	ADJ	welcome
to	ADP	to
Aunty	PROPN	Aunty
's	PART	's
eyesight	NOUN	eyesight
as	ADP	as
Eugene	PROPN	Eugene
V.	PROPN	V.
Debs	PROPN	Debs
would	AUX	would
be	AUX	be
at	ADP	at
the	DET	the
Union	PROPN	Union
League	PROPN	League
Club	PROPN	Club
--	PUNCT	--
just	ADV	just
about	ADV	about
.	PUNCT	.
That	DET	that
ai	VERB	be
n't	PART	not
any	DET	any
idle	ADJ	idle
rumor	NOUN	rumor
,	PUNCT	,
either	ADV	either
,	PUNCT	,
nor	CCONJ	nor
something	PRON	something
that	PRON	that
was	AUX	be
hinted	VERB	hint
to	ADP	to
me	PRON	I
casual	ADV	casual
.	PUNCT	.
It	PRON	it
's	AUX	be
first	ADJ	first
-	PUNCT	-
hand	NOUN	hand
information	NOUN	information
,	PUNCT	,
hot	ADJ	hot
off	ADP	off
the	DET	the
bat	NOUN	bat
.	PUNCT	.
""""	PUNCT	""""
Boy	INTJ	boy
,	PUNCT	,
""""	PUNCT	""""
says	VERB	say
she	PRON	she
,	PUNCT	,
glarin	VERB	glarin
'	PUNCT	'
at	ADP	at
me	PRON	I
through	ADP	through
her	PRON	her
gold	NOUN	gold
lorgnette	NOUN	lorgnette
like	ADP	like
I	PRON	I
was	AUX	be
some	DET	some
kind	NOUN	kind
of	ADP	of
insect	NOUN	insect
specimen	NOUN	specimen
,	PUNCT	,
""""	PUNCT	""""
do	AUX	do
I	PRON	I
understand	VERB	understand
that	SCONJ	that
you	PRON	you
come	VERB	come
here	ADV	here
to	PART	to
see	VERB	see
my	PRON	my
niece	NOUN	niece
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Well	INTJ	well
,	PUNCT	,
""""	PUNCT	""""
says	VERB	say
I	PRON	I
,	PUNCT	,
""""	PUNCT	""""
there	PRON	there
's	AUX	be
you	PRON	you
and	CCONJ	and
her	PRON	her
--	PUNCT	--
guess	NOUN	guess
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Humph	INTJ	humph
!	PUNCT	!
""""	PUNCT	""""
she	PRON	she
snorts	VERB	snort
indignant	ADJ	indignant
.	PUNCT	.
""""	PUNCT	""""
Then	ADV	then
I	PRON	I
wish	VERB	wish
you	PRON	you
to	PART	to
know	VERB	know
that	SCONJ	that
your	PRON	your
visits	NOUN	visit
are	AUX	be
most	ADV	most
unwelcome	ADJ	unwelcome
.	PUNCT	.
Is	AUX	be
that	DET	that
quite	ADV	quite
clear	ADJ	clear
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
get	VERB	get
the	DET	the
outline	NOUN	outline
,	PUNCT	,
""""	PUNCT	""""
says	VERB	say
I.	PRON	i.
""""	PUNCT	""""
But	CCONJ	but
,	PUNCT	,
you	PRON	you
see----	PUNCT	see----
""""	PUNCT	""""
""""	PUNCT	""""
No	DET	no
qualifications	NOUN	qualification
,	PUNCT	,
absolutely	ADV	absolutely
none	NOUN	none
!	PUNCT	!
""""	PUNCT	""""
says	VERB	say
she	PRON	she
.	PUNCT	.
""""	PUNCT	""""
Good	ADJ	good
afternoon	NOUN	afternoon
,	PUNCT	,
young	NOUN	young
man	NOUN	man
.	PUNCT	.
I	PRON	I
shall	AUX	shall
not	PART	not
expect	VERB	expect
you	PRON	you
to	PART	to
return	VERB	return
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
well	INTJ	well
,	PUNCT	,
in	ADP	in
that	DET	that
case	NOUN	case
,	PUNCT	,
""""	PUNCT	""""
says	VERB	say
I	PRON	I
,	PUNCT	,
sidlin	VERB	sidlin
'	PUNCT	'
off	ADP	off
,	PUNCT	,
""""	PUNCT	""""
why	SCONJ	why
--	PUNCT	--
I	PRON	I
--	PUNCT	--
I	PRON	I
think	VERB	think
I	PRON	I
'll	AUX	will
be	VERB	be
goin'	VERB	go
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
was	AUX	be
a	DET	a
smear	NOUN	smear
,	PUNCT	,
that	DET	that
's	AUX	be
all	DET	all
.	PUNCT	.
I	PRON	I
felt	VERB	feel
about	ADV	about
as	ADV	as
thick	ADJ	thick
through	ADV	through
as	ADP	as
a	DET	a
Saratoga	PROPN	Saratoga
chip	NOUN	chip
,	PUNCT	,
and	CCONJ	and
not	PART	not
half	ADV	half
so	ADV	so
crisp	ADJ	crisp
.	PUNCT	.
Encouragin	ADJ	encouragin
'	PUNCT	'
finish	NOUN	finish
for	ADP	for
an	DET	an
afternoon	NOUN	afternoon
call	NOUN	call
that	PRON	that
I	PRON	I
'd	AUX	would
been	AUX	be
bracin	VERB	bracin
'	VERB	'
myself	PRON	myself
up	ADP	up
to	ADP	to
for	ADP	for
weeks	NOUN	week
,	PUNCT	,
wa'n't	ADV	wa'n't
it	PRON	it
?	PUNCT	?
And	CCONJ	and
from	ADP	from
all	DET	all
I	PRON	I
can	AUX	can
gather	VERB	gather
from	ADP	from
a	DET	a
couple	NOUN	couple
of	ADP	of
sketchy	ADJ	sketchy
notes	NOUN	note
Vee	PROPN	Vee
gets	VERB	get
about	ADV	about
the	DET	the
same	ADJ	same
line	NOUN	line
of	ADP	of
advice	NOUN	advice
handed	VERB	hand
her	PRON	she
.	PUNCT	.
So	ADV	so
there	PRON	there
was	AUX	be
a	DET	a
debate	NOUN	debate
between	ADP	between
her	PRON	she
and	CCONJ	and
Aunty	PROPN	Aunty
.	PUNCT	.
For	ADP	for
I	PRON	I
expect	VERB	expect
nobody	PRON	nobody
can	AUX	can
lay	VERB	lay
the	DET	the
law	NOUN	law
down	ADP	down
flat	ADV	flat
to	ADP	to
Vee	PROPN	Vee
without	ADP	without
strikin	VERB	strikin
'	PUNCT	'
a	DET	a
few	ADJ	few
sparks	NOUN	spark
from	ADP	from
them	PRON	they
big	ADJ	big
gray	ADJ	gray
eyes	NOUN	eye
.	PUNCT	.
But	CCONJ	but
of	ADP	of
course	NOUN	course
Aunty	PROPN	Aunty
wins	VERB	win
out	ADP	out
in	ADP	in
the	DET	the
end	NOUN	end
.	PUNCT	.
It	PRON	it
's	AUX	be
a	DET	a
cinch	NOUN	cinch
,	PUNCT	,
with	ADP	with
everything	PRON	everything
on	ADP	on
her	PRON	her
side	NOUN	side
.	PUNCT	.
Anyway	ADV	anyway
,	PUNCT	,
the	DET	the
next	ADJ	next
thing	NOUN	thing
I	PRON	I
knows	VERB	know
about	ADP	about
their	PRON	their
plans	NOUN	plan
is	AUX	be
when	SCONJ	when
I	PRON	I
finds	VERB	find
their	PRON	their
names	NOUN	name
in	ADP	in
the	DET	the
sailin	VERB	sailin
'	PUNCT	'
list	NOUN	list
,	PUNCT	,
bound	VERB	bind
for	ADP	for
the	DET	the
Big	PROPN	Big
Ditch	PROPN	Ditch
,	PUNCT	,
with	ADP	with
most	ADJ	most
everyone	PRON	everyone
else	ADV	else
that	PRON	that
could	AUX	could
get	VERB	get
away	ADP	away
.	PUNCT	.
And	CCONJ	and
I	PRON	I
makes	VERB	make
my	PRON	my
discovery	NOUN	discovery
about	ADV	about
three	NUM	three
hours	NOUN	hour
after	ADP	after
the	DET	the
boat	NOUN	boat
has	AUX	have
left	VERB	leave
.	PUNCT	.
But	CCONJ	but
that	DET	that
was	AUX	be
in	ADP	in
January	PROPN	January
.	PUNCT	.
And	CCONJ	and
I	PRON	I
expect	VERB	expect
it	PRON	it
was	AUX	be
a	DET	a
fine	ADJ	fine
thing	NOUN	thing
for	ADP	for
Vee	PROPN	Vee
,	PUNCT	,
seein	VERB	seein
'	PUNCT	'
the	DET	the
canal	NOUN	canal
before	ADP	before
it	PRON	it
revised	VERB	revise
the	DET	the
geography	NOUN	geography
,	PUNCT	,
and	CCONJ	and
dodgin	VERB	dodgin
'	VERB	'
all	DET	all
kinds	NOUN	kind
of	ADP	of
grip	NOUN	grip
weather	NOUN	weather
,	PUNCT	,
and	CCONJ	and
meetin	VERB	meetin
'	PUNCT	'
a	DET	a
lot	NOUN	lot
of	ADP	of
new	ADJ	new
people	NOUN	people
.	PUNCT	.
And	CCONJ	and
if	SCONJ	if
it	PRON	it
