Library	NOUN	library
OPINIONS	NOUN	opinion
OF	ADP	of
DAME	X	dame
LISA	PROPN	LISA
XLIX	PROPN	XLIX
OF	ADP	of
THE	DET	the
COMPROMISE	NOUN	compromise
WITH	ADP	with
KOSHCHEI	PROPN	KOSHCHEI
L	PROPN	L
THE	DET	the
MOMENT	NOUN	moment
THAT	PRON	that
DID	AUX	do
NOT	PART	not
COUNT	VERB	count
A	VERB	a
FOREWORD	X	foreword
_	PUNCT	_
""""	PUNCT	""""
Nescio	X	nescio
quid	X	quid
certè	X	certè
est	X	est
:	PUNCT	:
et	X	et
Hylax	X	hylax
in	X	in
limine	X	limine
latrat	X	latrat
.	PUNCT	.
""""	PUNCT	""""
_	PUNCT	_
_	PUNCT	_
A	DET	a
Foreword	NOUN	foreword
:	PUNCT	:
Which	DET	which
Asserts	VERB	assert
Nothing	PRON	nothing
.	PUNCT	.
_	PUNCT	_
In	ADP	in
Continental	ADJ	continental
periodicals	NOUN	periodical
not	PART	not
more	ADJ	more
than	ADP	than
a	DET	a
dozen	NOUN	dozen
articles	NOUN	article
in	ADP	in
all	DET	all
would	AUX	would
seem	VERB	seem
to	PART	to
have	AUX	have
given	VERB	give
accounts	NOUN	account
or	CCONJ	or
partial	ADJ	partial
translations	NOUN	translation
of	ADP	of
the	DET	the
Jurgen	PROPN	Jurgen
legends	NOUN	legend
.	PUNCT	.
No	DET	no
thorough	ADJ	thorough
investigation	NOUN	investigation
of	ADP	of
this	DET	this
epos	X	epos
can	AUX	can
be	AUX	be
said	VERB	say
to	PART	to
have	AUX	have
appeared	VERB	appear
in	ADP	in
print	NOUN	print
,	PUNCT	,
anywhere	ADV	anywhere
,	PUNCT	,
prior	ADV	prior
to	ADP	to
the	DET	the
publication	NOUN	publication
,	PUNCT	,
in	ADP	in
1913	NUM	1913
,	PUNCT	,
of	ADP	of
the	DET	the
monumental	ADJ	monumental
_	PUNCT	_
Synopses	PROPN	Synopses
of	ADP	of
Aryan	PROPN	Aryan
Mythology	PROPN	Mythology
_	PUNCT	_
by	ADP	by
Angelo	PROPN	Angelo
de	PROPN	de
Ruiz	PROPN	Ruiz
.	PUNCT	.
It	PRON	it
is	AUX	be
unnecessary	ADJ	unnecessary
to	PART	to
observe	VERB	observe
that	SCONJ	that
in	ADP	in
this	DET	this
exhaustive	ADJ	exhaustive
digest	NOUN	digest
Professor	PROPN	Professor
de	PROPN	de
Ruiz	PROPN	Ruiz
has	AUX	have
given	VERB	give
(	PUNCT	(
VII	NUM	vii
,	PUNCT	,
p.	NOUN	p.
415	NUM	415
_	PUNCT	_
et	X	et
sequentia	X	sequentia
_	X	_
)	PUNCT	)
a	DET	a
summary	NOUN	summary
of	ADP	of
the	DET	the
greater	ADJ	great
part	NOUN	part
of	ADP	of
these	DET	these
legends	NOUN	legend
as	ADP	as
contained	VERB	contain
in	ADP	in
the	DET	the
collections	NOUN	collection
of	ADP	of
Verville	PROPN	Verville
and	CCONJ	and
Bülg	PROPN	Bülg
;	PUNCT	;
and	CCONJ	and
has	AUX	have
discussed	VERB	discuss
at	ADP	at
length	NOUN	length
and	CCONJ	and
with	ADP	with
much	ADJ	much
learning	NOUN	learning
the	DET	the
esoteric	ADJ	esoteric
meaning	NOUN	meaning
of	ADP	of
these	DET	these
folk	NOUN	folk
-	PUNCT	-
stories	NOUN	story
and	CCONJ	and
their	PRON	their
bearing	NOUN	bearing
upon	SCONJ	upon
questions	NOUN	question
to	PART	to
which	DET	which
the	DET	the
""""	PUNCT	""""
solar	ADJ	solar
theory	NOUN	theory
""""	PUNCT	""""
of	ADP	of
myth	NOUN	myth
explanation	NOUN	explanation
has	AUX	have
given	VERB	give
rise	NOUN	rise
.	PUNCT	.
To	ADP	to
his	PRON	his
volumes	NOUN	volume
,	PUNCT	,
and	CCONJ	and
to	ADP	to
the	DET	the
pages	NOUN	page
of	ADP	of
Mr.	PROPN	Mr.
Lewistam	PROPN	Lewistam
's	PART	's
_	PUNCT	_
Key	NOUN	key
to	ADP	to
the	DET	the
Popular	ADJ	popular
Tales	PROPN	Tales
of	ADP	of
Poictesme	PROPN	Poictesme
_	PUNCT	_
,	PUNCT	,
must	AUX	must
be	AUX	be
referred	VERB	refer
all	DET	all
those	DET	those
who	PRON	who
may	AUX	may
elect	VERB	elect
to	PART	to
think	VERB	think
of	ADP	of
Jurgen	PROPN	Jurgen
as	ADP	as
the	DET	the
resplendent	ADJ	resplendent
,	PUNCT	,
journeying	ADJ	journeying
and	CCONJ	and
procreative	ADJ	procreative
sun	NOUN	sun
.	PUNCT	.
Equally	ADV	equally
in	ADP	in
reading	VERB	read
hereinafter	ADV	hereinafter
will	AUX	will
the	DET	the
judicious	ADJ	judicious
waive	VERB	waive
all	DET	all
allegorical	ADJ	allegorical
interpretation	NOUN	interpretation
,	PUNCT	,
if	SCONJ	if
merely	ADV	merely
because	SCONJ	because
the	DET	the
suggestions	NOUN	suggestion
hitherto	ADV	hitherto
advanced	VERB	advance
are	AUX	be
inconveniently	ADV	inconveniently
various	ADJ	various
.	PUNCT	.
Thus	ADV	thus
Verville	PROPN	Verville
finds	VERB	find
the	DET	the
Nessus	PROPN	Nessus
shirt	NOUN	shirt
a	DET	a
symbol	NOUN	symbol
of	ADP	of
retribution	NOUN	retribution
,	PUNCT	,
where	SCONJ	where
Bülg	PROPN	Bülg
,	PUNCT	,
with	ADP	with
rather	ADV	rather
wide	ADJ	wide
divergence	NOUN	divergence
,	PUNCT	,
would	AUX	would
have	AUX	have
it	PRON	it
represent	VERB	represent
the	DET	the
dangerous	ADJ	dangerous
gift	NOUN	gift
of	ADP	of
genius	NOUN	genius
.	PUNCT	.
Then	ADV	then
it	PRON	it
may	AUX	may
be	AUX	be
remembered	VERB	remember
that	SCONJ	that
Dr.	PROPN	Dr.
Codman	PROPN	Codman
says	VERB	say
,	PUNCT	,
without	ADP	without
any	DET	any
hesitancy	NOUN	hesitancy
,	PUNCT	,
of	ADP	of
Mother	PROPN	Mother
Sereda	PROPN	Sereda
:	PUNCT	:
""""	PUNCT	""""
This	DET	this
Mother	PROPN	Mother
Middle	PROPN	Middle
is	AUX	be
the	DET	the
world	NOUN	world
generally	ADV	generally
(	PUNCT	(
an	DET	an
obvious	ADJ	obvious
anagram	NOUN	anagram
of	ADP	of
_	X	_
Erda	X	erda
es	X	es
_	X	_
)	PUNCT	)
,	PUNCT	,
and	CCONJ	and
this	DET	this
Sereda	PROPN	Sereda
rules	VERB	rule
not	PART	not
merely	ADV	merely
the	DET	the
middle	NOUN	middle
of	ADP	of
the	DET	the
working	VERB	work
-	PUNCT	-
days	NOUN	day
but	CCONJ	but
the	DET	the
midst	NOUN	midst
of	ADP	of
everything	PRON	everything
.	PUNCT	.
She	PRON	she
is	AUX	be
the	DET	the
factor	NOUN	factor
of	ADP	of
_	PUNCT	_
middleness	NOUN	middleness
_	PUNCT	_
,	PUNCT	,
of	ADP	of
mediocrity	NOUN	mediocrity
,	PUNCT	,
of	ADP	of
an	DET	an
avoidance	NOUN	avoidance
of	ADP	of
extremes	NOUN	extreme
,	PUNCT	,
of	ADP	of
the	DET	the
eternal	ADJ	eternal
compromise	NOUN	compromise
begotten	VERB	beget
by	ADP	by
use	NOUN	use
and	CCONJ	and
wo	X	wo
nt	X	nt
.	PUNCT	.
She	PRON	she
is	AUX	be
the	DET	the
Mrs.	PROPN	Mrs.
Grundy	PROPN	Grundy
of	ADP	of
the	DET	the
Léshy	PROPN	Léshy
;	PUNCT	;
she	PRON	she
is	AUX	be
Comstockery	PROPN	Comstockery
:	PUNCT	:
and	CCONJ	and
her	PRON	her
shadow	NOUN	shadow
is	AUX	be
common	ADJ	common
-	PUNCT	-
sense	NOUN	sense
.	PUNCT	.
""""	PUNCT	""""
Yet	CCONJ	yet
Codman	PROPN	Codman
speaks	VERB	speak
with	ADP	with
certainly	ADV	certainly
no	DET	no
more	ADJ	more
authority	NOUN	authority
than	ADP	than
Prote	PROPN	Prote
,	PUNCT	,
when	SCONJ	when
the	DET	the
latter	ADJ	latter
,	PUNCT	,
in	ADP	in
his	PRON	his
_	PUNCT	_
Origins	NOUN	origin
of	ADP	of
Fable	PROPN	Fable
_	PUNCT	_
,	PUNCT	,
declares	VERB	declare
this	DET	this
epos	NOUN	epos
is	AUX	be
""""	PUNCT	""""
a	DET	a
parable	NOUN	parable
of	ADP	of
...	PUNCT	...
man	NOUN	man
's	PART	's
vain	NOUN	vain
journeying	VERB	journey
in	ADP	in
search	NOUN	search
of	ADP	of
that	DET	that
rationality	NOUN	rationality
and	CCONJ	and
justice	NOUN	justice
which	DET	which
his	PRON	his
nature	NOUN	nature
craves	VERB	crave
,	PUNCT	,
and	CCONJ	and
discovers	VERB	discover
nowhere	ADV	nowhere
in	ADP	in
the	DET	the
universe	NOUN	universe
:	PUNCT	:
and	CCONJ	and
the	DET	the
shirt	NOUN	shirt
is	AUX	be
an	DET	an
emblem	NOUN	emblem
of	ADP	of
this	DET	this
instinctive	ADJ	instinctive
craving	NOUN	craving
,	PUNCT	,
as	ADP	as
...	PUNCT	...
the	DET	the
shadow	NOUN	shadow
symbolizes	VERB	symbolize
conscience	NOUN	conscience
.	PUNCT	.
Sereda	PROPN	Sereda
typifies	VERB	typify
a	DET	a
surrender	NOUN	surrender
to	ADP	to
life	NOUN	life
as	ADP	as
it	PRON	it
is	AUX	be
,	PUNCT	,
a	DET	a
giving	NOUN	giving
up	ADP	up
of	ADP	of
man	NOUN	man
's	PART	's
rebellious	ADJ	rebellious
self	NOUN	self
-	PUNCT	-
centredness	NOUN	centredness
and	CCONJ	and
selfishness	NOUN	selfishness
:	PUNCT	:
the	DET	the
anagram	NOUN	anagram
being	NOUN	being
_	X	_
se	X	se
dare	X	dare
_	X	_
.	PUNCT	.
""""	PUNCT	""""
Thus	ADV	thus
do	AUX	do
interpretations	NOUN	interpretation
throng	VERB	throng
and	CCONJ	and
clash	VERB	clash
,	PUNCT	,
and	CCONJ	and
neatly	ADV	neatly
equal	VERB	equal
the	DET	the
commentators	NOUN	commentator
in	ADP	in
number	NOUN	number
.	PUNCT	.
Yet	CCONJ	yet
possibly	ADV	possibly
each	DET	each
one	NUM	one
of	ADP	of
these	DET	these
unriddlings	NOUN	unriddling
,	PUNCT	,
with	ADP	with
no	DET	no
doubt	ADV	doubt
a	DET	a
host	NOUN	host
of	ADP	of
others	NOUN	other
,	PUNCT	,
is	AUX	be
conceivable	ADJ	conceivable
:	PUNCT	:
so	SCONJ	so
that	SCONJ	that
wisdom	NOUN	wisdom
will	AUX	will
dwell	VERB	dwell
upon	SCONJ	upon
none	NOUN	none
of	ADP	of
them	PRON	they
very	ADV	very
seriously	ADV	seriously
.	PUNCT	.
With	ADP	with
the	DET	the
origin	NOUN	origin
and	CCONJ	and
the	DET	the
occult	ADJ	occult
meaning	NOUN	meaning
of	ADP	of
the	DET	the
folklore	NOUN	folklore
of	ADP	of
Poictesme	PROPN	Poictesme
this	DET	this
book	NOUN	book
at	ADP	at
least	ADJ	least
is	AUX	be
in	ADP	in
no	DET	no
wise	NOUN	wise
concerned	VERB	concern
:	PUNCT	:
its	PRON	its
unambitious	ADJ	unambitious
aim	NOUN	aim
has	AUX	have
been	AUX	be
merely	ADV	merely
to	PART	to
familiarize	VERB	familiarize
English	ADJ	english
readers	NOUN	reader
with	ADP	with
the	DET	the
Jurgen	PROPN	Jurgen
epos	NOUN	epo
for	ADP	for
the	DET	the
tale	NOUN	tale
's	PART	's
sake	NOUN	sake
.	PUNCT	.
And	CCONJ	and
this	DET	this
tale	NOUN	tale
of	ADP	of
old	ADJ	old
years	NOUN	year
is	AUX	be
one	NUM	one
which	DET	which
,	PUNCT	,
by	ADP	by
rare	ADJ	rare
fortune	NOUN	fortune
,	PUNCT	,
can	AUX	can
be	AUX	be
given	VERB	give
to	ADP	to
English	ADJ	english
readers	NOUN	reader
almost	ADV	almost
unabridged	ADJ	unabridged
,	PUNCT	,
in	ADP	in
view	NOUN	view
of	ADP	of
the	DET	the
singular	ADJ	singular
delicacy	NOUN	delicacy
and	CCONJ	and
pure	ADJ	pure
-	PUNCT	-
mindedness	NOUN	mindedness
of	ADP	of
the	DET	the
Jurgen	PROPN	Jurgen
mythos	NOUN	mythos
:	PUNCT	:
in	ADP	in
all	DET	all
,	PUNCT	,
not	PART	not
more	ADJ	more
than	ADP	than
a	DET	a
half	ADJ	half
-	PUNCT	-
dozen	NOUN	dozen
deletions	NOUN	deletion
have	AUX	have
seemed	VERB	seem
expedient	ADJ	expedient
(	PUNCT	(
and	CCONJ	and
have	AUX	have
been	AUX	be
duly	ADV	duly
indicated	VERB	indicate
)	PUNCT	)
in	ADP	in
order	NOUN	order
to	PART	to
remove	VERB	remove
such	ADJ	such
sparse	ADJ	sparse
and	CCONJ	and
unimportant	ADJ	unimportant
outcroppings	NOUN	outcropping
of	ADP	of
mediæval	ADJ	mediæval
frankness	NOUN	frankness
as	ADP	as
might	AUX	might
conceivably	ADV	conceivably
offend	VERB	offend
the	DET	the
squeamish	ADJ	squeamish
.	PUNCT	.
Since	SCONJ	since
this	DET	this
