ETIDORHPA	X	etidorhpa
bids	VERB	bid
me	PRON	I
be	AUX	be
cautious	ADJ	cautious
and	CCONJ	and
not	PART	not
offend	VERB	offend
.	PUNCT	.
Let	VERB	let
those	DET	those
who	PRON	who
presume	VERB	presume
to	PART	to
criticise	VERB	criticise
the	DET	the
intellectual	ADJ	intellectual
productions	NOUN	production
of	ADP	of
such	ADJ	such
men	NOUN	man
be	AUX	be
careful	ADJ	careful
;	PUNCT	;
in	ADP	in
a	DET	a
few	ADJ	few
days	NOUN	day
the	DET	the
dead	ADJ	dead
will	AUX	will
face	VERB	face
their	PRON	their
censors	NOUN	censor
--	PUNCT	--
dead	ADJ	dead
.	PUNCT	.
Standing	VERB	stand
in	ADP	in
a	DET	a
library	NOUN	library
of	ADP	of
antiquated	ADJ	antiquated
works	NOUN	work
,	PUNCT	,
one	PRON	one
senses	VERB	sense
the	DET	the
shadows	NOUN	shadow
of	ADP	of
a	NOUN	a
cemetery	NOUN	cemetery
.	PUNCT	.
Each	DET	each
volume	NOUN	volume
adds	VERB	add
to	ADP	to
the	DET	the
oppression	NOUN	oppression
,	PUNCT	,
each	DET	each
old	ADJ	old
tome	NOUN	tome
casts	VERB	cast
the	DET	the
influence	NOUN	influence
of	ADP	of
its	PRON	its
spirit	NOUN	spirit
over	ADP	over
the	DET	the
beholder	NOUN	beholder
,	PUNCT	,
for	CCONJ	for
have	AUX	have
not	PART	not
these	DET	these
old	ADJ	old
books	NOUN	book
spirits	NOUN	spirit
?	PUNCT	?
The	DET	the
earth	NOUN	earth
-	PUNCT	-
grave	NOUN	grave
covers	VERB	cover
the	DET	the
mind	NOUN	mind
as	ADV	as
well	ADV	well
as	ADP	as
the	DET	the
body	NOUN	body
of	ADP	of
its	PRON	its
moldering	VERB	molder
occupant	NOUN	occupant
,	PUNCT	,
and	CCONJ	and
while	SCONJ	while
only	ADV	only
a	DET	a
strong	ADJ	strong
imagination	NOUN	imagination
can	AUX	can
assume	VERB	assume
that	SCONJ	that
a	DET	a
spirit	NOUN	spirit
hovers	VERB	hover
over	ADP	over
and	CCONJ	and
lingers	VERB	linger
around	ADP	around
inanimate	ADJ	inanimate
clay	NOUN	clay
,	PUNCT	,
here	ADV	here
each	DET	each
title	NOUN	title
is	AUX	be
a	DET	a
voice	NOUN	voice
that	PRON	that
speaks	VERB	speak
as	ADP	as
though	SCONJ	though
the	DET	the
heart	NOUN	heart
of	ADP	of
its	PRON	its
creator	NOUN	creator
still	VERB	still
throbbed	VERB	throb
,	PUNCT	,
the	DET	the
mind	NOUN	mind
essence	NOUN	essence
of	ADP	of
the	DET	the
dead	ADJ	dead
writer	NOUN	writer
envelops	VERB	envelop
the	DET	the
living	VERB	live
reader	NOUN	reader
.	PUNCT	.
Take	VERB	take
down	ADP	down
that	DET	that
vellum	NOUN	vellum
-	PUNCT	-
bound	VERB	bind
volume,--it	NOUN	volume,--it
was	AUX	be
written	VERB	write
in	ADP	in
one	NUM	one
of	ADP	of
the	DET	the
centuries	NOUN	century
long	ADV	long
past	ADJ	past
.	PUNCT	.
The	DET	the
pleasant	ADJ	pleasant
face	NOUN	face
of	ADP	of
its	PRON	its
creator	NOUN	creator
,	PUNCT	,
as	ADV	as
fresh	ADJ	fresh
as	ADP	as
if	X	if
but	CCONJ	but
a	DET	a
print	NOUN	print
of	ADP	of
yesterday	NOUN	yesterday
,	PUNCT	,
smiles	VERB	smile
upon	SCONJ	upon
you	PRON	you
from	ADP	from
the	DET	the
exquisitely	ADV	exquisitely
engraved	VERB	engrave
copper	NOUN	copper
-	PUNCT	-
plate	NOUN	plate
frontispiece	NOUN	frontispiece
;	PUNCT	;
the	DET	the
mind	NOUN	mind
of	ADP	of
the	DET	the
author	NOUN	author
rises	VERB	rise
from	ADP	from
out	ADP	out
the	DET	the
words	NOUN	word
before	ADP	before
you	PRON	you
.	PUNCT	.
This	DET	this
man	NOUN	man
is	AUX	be
not	PART	not
dead	ADJ	dead
and	CCONJ	and
his	PRON	his
comrades	NOUN	comrade
live	VERB	live
.	PUNCT	.
Turn	VERB	turn
to	ADP	to
the	DET	the
shelves	NOUN	shelf
about	ADV	about
,	PUNCT	,
before	ADP	before
each	DET	each
book	NOUN	book
stands	VERB	stand
a	DET	a
guardian	NOUN	guardian
spirit,--together	PUNCT	spirit,--together
they	PRON	they
form	VERB	form
a	DET	a
phantom	ADJ	phantom
army	NOUN	army
that	PRON	that
,	PUNCT	,
invisible	ADJ	invisible
to	ADP	to
mortals	NOUN	mortal
,	PUNCT	,
encircles	VERB	encircle
the	DET	the
beholder	NOUN	beholder
.	PUNCT	.
:	PUNCT	:
""""	PUNCT	""""
THE	DET	the
PLEASANT	ADJ	pleasant
FACE	NOUN	face
OF	ADP	of
ITS	PRON	its
CREATOR	NOUN	creator
...	PUNCT	...
SMILES	VERB	smile
UPON	SCONJ	upon
YOU	PRON	you
.	PUNCT	.
""""	PUNCT	""""
]	X	]
Ah	INTJ	ah
!	PUNCT	!
this	DET	this
antique	NOUN	antique
library	NOUN	library
is	AUX	be
not	PART	not
as	ADP	as
is	AUX	be
a	DET	a
church	NOUN	church
graveyard	NOUN	graveyard
,	PUNCT	,
only	ADV	only
a	NOUN	a
cemetery	NOUN	cemetery
for	ADP	for
the	DET	the
dead	ADJ	dead
;	PUNCT	;
it	PRON	it
is	AUX	be
also	ADV	also
a	DET	a
mansion	NOUN	mansion
for	ADP	for
the	DET	the
living	NOUN	living
.	PUNCT	.
These	DET	these
alcoves	NOUN	alcove
are	AUX	be
trysting	VERB	tryste
places	NOUN	place
for	ADP	for
elemental	ADJ	elemental
shades	NOUN	shade
.	PUNCT	.
Essences	NOUN	essence
of	ADP	of
disenthralled	ADJ	disenthralled
minds	NOUN	mind
meet	VERB	meet
here	ADV	here
and	CCONJ	and
revel	VERB	revel
.	PUNCT	.
Thoughts	NOUN	thought
of	ADP	of
the	DET	the
past	NOUN	past
take	VERB	take
shape	NOUN	shape
and	CCONJ	and
live	VERB	live
in	ADP	in
this	DET	this
atmosphere,--who	NOUN	atmosphere,--who
can	AUX	can
say	VERB	say
that	SCONJ	that
pulsations	NOUN	pulsation
unperceived	ADJ	unperceived
,	PUNCT	,
beyond	ADP	beyond
the	DET	the
reach	NOUN	reach
of	ADP	of
physics	NOUN	physics
or	CCONJ	or
of	ADP	of
chemistry	NOUN	chemistry
,	PUNCT	,
are	AUX	be
not	PART	not
as	ADP	as
ethereal	ADJ	ethereal
mind	NOUN	mind
-	PUNCT	-
seeds	NOUN	seed
which	DET	which
,	PUNCT	,
although	SCONJ	although
unseen	ADJ	unseen
,	PUNCT	,
yet	ADV	yet
,	PUNCT	,
in	ADP	in
living	VERB	live
brain	NOUN	brain
,	PUNCT	,
exposed	VERB	expose
to	ADP	to
such	ADJ	such
an	DET	an
atmosphere	NOUN	atmosphere
as	ADP	as
this	DET	this
,	PUNCT	,
formulate	VERB	formulate
embryotic	ADJ	embryotic
thought	NOUN	thought
-	PUNCT	-
expressions	NOUN	expression
destined	VERB	destine
to	PART	to
become	VERB	become
energetic	ADJ	energetic
intellectual	ADJ	intellectual
forces	NOUN	force
?	PUNCT	?
I	PRON	I
sit	VERB	sit
in	ADP	in
such	DET	such
a	DET	a
weird	ADJ	weird
library	NOUN	library
and	CCONJ	and
meditate	VERB	meditate
.	PUNCT	.
The	DET	the
shades	NOUN	shade
of	ADP	of
grim	ADJ	grim
authors	NOUN	author
whisper	VERB	whisper
in	ADP	in
my	PRON	my
ear	NOUN	ear
,	PUNCT	,
skeleton	NOUN	skeleton
forms	NOUN	form
oppose	VERB	oppose
my	PRON	my
own	ADJ	own
,	PUNCT	,
and	CCONJ	and
phantoms	NOUN	phantom
possess	VERB	possess
the	DET	the
gloomy	ADJ	gloomy
alcoves	NOUN	alcove
of	ADP	of
the	DET	the
library	NOUN	library
I	PRON	I
am	AUX	be
building	VERB	build
.	PUNCT	.
:	PUNCT	:
""""	PUNCT	""""
SKELETON	NOUN	skeleton
FORMS	NOUN	form
OPPOSE	ADP	oppose
MY	PRON	my
OWN	ADJ	own
.	PUNCT	.
""""	PUNCT	""""
]	X	]
With	ADP	with
the	DET	the
object	NOUN	object
of	ADP	of
carrying	VERB	carry
to	ADP	to
the	DET	the
future	NOUN	future
a	DET	a
section	NOUN	section
of	ADP	of
thought	NOUN	thought
current	ADJ	current
from	ADP	from
the	DET	the
past	NOUN	past
,	PUNCT	,
the	DET	the
antiquarian	ADJ	antiquarian
libraries	NOUN	library
of	ADP	of
many	ADJ	many
nations	NOUN	nation
have	AUX	have
been	AUX	be
culled	VERB	cull
,	PUNCT	,
and	CCONJ	and
purchases	NOUN	purchase
made	VERB	make
in	ADP	in
every	DET	every
book	NOUN	book
market	NOUN	market
of	ADP	of
the	DET	the
world	NOUN	world
.	PUNCT	.
These	DET	these
books	NOUN	book
surround	VERB	surround
me	PRON	I
.	PUNCT	.
Naturally	ADV	naturally
many	ADJ	many
persons	NOUN	person
have	AUX	have
become	VERB	become
interested	ADJ	interested
in	ADP	in
the	DET	the
movement	NOUN	movement
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
considering	VERB	consider
it	PRON	it
a	DET	a
worthy	ADJ	worthy
one	NUM	one
,	PUNCT	,
unite	VERB	unite
to	PART	to
further	VERB	further
the	DET	the
project	NOUN	project
,	PUNCT	,
for	ADP	for
the	DET	the
purpose	NOUN	purpose
is	AUX	be
not	PART	not
personal	ADJ	personal
gain	NOUN	gain
.	PUNCT	.
Thus	ADV	thus
it	PRON	it
is	AUX	be
not	PART	not
unusual	ADJ	unusual
for	ADP	for
boxes	NOUN	box
of	ADP	of
old	ADJ	old
chemical	ADJ	chemical
or	CCONJ	or
pharmacal	ADJ	pharmacal
volumes	NOUN	volume
to	PART	to
arrive	VERB	arrive
by	ADP	by
freight	NOUN	freight
or	CCONJ	or
express	ADJ	express
,	PUNCT	,
without	ADP	without
a	DET	a
word	NOUN	word
as	ADP	as
to	ADP	to
the	DET	the
donor	NOUN	donor
.	PUNCT	.
The	DET	the
mail	NOUN	mail
brings	VERB	bring
manuscripts	NOUN	manuscript
unprinted	ADJ	unprinted
,	PUNCT	,
and	CCONJ	and
pamphlets	NOUN	pamphlet
recondite	VERB	recondite
,	PUNCT	,
with	ADP	with
no	DET	no
word	NOUN	word
of	ADP	of
introduction	NOUN	introduction
.	PUNCT	.
They	PRON	they
come	VERB	come
unheralded	ADJ	unheralded
.	PUNCT	.
The	DET	the
authors	NOUN	author
or	CCONJ	or
the	DET	the
senders	NOUN	sender
realize	VERB	realize
that	SCONJ	that
in	ADP	in
this	DET	this
unique	ADJ	unique
library	NOUN	library
a	DET	a
place	NOUN	place
is	AUX	be
vacant	ADJ	vacant
if	SCONJ	if
any	DET	any
work	NOUN	work
on	ADP	on
connected	VERB	connect
subjects	NOUN	subject
is	AUX	be
missing	VERB	miss
,	PUNCT	,
and	CCONJ	and
thinking	VERB	think
men	NOUN	man
of	ADP	of
the	DET	the
world	NOUN	world
are	AUX	be
uniting	VERB	unite
their	PRON	their
contributions	NOUN	contribution
to	PART	to
fill	VERB	fill
such	ADJ	such
vacancies	NOUN	vacancy
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
Enough	ADJ	enough
has	AUX	have
been	AUX	be
said	VERB	say
concerning	VERB	concern
the	DET	the
ancient	ADJ	ancient
library	NOUN	library
that	PRON	that
has	AUX	have
bred	VERB	breed
these	DET	these
reflections	NOUN	reflection
,	PUNCT	,
and	CCONJ	and
my	PRON	my
own	ADJ	own
personality	NOUN	personality
does	AUX	do
not	PART	not
concern	VERB	concern
the	DET	the
reader	NOUN	reader
.	PUNCT	.
He	PRON	he
can	AUX	can
now	ADV	now
formulate	VERB	formulate
his	PRON	his
conclusions	NOUN	conclusion
as	ADV	as
well	ADV	well
perhaps	ADV	perhaps
as	ADP	as
I	PRON	I
,	PUNCT	,
regarding	VERB	regard
the	DET	the
origin	NOUN	origin
of	ADP	of
the	DET	the
manuscript	NOUN	manuscript
that	PRON	that
is	AUX	be
to	PART	to
follow	VERB	follow
,	PUNCT	,
if	SCONJ	if
he	PRON	he
concerns	VERB	concern
himself	PRON	himself
at	ADV	at
all	DET	all
over	ADP	over
subjects	NOUN	subject
mysterious	ADJ	mysterious
or	CCONJ	or
historical	ADJ	historical
,	PUNCT	,
and	CCONJ	and
my	PRON	my
connection	NOUN	connection
therewith	ADV	therewith
is	AUX	be
of	ADP	of
minor	ADJ	minor
importance	NOUN	importance
.	PUNCT	.
Whether	SCONJ	whether
Mr.	PROPN	Mr.
Drury	PROPN	Drury
brought	VERB	bring
the	DET	the
strange	ADJ	strange
paper	NOUN	paper
in	ADP	in
person	NOUN	person
,	PUNCT	,
or	CCONJ	or
sent	VERB	send
it	PRON	it
by	ADP	by
express	ADJ	express
or	CCONJ	or
mail,--whether	NOUN	mail,--whether
it	PRON	it
was	AUX	be
slipped	VERB	slip
into	ADP	into
a	DET	a
box	NOUN	box
of	ADP	of
books	NOUN	book
from	ADP	from
foreign	ADJ	foreign
lands	NOUN	land
,	PUNCT	,
or	CCONJ	or
whether	SCONJ	whether
my	PRON	my
hand	NOUN	hand
held	VERB	hold
the	DET	the
pen	NOUN	pen
that	PRON	that
made	VERB	make
the	DET	the
record,--whether	NOUN	record,--whether
I	PRON	I
stood	VERB	stand
face	NOUN	face
to	ADP	to
face	NOUN	face
with	ADP	with
Mr.	PROPN	Mr.
Drury	PROPN	Drury
in	ADP	in
the	DET	the
shadows	NOUN	shadow
of	ADP	of
this	DET	this
room	NOUN	room
,	PUNCT	,
or	CCONJ	or
have	AUX	have
but	CCONJ	but
a	DET	a
fanciful	ADJ	fanciful
conception	NOUN	conception
of	ADP	of
his	PRON	his
figure,--whether	NOUN	figure,--whether
the	DET	the
artist	NOUN	artist
drew	VERB	draw
upon	SCONJ	upon
his	PRON	his
imagination	NOUN	imagination
for	ADP	for
the	DET	the
vivid	ADJ	vivid
likeness	NOUN	likeness
of	ADP	of
the	DET	the
several	NOUN	several
personages	NOUN	personage
figured	VERB	figure
in	ADP	in
the	DET	the
book	NOUN	book
that	PRON	that
follows	VERB	follow
,	PUNCT	,
or	CCONJ	or
from	ADP	from
reliable	ADJ	reliable
data	NOUN	datum
has	VERB	have
given	VERB	give
fac	NOUN	fac
-	PUNCT	-
similes	NOUN	simile
authentic,--is	PUNCT	authentic,--is
immaterial	ADJ	immaterial
.	PUNCT	.
Sufficient	ADJ	sufficient
