LITTLE	PROPN	LITTLE
over	ADP	over
the	DET	the
rest	NOUN	rest
of	ADP	of
the	DET	the
day	NOUN	day
.	PUNCT	.
Then	ADV	then
he	PRON	he
set	VERB	set
down	ADV	down
,	PUNCT	,
got	VERB	get
the	DET	the
toolbox	NOUN	toolbox
and	CCONJ	and
the	DET	the
long	ADV	long
-	PUNCT	-
handled	VERB	handle
contragravity	NOUN	contragravity
lifter	NOUN	lifter
,	PUNCT	,
and	CCONJ	and
climbed	VERB	climb
to	ADP	to
the	DET	the
ground	NOUN	ground
where	SCONJ	where
he	PRON	he
opened	VERB	open
the	DET	the
box	NOUN	box
,	PUNCT	,
put	VERB	put
on	ADP	on
gloves	NOUN	glove
and	CCONJ	and
an	DET	an
eyescreen	NOUN	eyescreen
and	CCONJ	and
got	VERB	get
out	ADP	out
a	DET	a
microray	NOUN	microray
scanner	NOUN	scanner
and	CCONJ	and
a	DET	a
vibrohammer	NOUN	vibrohammer
.	PUNCT	.
The	DET	the
first	ADJ	first
chunk	NOUN	chunk
he	PRON	he
cracked	VERB	crack
off	ADP	off
had	AUX	have
nothing	PRON	nothing
in	ADP	in
it	PRON	it
;	PUNCT	;
the	DET	the
scanner	NOUN	scanner
gave	VERB	give
the	DET	the
uninterrupted	ADJ	uninterrupted
pattern	NOUN	pattern
of	ADP	of
homogenous	ADJ	homogenous
structure	NOUN	structure
.	PUNCT	.
Picking	VERB	pick
it	PRON	it
up	ADP	up
with	ADP	with
the	DET	the
lifter	NOUN	lifter
,	PUNCT	,
he	PRON	he
swung	VERB	swing
it	PRON	it
and	CCONJ	and
threw	VERB	throw
it	PRON	it
into	ADP	into
the	DET	the
stream	NOUN	stream
.	PUNCT	.
On	ADP	on
the	DET	the
fifteenth	ADJ	fifteenth
chunk	NOUN	chunk
,	PUNCT	,
he	PRON	he
got	VERB	get
an	DET	an
interruption	NOUN	interruption
pattern	NOUN	pattern
that	PRON	that
told	VERB	tell
him	PRON	he
that	SCONJ	that
a	DET	a
sunstone	NOUN	sunstone
--	PUNCT	--
or	NOUN	or
something	PRON	something
,	PUNCT	,
probably	ADV	probably
something	PRON	something
--	PUNCT	--
was	AUX	be
inside	ADV	inside
.	PUNCT	.
Some	DET	some
fifty	NUM	fifty
million	NUM	million
years	NOUN	year
ago	ADV	ago
,	PUNCT	,
when	SCONJ	when
the	DET	the
planet	NOUN	planet
that	PRON	that
had	AUX	have
been	AUX	be
called	VERB	call
Zarathustra	PROPN	Zarathustra
(	PUNCT	(
for	ADP	for
the	DET	the
last	ADJ	last
twenty	NUM	twenty
-	PUNCT	-
five	NUM	five
million	NUM	million
)	PUNCT	)
was	AUX	be
young	ADJ	young
,	PUNCT	,
there	PRON	there
had	AUX	have
existed	VERB	exist
a	DET	a
marine	ADJ	marine
life	NOUN	life
form	NOUN	form
,	PUNCT	,
something	PRON	something
like	ADP	like
a	DET	a
jellyfish	NOUN	jellyfish
.	PUNCT	.
As	ADP	as
these	DET	these
died	VERB	die
,	PUNCT	,
they	PRON	they
had	AUX	have
sunk	VERB	sink
into	ADP	into
the	DET	the
sea	NOUN	sea
-	PUNCT	-
bottom	NOUN	bottom
ooze	NOUN	ooze
;	PUNCT	;
sand	NOUN	sand
had	AUX	have
covered	VERB	cover
the	DET	the
ooze	NOUN	ooze
and	CCONJ	and
pressed	VERB	press
it	PRON	it
tighter	ADV	tighter
and	CCONJ	and
tighter	ADV	tighter
,	PUNCT	,
until	ADP	until
it	PRON	it
had	AUX	have
become	VERB	become
glassy	ADJ	glassy
flint	NOUN	flint
,	PUNCT	,
and	CCONJ	and
the	DET	the
entombed	VERB	entomb
jellyfish	NOUN	jellyfish
little	ADJ	little
beans	NOUN	bean
of	ADP	of
dense	ADJ	dense
stone	NOUN	stone
.	PUNCT	.
Some	DET	some
of	ADP	of
them	PRON	they
,	PUNCT	,
by	ADP	by
some	DET	some
ancient	ADJ	ancient
biochemical	ADJ	biochemical
quirk	NOUN	quirk
,	PUNCT	,
were	AUX	be
intensely	ADV	intensely
thermofluorescent	ADJ	thermofluorescent
;	PUNCT	;
worn	VERB	wear
as	ADP	as
gems	NOUN	gem
,	PUNCT	,
they	PRON	they
glowed	VERB	glow
from	ADP	from
the	DET	the
wearer	NOUN	wearer
's	PART	's
body	NOUN	body
heat	NOUN	heat
.	PUNCT	.
On	ADP	on
Terra	PROPN	Terra
or	CCONJ	or
Baldur	PROPN	Baldur
or	CCONJ	or
Freya	PROPN	Freya
or	CCONJ	or
Ishtar	PROPN	Ishtar
,	PUNCT	,
a	DET	a
single	ADJ	single
cut	NOUN	cut
of	ADP	of
polished	ADJ	polished
sunstone	NOUN	sunstone
was	AUX	be
worth	ADJ	worth
a	DET	a
small	ADJ	small
fortune	NOUN	fortune
.	PUNCT	.
Even	ADV	even
here	ADV	here
,	PUNCT	,
they	PRON	they
brought	VERB	bring
respectable	ADJ	respectable
prices	NOUN	price
from	ADP	from
the	DET	the
Zarathustra	PROPN	Zarathustra
Company	PROPN	Company
's	PART	's
gem	NOUN	gem
buyers	NOUN	buyer
.	PUNCT	.
Keeping	VERB	keep
his	PRON	his
point	NOUN	point
of	ADP	of
expectation	NOUN	expectation
safely	ADV	safely
low	ADJ	low
,	PUNCT	,
he	PRON	he
got	VERB	get
a	DET	a
smaller	ADJ	small
vibrohammer	NOUN	vibrohammer
from	ADP	from
the	DET	the
toolbox	NOUN	toolbox
and	CCONJ	and
began	VERB	begin
chipping	VERB	chip
cautiously	ADV	cautiously
around	ADP	around
the	DET	the
foreign	ADJ	foreign
object	NOUN	object
,	PUNCT	,
until	ADP	until
the	DET	the
flint	NOUN	flint
split	VERB	split
open	ADV	open
and	CCONJ	and
revealed	VERB	reveal
a	DET	a
smooth	ADJ	smooth
yellow	ADJ	yellow
ellipsoid	NOUN	ellipsoid
,	PUNCT	,
half	DET	half
an	DET	an
inch	NOUN	inch
long	ADJ	long
.	PUNCT	.
""""	PUNCT	""""
Worth	VERB	worth
a	DET	a
thousand	NUM	thousand
sols	NOUN	sol
--	PUNCT	--
if	SCONJ	if
it	PRON	it
's	AUX	be
worth	ADJ	worth
anything	PRON	anything
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
commented	VERB	comment
.	PUNCT	.
A	DET	a
deft	ADJ	deft
tap	NOUN	tap
here	ADV	here
,	PUNCT	,
another	DET	another
there	ADV	there
,	PUNCT	,
and	CCONJ	and
the	DET	the
yellow	ADJ	yellow
bean	NOUN	bean
came	VERB	come
loose	ADJ	loose
from	ADP	from
the	DET	the
flint	NOUN	flint
.	PUNCT	.
Picking	VERB	pick
it	PRON	it
up	ADP	up
,	PUNCT	,
he	PRON	he
rubbed	VERB	rub
it	PRON	it
between	ADP	between
gloved	ADJ	gloved
palms	NOUN	palm
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
do	AUX	do
n't	PART	not
think	VERB	think
it	PRON	it
is	AUX	be
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
rubbed	VERB	rub
harder	ADV	hard
,	PUNCT	,
then	ADV	then
held	VERB	hold
it	PRON	it
against	ADP	against
the	DET	the
hot	ADJ	hot
bowl	NOUN	bowl
of	ADP	of
his	PRON	his
pipe	NOUN	pipe
.	PUNCT	.
It	PRON	it
still	ADV	still
did	AUX	do
n't	PART	not
respond	VERB	respond
.	PUNCT	.
He	PRON	he
dropped	VERB	drop
it	PRON	it
.	PUNCT	.
""""	PUNCT	""""
Another	DET	another
jellyfish	NOUN	jellyfish
that	PRON	that
did	AUX	do
n't	PART	not
live	VERB	live
right	ADV	right
.	PUNCT	.
""""	PUNCT	""""
Behind	ADP	behind
him	PRON	he
,	PUNCT	,
something	PRON	something
moved	VERB	move
in	ADP	in
the	DET	the
brush	NOUN	brush
with	ADP	with
a	DET	a
dry	ADJ	dry
rustling	NOUN	rustling
.	PUNCT	.
He	PRON	he
dropped	VERB	drop
the	DET	the
loose	ADJ	loose
glove	NOUN	glove
from	ADP	from
his	PRON	his
right	ADJ	right
hand	NOUN	hand
and	CCONJ	and
turned	VERB	turn
,	PUNCT	,
reaching	VERB	reach
toward	ADP	toward
his	PRON	his
hip	NOUN	hip
.	PUNCT	.
Then	ADV	then
he	PRON	he
saw	VERB	see
what	PRON	what
had	AUX	have
made	VERB	make
the	DET	the
noise	NOUN	noise
--	PUNCT	--
a	DET	a
hard	ADV	hard
-	PUNCT	-
shelled	ADJ	shelled
thing	NOUN	thing
a	DET	a
foot	NOUN	foot
in	ADP	in
length	NOUN	length
,	PUNCT	,
with	ADP	with
twelve	NUM	twelve
legs	NOUN	leg
,	PUNCT	,
long	ADJ	long
antennae	NOUN	antennae
and	CCONJ	and
two	NUM	two
pairs	NOUN	pair
of	ADP	of
clawed	ADJ	clawed
mandibles	NOUN	mandible
.	PUNCT	.
He	PRON	he
stopped	VERB	stop
and	CCONJ	and
picked	VERB	pick
up	ADP	up
a	DET	a
shard	NOUN	shard
of	ADP	of
flint	NOUN	flint
,	PUNCT	,
throwing	VERB	throw
it	PRON	it
with	ADP	with
an	DET	an
oath	NOUN	oath
.	PUNCT	.
Another	DET	another
damned	ADJ	damned
infernal	ADJ	infernal
land	NOUN	land
-	PUNCT	-
prawn	NOUN	prawn
.	PUNCT	.
He	PRON	he
detested	VERB	detest
land	NOUN	land
-	PUNCT	-
prawns	NOUN	prawn
.	PUNCT	.
They	PRON	they
were	AUX	be
horrible	ADJ	horrible
things	NOUN	thing
,	PUNCT	,
which	DET	which
,	PUNCT	,
of	ADP	of
course	NOUN	course
,	PUNCT	,
was	AUX	be
n't	PART	not
their	PRON	their
fault	NOUN	fault
.	PUNCT	.
More	ADV	more
to	ADP	to
the	DET	the
point	NOUN	point
,	PUNCT	,
they	PRON	they
were	AUX	be
destructive	ADJ	destructive
.	PUNCT	.
They	PRON	they
got	VERB	get
into	ADP	into
things	NOUN	thing
at	ADP	at
camp	NOUN	camp
;	PUNCT	;
they	PRON	they
would	AUX	would
try	VERB	try
to	PART	to
eat	VERB	eat
anything	PRON	anything
.	PUNCT	.
They	PRON	they
crawled	VERB	crawl
into	ADP	into
machinery	NOUN	machinery
,	PUNCT	,
possibly	ADV	possibly
finding	VERB	find
the	DET	the
lubrication	NOUN	lubrication
tasty	ADJ	tasty
,	PUNCT	,
and	CCONJ	and
caused	VERB	cause
jams	NOUN	jam
.	PUNCT	.
They	PRON	they
cut	VERB	cut
into	ADP	into
electric	ADJ	electric
insulation	NOUN	insulation
.	PUNCT	.
And	CCONJ	and
they	PRON	they
got	VERB	get
into	ADP	into
his	PRON	his
bedding	NOUN	bedding
,	PUNCT	,
and	CCONJ	and
bit	VERB	bite
,	PUNCT	,
or	CCONJ	or
rather	ADV	rather
pinched	VERB	pinch
,	PUNCT	,
painfully	ADV	painfully
.	PUNCT	.
Nobody	PRON	nobody
loved	VERB	love
a	DET	a
land	NOUN	land
-	PUNCT	-
prawn	NOUN	prawn
,	PUNCT	,
not	PART	not
even	ADV	even
another	DET	another
land	NOUN	land
-	PUNCT	-
prawn	NOUN	prawn
.	PUNCT	.
This	DET	this
one	NUM	one
dodged	VERB	dodge
the	DET	the
thrown	VERB	throw
flint	NOUN	flint
,	PUNCT	,
scuttled	VERB	scuttle
off	ADV	off
a	DET	a
few	ADJ	few
feet	NOUN	foot
and	CCONJ	and
turned	VERB	turn
,	PUNCT	,
waving	VERB	wave
its	PRON	its
antennae	NOUN	antennae
in	ADP	in
what	PRON	what
looked	VERB	look
like	ADP	like
derision	NOUN	derision
.	PUNCT	.
Jack	PROPN	Jack
reached	VERB	reach
for	ADP	for
his	PRON	his
hip	NOUN	hip
again	ADV	again
,	PUNCT	,
then	ADV	then
checked	VERB	check
the	DET	the
motion	NOUN	motion
.	PUNCT	.
Pistol	NOUN	pistol
cartridges	NOUN	cartridge
cost	VERB	cost
like	ADP	like
crazy	ADJ	crazy
;	PUNCT	;
they	PRON	they
were	AUX	be
n't	PART	not
to	PART	to
be	AUX	be
wasted	VERB	waste
in	ADP	in
fits	NOUN	fit
of	ADP	of
childish	ADJ	childish
pique	NOUN	pique
.	PUNCT	.
Then	ADV	then
he	PRON	he
reflected	VERB	reflect
that	SCONJ	that
no	PROPN	no
cartridge	NOUN	cartridge
fired	VERB	fire
at	ADP	at
a	DET	a
target	NOUN	target
is	AUX	be
really	ADV	really
wasted	VERB	waste
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
he	PRON	he
had	AUX	have
n't	PART	not
done	VERB	do
any	DET	any
shooting	NOUN	shooting
recently	ADV	recently
.	PUNCT	.
Stooping	VERB	stoop
again	ADV	again
,	PUNCT	,
he	PRON	he
picked	VERB	pick
up	ADP	up
another	DET	another
stone	NOUN	stone
and	CCONJ	and
tossed	VERB	toss
it	PRON	it
a	DET	a
foot	NOUN	foot
short	ADV	short
and	CCONJ	and
to	ADP	to
the	DET	the
left	ADJ	left
of	ADP	of
the	DET	the
prawn	NOUN	prawn
.	PUNCT	.
As	ADV	as
soon	ADV	soon
as	ADP	as
it	PRON	it
was	AUX	be
out	ADP	out
of	ADP	of
his	PRON	his
fingers	NOUN	finger
,	PUNCT	,
his	PRON	his
hand	NOUN	hand
went	VERB	go
for	ADP	for
the	DET	the
butt	NOUN	butt
of	ADP	of
the	DET	the
long	ADJ	long
automatic	NOUN	automatic
.	PUNCT	.
It	PRON	it
was	AUX	be
out	ADP	out
and	CCONJ	and
the	DET	the
safety	NOUN	safety
off	ADV	off
before	ADP	before
the	DET	the
flint	NOUN	flint
landed	VERB	land
;	PUNCT	;
as	ADP	as
the	DET	the
prawn	NOUN	prawn
fled	VERB	flee
,	PUNCT	,
he	PRON	he
fired	VERB	fire
from	ADP	from
the	DET	the
hip	NOUN	hip
.	PUNCT	.
The	DET	the
quasi	NOUN	quasi
-	NOUN	-
crustacean	NOUN	crustacean
disintegrated	VERB	disintegrate
.	PUNCT	.
He	PRON	he
nodded	VERB	nod
pleasantly	ADV	pleasantly
.	PUNCT	.
""""	PUNCT	""""
Ol'	PROPN	old
man	NOUN	man
Holloway	PROPN	Holloway
's	AUX	be
still	ADV	still
hitting	VERB	hit
things	NOUN	thing
he	PRON	he
shoots	VERB	shoot
at	ADP	at
.	PUNCT	.
""""	PUNCT	""""
Was	AUX	be
a	DET	a
time	NOUN	time
,	PUNCT	,
not	PART	not
so	ADV	so
long	ADV	long
ago	ADV	ago
,	PUNCT	,
when	SCONJ	when
he	PRON	he
took	VERB	take
his	PRON	his
abilities	NOUN	ability
for	ADP	for
granted	VERB	grant
.	PUNCT	.
Now	ADV	now
he	PRON	he
was	AUX	be
getting	VERB	get
old	ADJ	old
enough	ADV	enough
to	PART	to
have	AUX	have
to	PART	to
verify	VERB	verify
them	PRON	they
.	PUNCT	.
He	PRON	he
thumbed	VERB	thumb
on	ADP	on
the	DET	the
safety	NOUN	safety
and	CCONJ	and
holstered	VERB	holstere
the	DET	the
pistol	NOUN	pistol
,	PUNCT	,
then	ADV	then
picked	VERB	pick
up	ADP	up
the	DET	the
glove	NOUN	glove
and	CCONJ	and
put	VERB	put
it	PRON	it
on	ADP	on
again	ADV	again
.	PUNCT	.
Never	ADV	never
saw	VERB	see
so	ADV	so
blasted	ADJ	blasted
many	ADJ	many
land	NOUN	land
-	PUNCT	-
prawns	NOUN	prawn
as	ADP	as
this	DET	this
summer	NOUN	summer
.	PUNCT	.
They	PRON	they
'd	AUX	would
been	AUX	be
bad	ADJ	bad
last	ADJ	last
year	NOUN	year
,	PUNCT	,
but	CCONJ	but
nothing	PRON	nothing
like	ADP	like
this	DET	this
.	PUNCT	.
Even	ADV	even
the	DET	the
oldtimers	NOUN	oldtimer
who	PRON	who
'd	AUX	have
been	AUX	be
on	ADP	on
Zarathustra	PROPN	Zarathustra
since	SCONJ	since
the	DET	the
first	ADJ	first
colonization	NOUN	colonization
said	VERB	say
so	ADV	so
.	PUNCT	.
There	PRON	there
'd	AUX	would
be	AUX	be
some	DET	some
simple	ADJ	simple
explanation	NOUN	explanation
,	PUNCT	,
of	ADP	of
course	NOUN	course
;	PUNCT	;
something	PRON	something
that	PRON	that
would	AUX	would
amaze	VERB	amaze
him	PRON	he
at	ADP	at
his	PRON	his
own	ADJ	own
obtuseness	NOUN	obtuseness
for	ADP	for
not	PART	not
having	VERB	have
seen	VERB	see
it	PRON	it
at	ADP	at
once	ADV	once
.	PUNCT	.
Maybe	ADV	maybe
the	DET	the
abnormally	ADV	abnormally
dry	ADJ	dry
weather	NOUN	weather
had	AUX	have
something	PRON	something
to	PART	to
do	AUX	do
with	ADP	with
it	PRON	it
.	PUNCT	.
Or	CCONJ	or
increase	NOUN	increase
of	ADP	of
something	PRON	something
they	PRON	they
ate	VERB	eat
,	PUNCT	,
or	CCONJ	or
decrease	NOUN	decrease
of	ADP	of
natural	NOUN	natural
enemies	NOUN	enemy
.	PUNCT	.
He	PRON	he
'd	AUX	would
heard	VERB	hear
that	SCONJ	that
land	NOUN	land
-	PUNCT	-
prawns	NOUN	prawn
had	AUX	have
no	DET	no
natural	ADJ	natural
enemies	NOUN	enemy
;	PUNCT	;
he	PRON	he
questioned	VERB	question
that	DET	that
.	PUNCT	.
Something	PRON	something
killed	VERB	kill
them	PRON	they
.	PUNCT	.
He	PRON	he
'd	AUX	would
seen	VERB	see
crushed	VERB	crush
prawn	NOUN	prawn
shells	NOUN	shell
,	PUNCT	,
some	DET	some
of	ADP	of
them	PRON	they
close	ADJ	close
to	ADP	to
his	PRON	his
camp	NOUN	camp
.	PUNCT	.
Maybe	ADV	maybe
stamped	VERB	stamp
on	ADP	on
by	ADP	by
something	PRON	something
with	ADP	with
hoofs	NOUN	hoof
,	PUNCT	,
and	CCONJ	and
then	ADV	then
picked	VERB	pick
clean	ADJ	clean
by	ADP	by
insects	NOUN	insect
.	PUNCT	.
He	PRON	he
'd	AUX	would
ask	VERB	ask
Ben	PROPN	Ben
Rainsford	PROPN	Rainsford
;	PUNCT	;
Ben	PROPN	Ben
ought	AUX	ought
to	PART	to
know	VERB	know
.	PUNCT	.
Half	DET	half
an	DET	an
hour	NOUN	hour
later	ADV	later
,	PUNCT	,
the	DET	the
scanner	NOUN	scanner
gave	VERB	give
him	PRON	he
another	DET	another
interruption	NOUN	interruption
pattern	NOUN	pattern
.	PUNCT	.
He	PRON	he
laid	VERB	lay
it	PRON	it
aside	ADV	aside
and	CCONJ	and
took	VERB	take
up	ADP	up
the	DET	the
small	ADJ	small
vibrohammer	NOUN	vibrohammer
.	PUNCT	.
This	DET	this
time	NOUN	time
it	PRON	it
was	AUX	be
a	DET	a
large	ADJ	large
bean	NOUN	bean
,	PUNCT	,
light	ADJ	light
pink	ADJ	pink
in	ADP	in
color	NOUN	color
,	PUNCT	,
He	PRON	he
separated	VERB	separate
it	PRON	it
from	ADP	from
its	PRON	its
matrix	NOUN	matrix
of	ADP	of
flint	NOUN	flint
and	CCONJ	and
rubbed	VERB	rub
it	PRON	it
,	PUNCT	,
and	CCONJ	and
instantly	ADV	instantly
it	PRON	it
began	VERB	begin
glowing	VERB	glow
.	PUNCT	.
""""	PUNCT	""""
Ahhh	INTJ	ahhh
!	PUNCT	!
This	DET	this
is	AUX	be
something	PRON	something
like	ADP	like
it	PRON	it
,	PUNCT	,
now	ADV	now
!	PUNCT	!
""""	PUNCT	""""
He	PRON	he
rubbed	VERB	rub
harder	ADV	hard
;	PUNCT	;
warmed	VERB	warm
further	ADV	far
on	ADP	on
his	PRON	his
pipe	NOUN	pipe
bowl	NOUN	bowl
,	PUNCT	,
it	PRON	it
fairly	ADV	fairly
blazed	VERB	blaze
.	PUNCT	.
Better	ADJ	well
than	ADP	than
a	DET	a
thousand	NUM	thousand
sols	NOUN	sol
,	PUNCT	,
he	PRON	he
told	VERB	tell
himself	PRON	himself
.	PUNCT	.
Good	ADJ	good
color	NOUN	color
,	PUNCT	,
too	ADV	too
.	PUNCT	.
Getting	VERB	get
his	PRON	his
gloves	NOUN	glove
off	ADP	off
,	PUNCT	,
he	PRON	he
drew	VERB	draw
out	ADP	out
the	DET	the
little	ADJ	little
leather	NOUN	leather
bag	NOUN	bag
from	ADP	from
under	ADP	under
his	PRON	his
shirt	NOUN	shirt
,	PUNCT	,
loosening	VERB	loosen
the	DET	the
drawstrings	NOUN	drawstring
by	ADP	by
which	DET	which
it	PRON	it
hung	VERB	hang
around	ADP	around
his	PRON	his
neck	NOUN	neck
.	PUNCT	.
There	PRON	there
were	AUX	be
a	DET	a
