When	SCONJ	when
dust	NOUN	dust
by	ADP	by
the	DET	the
hundred	NUM	hundred
.	PUNCT	.
But	CCONJ	but
the	DET	the
attack	NOUN	attack
came	VERB	come
on	ADP	on
.	PUNCT	.
Now	ADV	now
all	DET	all
the	DET	the
great	ADJ	great
defensive	ADJ	defensive
cones	NOUN	cone
burst	VERB	burst
into	ADP	into
an	DET	an
emerald	NOUN	emerald
blaze	NOUN	blaze
as	ADP	as
the	DET	the
smaller	ADJ	small
ships	NOUN	ship
loosed	VERB	loose
their	PRON	their
bolts	NOUN	bolt
.	PUNCT	.
And	CCONJ	and
from	ADP	from
the	DET	the
terraced	ADJ	terraced
slope	NOUN	slope
of	ADP	of
the	DET	the
supporting	VERB	support
fleet	NOUN	fleet
a	DET	a
hundred	NUM	hundred
steel	NOUN	steel
ovoids	NOUN	ovoid
lumbered	VERB	lumber
forward	ADV	forward
to	PART	to
meet	VERB	meet
the	DET	the
threat	NOUN	threat
.	PUNCT	.
All	DET	all
the	DET	the
vast	ADJ	vast
space	NOUN	space
between	ADP	between
the	DET	the
hosts	NOUN	host
,	PUNCT	,
mountain	NOUN	mountain
-	PUNCT	-
high	ADV	high
from	ADP	from
the	DET	the
sea	NOUN	sea
's	PART	's
surface	NOUN	surface
,	PUNCT	,
was	AUX	be
filled	VERB	fill
with	ADP	with
dazzling	ADJ	dazzling
light	NOUN	light
,	PUNCT	,
now	ADV	now
green	ADJ	green
,	PUNCT	,
now	ADV	now
orange	ADJ	orange
,	PUNCT	,
as	ADP	as
the	DET	the
conflicting	VERB	conflict
beams	NOUN	beam
crossed	VERB	cross
and	CCONJ	and
mingled	VERB	mingle
.	PUNCT	.
There	PRON	there
were	AUX	be
gaps	NOUN	gap
in	ADP	in
the	DET	the
advancing	VERB	advance
curtain	NOUN	curtain
that	PRON	that
did	AUX	do
not	PART	not
fill	VERB	fill
,	PUNCT	,
but	CCONJ	but
the	DET	the
defending	VERB	defend
cones	NOUN	cone
were	VERB	be
melting	VERB	melt
away	ADV	away
,	PUNCT	,
were	AUX	be
disappearing	VERB	disappear
,	PUNCT	,
were	AUX	be
gone	VERB	go
.	PUNCT	.
""""	PUNCT	""""
Flight	PROPN	Flight
ZLX	PROPN	ZLX
prepare	VERB	prepare
for	ADP	for
action	NOUN	action
!	PUNCT	!
""""	PUNCT	""""
Dane	PROPN	Dane
's	PART	's
eyes	NOUN	eye
flicked	VERB	flick
over	ADP	over
the	DET	the
gages	NOUN	gage
,	PUNCT	,
checking	VERB	check
in	ADP	in
routine	ADJ	routine
precaution	NOUN	precaution
.	PUNCT	.
He	PRON	he
started	VERB	start
when	SCONJ	when
he	PRON	he
saw	VERB	see
the	DET	the
V	NOUN	v
of	ADP	of
the	DET	the
chronometer	NOUN	chronometer
's	PART	's
hands	NOUN	hand
.	PUNCT	.
Only	ADV	only
six	NUM	six
minutes	NOUN	minute
had	AUX	have
passed	VERB	pass
since	SCONJ	since
the	DET	the
battle	NOUN	battle
's	PART	's
start	NOUN	start
--	PUNCT	--
it	PRON	it
seemed	VERB	seem
hours	NOUN	hour
.	PUNCT	.
And	CCONJ	and
already	ADV	already
the	DET	the
reserve	NOUN	reserve
was	AUX	be
being	AUX	be
called	VERB	call
on	ADP	on
!	PUNCT	!
He	PRON	he
was	AUX	be
suddenly	ADV	suddenly
cold	ADJ	cold
.	PUNCT	.
Out	ADV	out
there	ADV	there
,	PUNCT	,
over	ADP	over
the	DET	the
bay	NOUN	bay
,	PUNCT	,
the	DET	the
enemy	NOUN	enemy
forces	NOUN	force
had	AUX	have
ceased	VERB	cease
their	PRON	their
advance	NOUN	advance
.	PUNCT	.
The	DET	the
American	ADJ	american
first	ADJ	first
line	NOUN	line
cones	NOUN	cone
were	AUX	be
gone	VERB	go
--	PUNCT	--
true	ADV	true
enough	ADV	enough
,	PUNCT	,
but	CCONJ	but
the	DET	the
support	NOUN	support
fleet	NOUN	fleet
was	AUX	be
still	ADV	still
intact	ADJ	intact
.	PUNCT	.
Some	DET	some
new	ADJ	new
element	NOUN	element
had	AUX	have
entered	VERB	enter
the	DET	the
battle	NOUN	battle
,	PUNCT	,
visible	ADJ	visible
as	ADP	as
yet	ADV	yet
only	ADV	only
in	ADP	in
the	DET	the
_	PUNCT	_
Washington	PROPN	Washington
's	PART	's
_	PUNCT	_
powerful	ADJ	powerful
television	NOUN	television
view	NOUN	view
-	PUNCT	-
screens	NOUN	screen
.	PUNCT	.
The	DET	the
flight	NOUN	flight
adjutant	NOUN	adjutant
's	PART	's
voice	NOUN	voice
again	ADV	again
snapped	VERB	snap
a	DET	a
command	NOUN	command
:	PUNCT	:
""""	PUNCT	""""
Direction	NOUN	direction
vertical	ADJ	vertical
.	PUNCT	.
Thirty	NUM	thirty
thousand	NUM	thousand
feet	NOUN	foot
.	PUNCT	.
Full	ADJ	full
speed	NOUN	speed
.	PUNCT	.
Go	VERB	go
!	PUNCT	!
""""	PUNCT	""""
Dane	PROPN	Dane
jerked	VERB	jerk
home	ADV	home
his	PRON	his
throttle	NOUN	throttle
.	PUNCT	.
The	DET	the
battle	NOUN	battle
shot	VERB	shoot
down	ADV	down
,	PUNCT	,
and	CCONJ	and
his	PRON	his
seat	NOUN	seat
thrust	NOUN	thrust
up	ADP	up
against	ADP	against
him	PRON	he
.	PUNCT	.
Something	PRON	something
hurtled	VERB	hurtle
past	ADV	past
,	PUNCT	,
blurred	VERB	blur
by	ADP	by
the	DET	the
speed	NOUN	speed
of	ADP	of
its	PRON	its
descent	NOUN	descent
.	PUNCT	.
The	DET	the
plane	NOUN	plane
rocked	VERB	rock
to	ADP	to
a	DET	a
sudden	ADJ	sudden
detonation	NOUN	detonation
,	PUNCT	,
and	CCONJ	and
Allan	PROPN	Allan
fought	VERB	fight
to	PART	to
steady	VERB	steady
it	PRON	it
.	PUNCT	.
Then	ADV	then
he	PRON	he
had	AUX	have
reached	VERB	reach
the	DET	the
commanded	VERB	command
height	NOUN	height
.	PUNCT	.
At	ADP	at
sixty	NUM	sixty
thousand	NUM	thousand
feet	NOUN	foot
the	DET	the
helio	PROPN	helio
vanes	PROPN	vanes
were	AUX	be
useless	ADJ	useless
,	PUNCT	,
only	ADV	only
the	DET	the
power	NOUN	power
of	ADP	of
the	DET	the
auxiliary	ADJ	auxiliary
rocket	NOUN	rocket
-	PUNCT	-
tubes	NOUN	tube
maintained	VERB	maintain
his	PRON	his
altitude	NOUN	altitude
.	PUNCT	.
""""	PUNCT	""""
Formation	NOUN	formation
B.	PUNCT	B.
Engage	VERB	engage
the	DET	the
enemy	NOUN	enemy
!	PUNCT	!
""""	PUNCT	""""
came	VERB	come
the	DET	the
order	NOUN	order
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
They	PRON	they
were	AUX	be
just	ADV	just
ahead	ADV	ahead
,	PUNCT	,
a	DET	a
dozen	NOUN	dozen
giant	ADJ	giant
craft	NOUN	craft
,	PUNCT	,
torpedo	NOUN	torpedo
-	PUNCT	-
shaped	VERB	shape
and	CCONJ	and
steel	NOUN	steel
-	PUNCT	-
incased	VERB	incase
,	PUNCT	,
the	DET	the
scarlet	ADJ	scarlet
fire	NOUN	fire
of	ADP	of
their	PRON	their
gas	NOUN	gas
blasts	NOUN	blast
holding	VERB	hold
them	PRON	they
poised	VERB	poise
steady	ADJ	steady
in	ADP	in
their	PRON	their
fifty	NUM	fifty
-	PUNCT	-
mile	NOUN	mile
-	PUNCT	-
long	ADJ	long
line	NOUN	line
.	PUNCT	.
From	ADP	from
curious	ADJ	curious
swellings	NOUN	swelling
that	PRON	that
broke	VERB	break
the	DET	the
clean	ADJ	clean
lines	NOUN	line
of	ADP	of
their	PRON	their
under	NOUN	under
-	PUNCT	-
bodies	NOUN	body
black	ADJ	black
spheres	NOUN	sphere
were	AUX	be
dropping	VERB	drop
in	ADP	in
steady	ADJ	steady
streams	NOUN	stream
.	PUNCT	.
Allan	PROPN	Allan
knew	VERB	know
then	ADV	then
whence	SCONJ	whence
came	VERB	come
the	DET	the
crash	NOUN	crash
that	PRON	that
had	AUX	have
rocked	VERB	rock
his	PRON	his
ship	NOUN	ship
as	ADP	as
she	PRON	she
rose	VERB	rise
.	PUNCT	.
These	DET	these
were	AUX	be
bombs	NOUN	bomb
,	PUNCT	,
huge	ADJ	huge
bombs	NOUN	bomb
,	PUNCT	,
charged	VERB	charge
with	ADP	with
heaven	PROPN	heaven
alone	ADV	alone
knew	VERB	know
what	PRON	what
Earth	PROPN	Earth
-	PUNCT	-
shaking	VERB	shake
explosive	ADJ	explosive
.	PUNCT	.
They	PRON	they
were	AUX	be
catapulting	VERB	catapult
down	ADP	down
,	PUNCT	,
an	DET	an
iron	NOUN	iron
death	NOUN	death
hail	NOUN	hail
,	PUNCT	,
on	ADP	on
the	DET	the
fleet	NOUN	fleet
and	CCONJ	and
the	DET	the
city	NOUN	city
twelve	NUM	twelve
miles	NOUN	mile
below	ADV	below
!	PUNCT	!
The	DET	the
enemy	NOUN	enemy
's	PART	's
strategy	NOUN	strategy
was	AUX	be
clear	ADJ	clear
.	PUNCT	.
While	SCONJ	while
his	PRON	his
main	ADJ	main
fleet	NOUN	fleet
was	AUX	be
engaging	VERB	engage
the	DET	the
American	ADJ	american
defense	NOUN	defense
in	ADP	in
a	DET	a
frontal	ADJ	frontal
attack	NOUN	attack
,	PUNCT	,
these	DET	these
huge	ADJ	huge
rocket	NOUN	rocket
-	PUNCT	-
bombers	NOUN	bomber
had	AUX	have
looped	VERB	loop
unseen	ADJ	unseen
through	ADP	through
the	DET	the
stratosphere	NOUN	stratosphere
to	ADP	to
this	DET	this
point	NOUN	point
of	ADP	of
vantage	NOUN	vantage
.	PUNCT	.
The	DET	the
planes	NOUN	plane
that	PRON	that
had	AUX	have
leaped	VERB	leap
to	ADP	to
this	DET	this
new	ADJ	new
menace	NOUN	menace
swept	VERB	sweep
toward	ADP	toward
the	DET	the
bombers	NOUN	bomber
in	ADP	in
three	NUM	three
parallel	ADJ	parallel
lines	NOUN	line
,	PUNCT	,
above	ADV	above
,	PUNCT	,
to	ADP	to
right	NOUN	right
and	CCONJ	and
left	NOUN	left
of	ADP	of
them	PRON	they
.	PUNCT	.
Allan	PROPN	Allan
's	PART	's
plane	NOUN	plane
leaping	VERB	leap
to	PART	to
position	NOUN	position
at	ADP	at
the	DET	the
very	ADJ	very
end	NOUN	end
of	ADP	of
one	NUM	one
long	ADJ	long
line	NOUN	line
.	PUNCT	.
The	DET	the
three	NUM	three
leaders	NOUN	leader
reached	VERB	reach
the	DET	the
first	ADJ	first
rocket	NOUN	rocket
-	PUNCT	-
ship	NOUN	ship
,	PUNCT	,
and	CCONJ	and
their	PRON	their
green	ADJ	green
beams	NOUN	beam
shot	VERB	shoot
out	ADP	out
.	PUNCT	.
In	ADP	in
that	DET	that
instant	NOUN	instant
the	DET	the
enemy	NOUN	enemy
craft	NOUN	craft
seemed	VERB	seem
to	PART	to
explode	VERB	explode
in	ADP	in
intense	ADJ	intense
blue	NOUN	blue
light	NOUN	light
.	PUNCT	.
Then	ADV	then
the	DET	the
awful	ADJ	awful
dazzle	NOUN	dazzle
was	AUX	be
gone	VERB	go
.	PUNCT	.
The	DET	the
rocket	NOUN	rocket
ship	NOUN	ship
was	AUX	be
there	ADV	there
,	PUNCT	,
just	ADV	just
as	ADP	as
before	ADV	before
,	PUNCT	,
but	CCONJ	but
the	DET	the
American	ADJ	american
helio	NOUN	helio
-	PUNCT	-
planes	NOUN	plane
were	AUX	be
gone	VERB	go
,	PUNCT	,
were	AUX	be
wiped	VERB	wipe
out	ADP	out
as	ADP	as
though	SCONJ	though
they	PRON	they
had	AUX	have
never	ADV	never
been	AUX	be
.	PUNCT	.
The	DET	the
next	ADJ	next
trio	NOUN	trio
,	PUNCT	,
and	CCONJ	and
the	DET	the
next	ADJ	next
,	PUNCT	,
rushed	VERB	rush
up	ADV	up
.	PUNCT	.
Again	ADV	again
and	CCONJ	and
again	ADV	again
came	VERB	come
that	DET	that
flash	NOUN	flash
of	ADP	of
force	NOUN	force
,	PUNCT	,
annihilating	VERB	annihilate
them	PRON	they
.	PUNCT	.
Superbly	ADV	superbly
the	DET	the
tiny	ADJ	tiny
gnats	NOUN	gnat
that	PRON	that
were	AUX	be
the	DET	the
American	ADJ	american
planes	NOUN	plane
plunged	VERB	plunge
