Team	NOUN	team
as	ADP	as
gallant	ADJ	gallant
foes	NOUN	foe
rather	ADV	rather
than	ADP	than
as	ADP	as
friends	NOUN	friend
.	PUNCT	.
Was	AUX	be
she	PRON	she
not	PART	not
great	ADJ	great
-	PUNCT	-
granddaughter	NOUN	granddaughter
to	ADP	to
that	DET	that
admiral	NOUN	admiral
who	PRON	who
at	ADP	at
Trafalgar	PROPN	Trafalgar
,	PUNCT	,
when	SCONJ	when
both	DET	both
his	PRON	his
legs	NOUN	leg
were	AUX	be
shattered	VERB	shatter
by	ADP	by
chain	NOUN	chain
-	PUNCT	-
shot	NOUN	shot
,	PUNCT	,
bade	VERB	bade
his	PRON	his
men	NOUN	man
place	VERB	place
him	PRON	he
in	ADP	in
a	DET	a
barrel	NOUN	barrel
of	ADP	of
bran	NOUN	bran
that	PRON	that
he	PRON	he
might	AUX	might
go	VERB	go
on	VERB	on
commanding	VERB	command
,	PUNCT	,
in	ADP	in
the	DET	the
hour	NOUN	hour
of	ADP	of
defeat	NOUN	defeat
,	PUNCT	,
to	ADP	to
the	DET	the
end	NOUN	end
?	PUNCT	?
And	CCONJ	and
yet	ADV	yet
as	ADP	as
Claire	PROPN	Claire
stood	VERB	stand
there	ADV	there
,	PUNCT	,
her	PRON	her
eyes	NOUN	eye
sweeping	VERB	sweep
the	DET	the
sea	NOUN	sea
for	ADP	for
an	DET	an
as	ADV	as
yet	ADV	yet
invisible	ADJ	invisible
craft	NOUN	craft
,	PUNCT	,
her	PRON	her
heart	NOUN	heart
seemed	VERB	seem
to	PART	to
beat	VERB	beat
rhythmically	ADV	rhythmically
to	ADP	to
the	DET	the
last	ADJ	last
verse	NOUN	verse
of	ADP	of
a	DET	a
noble	ADJ	noble
English	ADJ	english
poem	NOUN	poem
which	DET	which
the	DET	the
governess	NOUN	governess
of	ADP	of
her	PRON	her
twin	ADJ	twin
daughters	NOUN	daughter
had	AUX	have
made	VERB	make
them	PRON	they
recite	VERB	recite
to	ADP	to
her	PRON	she
that	DET	that
very	ADJ	very
morning	NOUN	morning
.	PUNCT	.
How	SCONJ	how
did	AUX	do
it	PRON	it
run	VERB	run
?	PUNCT	?
Aloud	ADV	aloud
she	VERB	she
murmured	VERB	murmur
:	PUNCT	:
""""	PUNCT	""""
Yet	ADV	yet
this	DET	this
inconstancy	NOUN	inconstancy
is	AUX	be
such	ADJ	such
,	PUNCT	,
As	ADP	as
you	PRON	you
too	ADV	too
shall	AUX	shall
adore--	VERB	adore--
""""	PUNCT	""""
and	CCONJ	and
then	ADV	then
she	PRON	she
stopped	VERB	stop
,	PUNCT	,
her	PRON	her
quivering	VERB	quiver
lips	NOUN	lip
refusing	VERB	refuse
to	PART	to
form	VERB	form
the	DET	the
two	NUM	two
concluding	ADJ	concluding
lines	NOUN	line
.	PUNCT	.
To	ADP	to
Claire	PROPN	Claire
de	PROPN	de
Wissant	PROPN	Wissant
,	PUNCT	,
that	DET	that
moving	VERB	move
cry	NOUN	cry
from	ADP	from
a	DET	a
man	NOUN	man
's	PART	's
soul	NOUN	soul
was	AUX	be
not	PART	not
dulled	VERB	dull
by	ADP	by
familiarity	NOUN	familiarity
,	PUNCT	,
or	CCONJ	or
hackneyed	VERB	hackneye
by	ADP	by
common	ADJ	common
usage	NOUN	usage
,	PUNCT	,
and	CCONJ	and
just	ADV	just
now	ADV	now
it	PRON	it
found	VERB	find
an	DET	an
intolerably	ADV	intolerably
faithful	ADJ	faithful
echo	NOUN	echo
in	ADP	in
her	PRON	her
sad	ADJ	sad
,	PUNCT	,
rebellious	ADJ	rebellious
heart	NOUN	heart
,	PUNCT	,
intensifying	VERB	intensify
the	DET	the
anguish	NOUN	anguish
born	VERB	bear
of	ADP	of
a	DET	a
secret	ADJ	secret
and	CCONJ	and
very	ADV	very
bitter	ADJ	bitter
renunciation	NOUN	renunciation
.	PUNCT	.
With	ADP	with
an	DET	an
abrupt	ADJ	abrupt
,	PUNCT	,
restless	ADJ	restless
movement	NOUN	movement
she	PRON	she
turned	VERB	turn
and	CCONJ	and
walked	VERB	walk
on	ADV	on
till	SCONJ	till
her	PRON	her
way	NOUN	way
along	ADP	along
the	DET	the
path	NOUN	path
was	AUX	be
barred	VERB	bar
by	ADP	by
a	DET	a
curious	ADJ	curious
obstacle	NOUN	obstacle
.	PUNCT	.
This	DET	this
was	AUX	be
a	DET	a
small	ADJ	small
red	ADJ	red
-	PUNCT	-
brick	NOUN	brick
tower	NOUN	tower
,	PUNCT	,
built	VERB	build
within	ADP	within
a	DET	a
few	ADJ	few
feet	NOUN	foot
of	ADP	of
the	DET	the
edge	NOUN	edge
of	ADP	of
the	DET	the
cliff	NOUN	cliff
.	PUNCT	.
It	PRON	it
was	AUX	be
an	DET	an
ugly	ADJ	ugly
blot	NOUN	blot
on	ADP	on
the	DET	the
beautiful	ADJ	beautiful
stretch	NOUN	stretch
of	ADP	of
down	ADV	down
,	PUNCT	,
all	DET	all
the	DET	the
uglier	ADV	uglier
that	SCONJ	that
the	DET	the
bricks	NOUN	brick
and	CCONJ	and
tiles	NOUN	tile
had	AUX	have
not	PART	not
yet	ADV	yet
had	AUX	have
time	NOUN	time
to	PART	to
lose	VERB	lose
their	PRON	their
hardness	NOUN	hardness
of	ADP	of
line	NOUN	line
and	CCONJ	and
colour	NOUN	colour
in	ADP	in
the	DET	the
salt	NOUN	salt
wind	NOUN	wind
.	PUNCT	.
On	ADP	on
the	DET	the
cliff	NOUN	cliff
side	NOUN	side
,	PUNCT	,
the	DET	the
small	ADJ	small
circular	ADJ	circular
building	NOUN	building
,	PUNCT	,
open	ADJ	open
to	ADP	to
wind	NOUN	wind
,	PUNCT	,
sky	NOUN	sky
and	CCONJ	and
sea	NOUN	sea
,	PUNCT	,
formed	VERB	form
the	DET	the
unnatural	ADJ	unnatural
apex	NOUN	apex
of	ADP	of
a	DET	a
natural	ADJ	natural
stairway	NOUN	stairway
which	DET	which
led	VERB	lead
steeply	ADV	steeply
,	PUNCT	,
almost	ADV	almost
vertically	ADV	vertically
,	PUNCT	,
down	ADP	down
to	ADP	to
a	DET	a
deep	ADJ	deep
land	NOUN	land
-	PUNCT	-
locked	VERB	lock
cove	NOUN	cove
below	ADV	below
.	PUNCT	.
The	DET	the
irregular	ADJ	irregular
steps	NOUN	step
carved	VERB	carve
by	ADP	by
nature	NOUN	nature
out	ADP	out
of	ADP	of
the	DET	the
chalk	NOUN	chalk
had	AUX	have
been	AUX	be
strengthened	VERB	strengthen
,	PUNCT	,
and	CCONJ	and
a	DET	a
rough	ADJ	rough
protection	NOUN	protection
added	VERB	add
by	ADP	by
means	NOUN	mean
of	ADP	of
knotted	ADJ	knotted
ropes	NOUN	rope
fixed	VERB	fix
on	ADP	on
either	DET	either
side	NOUN	side
of	ADP	of
the	DET	the
dangerous	ADJ	dangerous
descent	NOUN	descent
.	PUNCT	.
In	ADP	in
the	DET	the
days	NOUN	day
when	SCONJ	when
the	DET	the
steps	NOUN	step
had	AUX	have
started	VERB	start
sheer	ADJ	sheer
from	ADP	from
a	DET	a
cleft	NOUN	cleft
in	ADP	in
the	DET	the
cliff	NOUN	cliff
path	NOUN	path
,	PUNCT	,
Jacques	PROPN	Jacques
de	ADP	de
Wissant	PROPN	Wissant
had	AUX	have
never	ADV	never
used	VERB	use
this	DET	this
way	NOUN	way
of	ADP	of
reaching	VERB	reach
a	DET	a
spot	NOUN	spot
which	DET	which
till	SCONJ	till
last	ADJ	last
year	NOUN	year
had	AUX	have
been	AUX	be
his	PRON	his
property	NOUN	property
,	PUNCT	,
and	CCONJ	and
his	PRON	his
favourite	ADJ	favourite
bathing	NOUN	bathing
-	PUNCT	-
place	NOUN	place
;	PUNCT	;
and	CCONJ	and
he	PRON	he
had	AUX	have
also	ADV	also
,	PUNCT	,
in	ADP	in
those	DET	those
same	ADJ	same
quiet	ADJ	quiet
days	NOUN	day
which	DET	which
now	ADV	now
seemed	VERB	seem
so	ADV	so
long	ADV	long
ago	ADV	ago
,	PUNCT	,
forbidden	VERB	forbid
his	PRON	his
daughters	NOUN	daughter
to	PART	to
use	VERB	use
that	DET	that
giddy	ADJ	giddy
way	NOUN	way
.	PUNCT	.
But	CCONJ	but
Claire	PROPN	Claire
was	AUX	be
a	DET	a
fearless	ADJ	fearless
woman	NOUN	woman
;	PUNCT	;
and	CCONJ	and
she	PRON	she
had	AUX	have
always	ADV	always
preferred	VERB	prefer
the	DET	the
dangerous	ADJ	dangerous
,	PUNCT	,
ladder	NOUN	ladder
-	PUNCT	-
like	ADJ	like
stairs	NOUN	stair
which	DET	which
seemed	VERB	seem
,	PUNCT	,
when	SCONJ	when
gazed	VERB	gaze
at	ADP	at
from	ADP	from
below	ADP	below
,	PUNCT	,
to	PART	to
hang	VERB	hang
'	PUNCT	'
twixt	ADP	twixt
sky	NOUN	sky
and	CCONJ	and
sea	NOUN	sea
.	PUNCT	.
Now	ADV	now
,	PUNCT	,
however	ADV	however
,	PUNCT	,
she	PRON	she
rarely	ADV	rarely
availed	VERB	avail
herself	PRON	herself
of	ADP	of
the	DET	the
right	NOUN	right
retained	VERB	retain
by	ADP	by
her	PRON	she
husband	NOUN	husband
of	ADP	of
using	VERB	use
one	NUM	one
of	ADP	of
the	DET	the
two	NUM	two
keys	NOUN	key
which	DET	which
unlocked	VERB	unlock
the	DET	the
door	NOUN	door
set	VERB	set
in	ADP	in
the	DET	the
new	ADJ	new
brick	NOUN	brick
tower	NOUN	tower
,	PUNCT	,
for	ADP	for
the	DET	the
cove	NOUN	cove
--	PUNCT	--
only	ADV	only
by	ADP	by
courtesy	NOUN	courtesy
could	AUX	could
it	PRON	it
be	AUX	be
called	VERB	call
a	PROPN	a
bay	NOUN	bay
--	PUNCT	--
had	AUX	have
been	AUX	be
chosen	VERB	choose
,	PUNCT	,
owing	VERB	owe
to	ADP	to
its	PRON	its
peculiar	ADJ	peculiar
position	NOUN	position
,	PUNCT	,
naturally	ADV	naturally
remote	ADJ	remote
and	CCONJ	and
yet	CCONJ	yet
close	ADJ	close
to	ADP	to
a	DET	a
great	ADJ	great
maritime	ADJ	maritime
port	NOUN	port
,	PUNCT	,
to	PART	to
be	AUX	be
the	DET	the
quarters	NOUN	quarter
of	ADP	of
the	DET	the
Northern	PROPN	Northern
Submarine	PROPN	Submarine
Flotilla	PROPN	Flotilla
.	PUNCT	.
Jacques	PROPN	Jacques
de	PROPN	de
Wissant	PROPN	Wissant
--	PUNCT	--
and	CCONJ	and
it	PRON	it
was	AUX	be
perhaps	ADV	perhaps
the	DET	the
only	ADJ	only
time	NOUN	time
in	ADP	in
their	PRON	their
joint	ADJ	joint
life	NOUN	life
that	PRON	that
his	PRON	his
wife	NOUN	wife
had	AUX	have
entirely	ADV	entirely
understood	VERB	understand
and	CCONJ	and
sympathized	VERB	sympathize
with	ADP	with
any	DET	any
action	NOUN	action
of	ADP	of
her	PRON	her
husband's	NOUN	husband's
--	PUNCT	--
had	AUX	have
refused	VERB	refuse
the	DET	the
compensation	NOUN	compensation
his	PRON	his
Government	NOUN	government
had	AUX	have
offered	VERB	offer
him	PRON	he
;	PUNCT	;
more	ADV	more
,	PUNCT	,
in	ADP	in
his	PRON	his
cold	ADJ	cold
,	PUNCT	,
silent	ADJ	silent
way	NOUN	way
,	PUNCT	,
he	PRON	he
had	AUX	have
shown	VERB	show
himself	PRON	himself
a	DET	a
patriot	NOUN	patriot
in	ADP	in
a	DET	a
sense	NOUN	sense
comparatively	ADV	comparatively
few	ADJ	few
modern	ADJ	modern
men	NOUN	man
have	AUX	have
the	DET	the
courage	NOUN	courage
to	PART	to
be	AUX	be
,	PUNCT	,
namely	ADV	namely
,	PUNCT	,
in	ADP	in
that	DET	that
which	DET	which
affected	VERB	affect
both	CCONJ	both
his	PRON	his
personal	ADJ	personal
comfort	NOUN	comfort
and	CCONJ	and
his	PRON	his
purse	NOUN	purse
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
After	ADP	after
standing	VERB	stand
for	ADP	for
a	DET	a
moment	NOUN	moment
on	ADP	on
the	DET	the
perilously	ADV	perilously
small	ADJ	small
and	CCONJ	and
narrow	ADJ	narrow
platform	NOUN	platform
which	DET	which
made	VERB	make
the	DET	the
floor	NOUN	floor
of	ADP	of
the	DET	the
tower	NOUN	tower
,	PUNCT	,
Claire	PROPN	Claire
grasped	VERB	grasp
firmly	ADV	firmly
a	DET	a
strand	NOUN	strand
of	ADP	of
the	DET	the
knotted	ADJ	knotted
rope	NOUN	rope
and	CCONJ	and
began	VERB	begin
descending	VERB	descend
the	DET	the
long	ADJ	long
steps	NOUN	step
cut	VERB	cut
in	ADP	in
the	DET	the
cliff	NOUN	cliff
side	NOUN	side
.	PUNCT	.
She	PRON	she
no	ADV	no
longer	ADV	long
gazed	VERB	gaze
out	ADV	out
to	ADP	to
sea	NOUN	sea
,	PUNCT	,
instead	ADV	instead
she	PRON	she
looked	VERB	look
straight	ADV	straight
down	ADV	down
into	ADP	into
the	DET	the
pale	ADJ	pale
green	ADJ	green
,	PUNCT	,
sun	NOUN	sun
-	PUNCT	-
flecked	ADJ	flecked
waters	NOUN	water
of	ADP	of
the	DET	the
little	ADJ	little
bay	NOUN	bay
,	PUNCT	,
where	SCONJ	where
seven	NUM	seven
out	ADP	out
of	ADP	of
the	DET	the
nine	NUM	nine
submarines	NOUN	submarine
which	DET	which
composed	VERB	compose
the	DET	the
flotilla	NOUN	flotilla
were	AUX	be
lying	VERB	lie
half	ADV	half
-	PUNCT	-
submerged	ADJ	submerged
,	PUNCT	,
as	ADP	as
is	AUX	be
their	PRON	their
wo	X	wo
nt	NOUN	nt
in	ADP	in
harbour	NOUN	harbour
.	PUNCT	.
A	DET	a
landsman	NOUN	landsman
,	PUNCT	,
coming	VERB	come
suddenly	ADV	suddenly
upon	SCONJ	upon
the	DET	the
cliff	NOUN	cliff
-	PUNCT	-
locked	VERB	lock
pool	NOUN	pool
,	PUNCT	,
might	AUX	might
have	AUX	have
thought	VERB	think
that	SCONJ	that
the	DET	the
centuries	NOUN	century
had	AUX	have
rolled	VERB	roll
back	ADV	back
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
the	DET	the
strange	ADJ	strange
sight	NOUN	sight
before	ADP	before
him	PRON	he
was	AUX	be
a	DET	a
school	NOUN	school
of	ADP	of
saurians	NOUN	saurian
lazily	ADV	lazily
sunning	VERB	sun
themselves	PRON	themselves
in	ADP	in
the	DET	the
placid	ADJ	placid
waters	NOUN	water
of	ADP	of
a	DET	a
sea	NOUN	sea
inlet	NOUN	inlet
where	SCONJ	where
time	NOUN	time
had	AUX	have
stood	VERB	stand
still	ADJ	still
.	PUNCT	.
But	CCONJ	but
no	DET	no
such	ADJ	such
vision	NOUN	vision
came	VERB	come
to	ADP	to
Claire	PROPN	Claire
de	X	de
Wissant	PROPN	Wissant
.	PUNCT	.
As	ADP	as
she	PRON	she
went	VERB	go
down	ADP	down
the	DET	the
cliff	NOUN	cliff
-	PUNCT	-
side	NOUN	side
her	PRON	her
lovely	ADJ	lovely
eyes	NOUN	eye
rested	VERB	rest
on	ADP	on
these	DET	these
sinister	ADJ	sinister
,	PUNCT	,
man	NOUN	man
-	PUNCT	-
created	VERB	create
monsters	NOUN	monster
with	ADP	with
a	DET	a
feeling	NOUN	feeling
of	ADP	of
sisterly	ADJ	sisterly
,	PUNCT	,
possessive	ADJ	possessive
affection	NOUN	affection
.	PUNCT	.
She	PRON	she
had	AUX	have
become	VERB	become
so	ADV	so
familiarly	ADV	familiarly
acquainted	ADJ	acquainted
with	ADP	with
each	DET	each
and	CCONJ	and
all	DET	all
of	ADP	of
them	PRON	they
in	ADP	in
the	DET	the
last	ADJ	last
few	ADJ	few
months	NOUN	month
;	PUNCT	;
she	PRON	she
knew	VERB	know
with	ADP	with
such	DET	such
a	DET	a
curious	ADJ	curious
,	PUNCT	,
intimate	ADJ	intimate
knowledge	NOUN	knowledge
where	SCONJ	where
they	PRON	they
differed	VERB	differ
,	PUNCT	,
both	DET	both
from	ADP	from
each	DET	each
other	ADJ	other
and	CCONJ	and
also	ADV	also
from	ADP	from
other	ADJ	other
submarine	NOUN	submarine
craft	NOUN	craft
,	PUNCT	,
not	PART	not
only	ADV	only
here	ADV	here
,	PUNCT	,
in	ADP	in
these	DET	these
familiar	ADJ	familiar
waters	NOUN	water
,	PUNCT	,
but	CCONJ	but
in	ADP	in
the	DET	the
waters	NOUN	water
of	ADP	of
France	PROPN	France
's	PART	's
great	ADJ	great
rival	NOUN	rival
on	ADP	on
the	DET	the
sea	NOUN	sea
....	PUNCT	....
It	PRON	it
ever	ADV	ever
gave	VERB	give
her	PRON	she
a	DET	a
thrill	NOUN	thrill
of	ADP	of
pride	NOUN	pride
to	PART	to
remember	VERB	remember
that	SCONJ	that
it	PRON	it
was	AUX	be
France	PROPN	France
which	DET	which
first	ADV	first
led	VERB	lead
the	DET	the
way	NOUN	way
in	ADP	in
this	DET	this
,	PUNCT	,
the	DET	the
most	ADV	most
dangerous	ADJ	dangerous
as	ADP	as
also	ADV	also
the	DET	the
most	ADV	most
adventurous	ADJ	adventurous
new	ADJ	new
arm	NOUN	arm
of	ADP	of
naval	ADJ	naval
warfare	NOUN	warfare
:	PUNCT	:
and	CCONJ	and
she	PRON	she
rejoiced	VERB	rejoice
as	ADV	as
fiercely	ADV	fiercely
,	PUNCT	,
as	ADV	as
exultantly	ADV	exultantly
as	ADP	as
any	DET	any
of	ADP	of
her	PRON	her
sea	NOUN	sea
-	PUNCT	-
fighting	VERB	fight
forbears	NOUN	forbear
would	AUX	would
have	AUX	have
done	VERB	do
in	ADP	in
the	DET	the
terrible	ADJ	terrible
potentialities	NOUN	potentiality
of	ADP	of
destruction	NOUN	destruction
which	DET	which
each	DET	each
of	ADP	of
these	DET	these
strange	ADJ	strange
,	PUNCT	,
grotesque	ADJ	grotesque
-	PUNCT	-
looking	ADJ	looking
craft	NOUN	craft
bore	VERB	bear
in	ADP	in
their	PRON	their
narrow	ADJ	narrow
flanks	NOUN	flank
.	PUNCT	.
It	PRON	it
was	AUX	be
now	ADV	now
the	DET	the
hour	NOUN	hour
of	ADP	of
the	DET	the
crews	NOUN	crew
'	PART	'
midday	NOUN	midday
meal	NOUN	meal
;	PUNCT	;
there	PRON	there
were	AUX	be
fewer	ADJ	few
men	NOUN	man
standing	VERB	stand
about	ADV	about
than	ADP	than
usual	ADJ	usual
;	PUNCT	;
and	CCONJ	and
so	ADV	so
,	PUNCT	,
after	ADP	after
she	PRON	she
had	AUX	have
stepped	VERB	step
down	ADV	down
on	ADP	on
the	DET	the
sandy	ADJ	sandy
strip	NOUN	strip
of	ADP	of
shore	NOUN	shore
,	PUNCT	,
and	CCONJ	and
climbed	VERB	climb
the	DET	the
ladder	NOUN	ladder
leading	VERB	lead
to	ADP	to
the	DET	the
old	ADJ	old
Napoleonic	ADJ	napoleonic
hulk	NOUN	hulk
which	DET	which
served	VERB	serve
as	ADP	as
workshop	NOUN	workshop
and	CCONJ	and
dwelling	NOUN	dwelling
-	PUNCT	-
place	NOUN	place
of	ADP	of
the	DET	the
officers	NOUN	officer
of	ADP	of
the	DET	the
flotilla	NOUN	flotilla
,	PUNCT	,
Madame	PROPN	Madame
de	PROPN	de
Wissant	PROPN	Wissant
for	ADP	for
a	DET	a
few	ADJ	few
moments	NOUN	moment
stood	VERB	stand
solitary	ADJ	solitary
,	PUNCT	,
and	CCONJ	and
looked	VERB	look
musingly	ADV	musingly
down	ADV	down
into	ADP	into
the	DET	the
waters	NOUN	water
of	ADP	of
the	DET	the
bay	NOUN	bay
.	PUNCT	.
Each	DET	each
submarine	NOUN	submarine
,	PUNCT	,
its	PRON	its
long	ADJ	long
,	PUNCT	,
fish	NOUN	fish
-	PUNCT	-
like	ADJ	like
shape	NOUN	shape
lying	VERB	lie
prone	ADV	prone
in	ADP	in
the	DET	the
almost	ADV	almost
still	ADJ	still
,	PUNCT	,
transparent	ADJ	transparent
water	NOUN	water
,	PUNCT	,
differed	VERB	differ
not	PART	not
only	ADV	only
in	ADP	in
size	NOUN	size
,	PUNCT	,
but	CCONJ	but
in	ADP	in
make	NOUN	make
,	PUNCT	,
from	ADP	from
its	PRON	its
fellows	NOUN	fellow
,	PUNCT	,
and	CCONJ	and
no	DET	no
two	NUM	two
conning	NOUN	conning
towers	NOUN	tower
even	ADV	even
were	AUX	be
alike	ADJ	alike
.	PUNCT	.
Lying	VERB	lie
apart	ADV	apart
,	PUNCT	,
as	ADP	as
if	SCONJ	if
sulking	VERB	sulk
in	ADP	in
a	DET	a
corner	NOUN	corner
,	PUNCT	,
was	AUX	be
an	DET	an
example	NOUN	example
of	ADP	of
the	DET	the
old	ADJ	old
""""	PUNCT	""""
Gymnote	PROPN	Gymnote
""""	PUNCT	""""
type	NOUN	type
of	ADP	of
under	ADP	under
-	PUNCT	-
sea	NOUN	sea
boat	NOUN	boat
.	PUNCT	.
She	PRON	she
went	VERB	go
by	ADP	by
the	DET	the
name	NOUN	name
of	ADP	of
the	DET	the
_	PROPN	_
Carp	PROPN	Carp
_	PROPN	_
,	PUNCT	,
and	CCONJ	and
she	PRON	she
was	AUX	be
very	ADV	very
squat	ADJ	squat
,	PUNCT	,
small	ADJ	small
and	CCONJ	and
ugly	ADJ	ugly
,	PUNCT	,
her	PRON	her
