OMNILINGUAL	PROPN	OMNILINGUAL
her	PRON	her
left	NOUN	left
.	PUNCT	.
A	DET	a
solenoid	ADJ	solenoid
jack	NOUN	jack
-	PUNCT	-
hammer	NOUN	hammer
;	PUNCT	;
Tony	PROPN	Tony
Lattimer	PROPN	Lattimer
must	AUX	must
have	AUX	have
decided	VERB	decide
which	DET	which
building	NOUN	building
he	PRON	he
wanted	VERB	want
to	PART	to
break	VERB	break
into	ADP	into
next	ADV	next
.	PUNCT	.
She	PRON	she
became	VERB	become
conscious	ADJ	conscious
,	PUNCT	,
then	ADV	then
,	PUNCT	,
of	ADP	of
the	DET	the
awkward	ADJ	awkward
weight	NOUN	weight
of	ADP	of
her	PRON	her
equipment	NOUN	equipment
,	PUNCT	,
and	CCONJ	and
began	VERB	begin
redistributing	VERB	redistribute
it	PRON	it
,	PUNCT	,
shifting	VERB	shift
the	DET	the
straps	NOUN	strap
of	ADP	of
her	PRON	her
oxy	PROPN	oxy
-	PUNCT	-
tank	NOUN	tank
pack	NOUN	pack
,	PUNCT	,
slinging	VERB	sling
the	DET	the
camera	NOUN	camera
from	ADP	from
one	NOUN	one
shoulder	NOUN	shoulder
and	CCONJ	and
the	DET	the
board	NOUN	board
and	CCONJ	and
drafting	VERB	draft
tools	NOUN	tool
from	ADP	from
the	DET	the
other	ADJ	other
,	PUNCT	,
gathering	VERB	gather
the	DET	the
notebooks	NOUN	notebook
and	CCONJ	and
sketchbooks	NOUN	sketchbook
under	ADP	under
her	PRON	her
left	ADJ	left
arm	NOUN	arm
.	PUNCT	.
She	PRON	she
started	VERB	start
walking	VERB	walk
down	ADP	down
the	DET	the
road	NOUN	road
,	PUNCT	,
over	ADP	over
hillocks	NOUN	hillock
of	ADP	of
buried	VERB	bury
rubble	NOUN	rubble
,	PUNCT	,
around	ADP	around
snags	NOUN	snag
of	ADP	of
wall	NOUN	wall
jutting	VERB	jut
up	ADP	up
out	ADP	out
of	ADP	of
the	DET	the
loess	NOUN	loess
,	PUNCT	,
past	ADP	past
buildings	NOUN	building
still	ADV	still
standing	VERB	stand
,	PUNCT	,
some	DET	some
of	ADP	of
them	PRON	they
already	ADV	already
breached	VERB	breach
and	CCONJ	and
explored	VERB	explore
,	PUNCT	,
and	CCONJ	and
across	ADP	across
the	DET	the
brush	NOUN	brush
-	PUNCT	-
grown	VERB	grow
flat	NOUN	flat
to	ADP	to
the	DET	the
huts	NOUN	hut
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
There	PRON	there
were	AUX	be
ten	NUM	ten
people	NOUN	people
in	ADP	in
the	DET	the
main	ADJ	main
office	NOUN	office
room	NOUN	room
of	ADP	of
Hut	PROPN	Hut
One	NUM	one
when	SCONJ	when
she	PRON	she
entered	VERB	enter
.	PUNCT	.
As	ADV	as
soon	ADV	soon
as	ADP	as
she	PRON	she
had	AUX	have
disposed	VERB	dispose
of	ADP	of
her	PRON	her
oxygen	NOUN	oxygen
equipment	NOUN	equipment
,	PUNCT	,
she	PRON	she
lit	VERB	light
a	DET	a
cigarette	NOUN	cigarette
,	PUNCT	,
her	PRON	her
first	ADJ	first
since	SCONJ	since
noon	NOUN	noon
,	PUNCT	,
then	ADV	then
looked	VERB	look
from	ADP	from
one	NUM	one
to	ADP	to
another	DET	another
of	ADP	of
them	PRON	they
.	PUNCT	.
Old	ADJ	old
Selim	PROPN	Selim
von	PROPN	von
Ohlmhorst	PROPN	Ohlmhorst
,	PUNCT	,
the	DET	the
Turco	PROPN	Turco
-	PUNCT	-
German	PROPN	German
,	PUNCT	,
one	NUM	one
of	ADP	of
her	PRON	her
two	NUM	two
fellow	NOUN	fellow
archaeologists	NOUN	archaeologist
,	PUNCT	,
sitting	VERB	sit
at	ADP	at
the	DET	the
end	NOUN	end
of	ADP	of
the	DET	the
long	ADJ	long
table	NOUN	table
against	ADP	against
the	DET	the
farther	ADJ	farther
wall	NOUN	wall
,	PUNCT	,
smoking	VERB	smoke
his	PRON	his
big	ADJ	big
curved	ADJ	curved
pipe	NOUN	pipe
and	CCONJ	and
going	VERB	go
through	ADP	through
a	DET	a
looseleaf	NOUN	looseleaf
notebook	NOUN	notebook
.	PUNCT	.
The	DET	the
girl	NOUN	girl
ordnance	NOUN	ordnance
officer	NOUN	officer
,	PUNCT	,
Sachiko	PROPN	Sachiko
Koremitsu	PROPN	Koremitsu
,	PUNCT	,
between	ADP	between
two	NUM	two
droplights	NOUN	droplight
at	ADP	at
the	DET	the
other	ADJ	other
end	NOUN	end
of	ADP	of
the	DET	the
table	NOUN	table
,	PUNCT	,
her	PRON	her
head	NOUN	head
bent	VERB	bend
over	ADP	over
her	PRON	her
work	NOUN	work
.	PUNCT	.
Colonel	PROPN	Colonel
Hubert	PROPN	Hubert
Penrose	PROPN	Penrose
,	PUNCT	,
the	DET	the
Space	PROPN	Space
Force	PROPN	Force
CO	PROPN	CO
,	PUNCT	,
and	CCONJ	and
Captain	PROPN	Captain
Field	PROPN	Field
,	PUNCT	,
the	DET	the
intelligence	NOUN	intelligence
officer	NOUN	officer
,	PUNCT	,
listening	VERB	listen
to	ADP	to
the	DET	the
report	NOUN	report
of	ADP	of
one	NUM	one
of	ADP	of
the	DET	the
airdyne	NOUN	airdyne
pilots	NOUN	pilot
,	PUNCT	,
returned	VERB	return
from	ADP	from
his	PRON	his
afternoon	NOUN	afternoon
survey	NOUN	survey
flight	NOUN	flight
.	PUNCT	.
A	DET	a
couple	NOUN	couple
of	ADP	of
girl	NOUN	girl
lieutenants	NOUN	lieutenant
from	ADP	from
Signals	PROPN	Signals
,	PUNCT	,
going	VERB	go
over	ADP	over
the	DET	the
script	NOUN	script
of	ADP	of
the	DET	the
evening	NOUN	evening
telecast	NOUN	telecast
,	PUNCT	,
to	PART	to
be	AUX	be
transmitted	VERB	transmit
to	ADP	to
the	DET	the
_	PUNCT	_
Cyrano	PROPN	Cyrano
_	PUNCT	_
,	PUNCT	,
on	ADP	on
orbit	NOUN	orbit
five	NUM	five
thousand	NUM	thousand
miles	NOUN	mile
off	ADV	off
planet	NOUN	planet
and	CCONJ	and
relayed	VERB	relay
from	ADP	from
thence	ADV	thence
to	ADP	to
Terra	PROPN	Terra
via	ADP	via
Lunar	PROPN	Lunar
.	PUNCT	.
Sid	PROPN	Sid
Chamberlain	PROPN	Chamberlain
,	PUNCT	,
the	DET	the
Trans	PROPN	Trans
-	PUNCT	-
Space	PROPN	Space
News	PROPN	News
Service	PROPN	Service
man	NOUN	man
,	PUNCT	,
was	AUX	be
with	ADP	with
them	PRON	they
.	PUNCT	.
Like	ADP	like
Selim	PROPN	Selim
and	CCONJ	and
herself	PRON	herself
,	PUNCT	,
he	PRON	he
was	AUX	be
a	DET	a
civilian	NOUN	civilian
;	PUNCT	;
he	PRON	he
was	AUX	be
advertising	VERB	advertise
the	DET	the
fact	NOUN	fact
with	ADP	with
a	DET	a
white	ADJ	white
shirt	NOUN	shirt
and	CCONJ	and
a	DET	a
sleeveless	ADJ	sleeveless
blue	ADJ	blue
sweater	NOUN	sweater
.	PUNCT	.
And	CCONJ	and
Major	PROPN	Major
Lindemann	PROPN	Lindemann
,	PUNCT	,
the	DET	the
engineer	NOUN	engineer
officer	NOUN	officer
,	PUNCT	,
and	CCONJ	and
one	NUM	one
of	ADP	of
his	PRON	his
assistants	NOUN	assistant
,	PUNCT	,
arguing	VERB	argue
over	ADP	over
some	DET	some
plans	NOUN	plan
on	ADP	on
a	DET	a
drafting	NOUN	drafting
board	NOUN	board
.	PUNCT	.
She	PRON	she
hoped	VERB	hope
,	PUNCT	,
drawing	VERB	draw
a	DET	a
pint	NOUN	pint
of	ADP	of
hot	ADJ	hot
water	NOUN	water
to	PART	to
wash	VERB	wash
her	PRON	her
hands	NOUN	hand
and	CCONJ	and
sponge	VERB	sponge
off	ADP	off
her	PRON	her
face	NOUN	face
,	PUNCT	,
that	SCONJ	that
they	PRON	they
were	AUX	be
doing	VERB	do
something	PRON	something
about	ADP	about
the	DET	the
pipeline	NOUN	pipeline
.	PUNCT	.
She	PRON	she
started	VERB	start
to	PART	to
carry	VERB	carry
the	DET	the
notebooks	NOUN	notebook
and	CCONJ	and
sketchbooks	NOUN	sketchbook
over	ADV	over
to	ADP	to
where	SCONJ	where
Selim	PROPN	Selim
von	PROPN	von
Ohlmhorst	PROPN	Ohlmhorst
was	AUX	be
sitting	VERB	sit
,	PUNCT	,
and	CCONJ	and
then	ADV	then
,	PUNCT	,
as	ADP	as
she	PRON	she
always	ADV	always
did	AUX	do
,	PUNCT	,
she	PRON	she
turned	VERB	turn
aside	ADV	aside
and	CCONJ	and
stopped	VERB	stop
to	PART	to
watch	VERB	watch
Sachiko	PROPN	Sachiko
.	PUNCT	.
The	DET	the
Japanese	ADJ	japanese
girl	NOUN	girl
was	AUX	be
restoring	VERB	restore
what	PRON	what
had	AUX	have
been	AUX	be
a	DET	a
book	NOUN	book
,	PUNCT	,
fifty	NUM	fifty
thousand	NUM	thousand
years	NOUN	year
ago	ADV	ago
;	PUNCT	;
her	PRON	her
eyes	NOUN	eye
were	AUX	be
masked	VERB	mask
by	ADP	by
a	DET	a
binocular	ADJ	binocular
loup	NOUN	loup
,	PUNCT	,
the	DET	the
black	ADJ	black
headband	NOUN	headband
invisible	ADJ	invisible
against	ADP	against
her	PRON	her
glossy	ADJ	glossy
black	NOUN	black
hair	NOUN	hair
,	PUNCT	,
and	CCONJ	and
she	PRON	she
was	AUX	be
picking	VERB	pick
delicately	ADV	delicately
at	ADP	at
the	DET	the
crumbled	ADJ	crumbled
page	NOUN	page
with	ADP	with
a	DET	a
hair	NOUN	hair
-	PUNCT	-
fine	ADJ	fine
wire	NOUN	wire
set	VERB	set
in	ADP	in
a	DET	a
handle	NOUN	handle
of	ADP	of
copper	NOUN	copper
tubing	NOUN	tubing
.	PUNCT	.
Finally	ADV	finally
,	PUNCT	,
loosening	VERB	loosen
a	DET	a
particle	NOUN	particle
as	ADV	as
tiny	ADJ	tiny
as	ADP	as
a	DET	a
snowflake	NOUN	snowflake
,	PUNCT	,
she	PRON	she
grasped	VERB	grasp
it	PRON	it
with	ADP	with
tweezers	NOUN	tweezer
,	PUNCT	,
placed	VERB	place
it	PRON	it
on	ADP	on
the	DET	the
sheet	NOUN	sheet
of	ADP	of
transparent	ADJ	transparent
plastic	NOUN	plastic
on	ADP	on
which	DET	which
she	PRON	she
was	AUX	be
reconstructing	VERB	reconstruct
the	DET	the
page	NOUN	page
,	PUNCT	,
and	CCONJ	and
set	VERB	set
it	PRON	it
with	ADP	with
a	DET	a
mist	NOUN	mist
of	ADP	of
fixative	NOUN	fixative
from	ADP	from
a	DET	a
little	ADJ	little
spraygun	NOUN	spraygun
.	PUNCT	.
It	PRON	it
was	AUX	be
a	DET	a
sheer	ADJ	sheer
joy	NOUN	joy
to	PART	to
watch	VERB	watch
her	PRON	she
;	PUNCT	;
every	DET	every
movement	NOUN	movement
was	AUX	be
as	ADV	as
graceful	ADJ	graceful
and	CCONJ	and
precise	ADJ	precise
as	ADP	as
though	SCONJ	though
done	VERB	do
to	ADP	to
music	NOUN	music
after	ADP	after
being	AUX	be
rehearsed	VERB	rehearse
a	DET	a
hundred	NUM	hundred
times	NOUN	time
.	PUNCT	.
""""	PUNCT	""""
Hello	INTJ	hello
,	PUNCT	,
Martha	PROPN	Martha
.	PUNCT	.
It	PRON	it
is	AUX	be
n't	PART	not
cocktail	NOUN	cocktail
-	PUNCT	-
time	NOUN	time
yet	ADV	yet
,	PUNCT	,
is	AUX	be
it	PRON	it
?	PUNCT	?
""""	PUNCT	""""
The	DET	the
girl	NOUN	girl
at	ADP	at
the	DET	the
table	NOUN	table
spoke	VERB	speak
without	ADP	without
raising	VERB	raise
her	PRON	her
head	NOUN	head
,	PUNCT	,
almost	ADV	almost
without	ADP	without
moving	VERB	move
her	PRON	her
lips	NOUN	lip
,	PUNCT	,
as	ADP	as
though	SCONJ	though
she	PRON	she
were	AUX	be
afraid	ADJ	afraid
that	SCONJ	that
the	DET	the
slightest	ADJ	slight
breath	NOUN	breath
would	AUX	would
disturb	VERB	disturb
the	DET	the
flaky	ADJ	flaky
stuff	NOUN	stuff
in	ADP	in
front	NOUN	front
of	ADP	of
her	PRON	she
.	PUNCT	.
""""	PUNCT	""""
No	INTJ	no
,	PUNCT	,
it	PRON	it
's	AUX	be
only	ADV	only
fifteen	NUM	fifteen
-	PUNCT	-
thirty	NUM	thirty
.	PUNCT	.
I	PRON	I
finished	VERB	finish
my	PRON	my
work	NOUN	work
,	PUNCT	,
over	ADV	over
there	ADV	there
.	PUNCT	.
I	PRON	I
did	AUX	do
n't	PART	not
find	VERB	find
any	DET	any
more	ADJ	more
books	NOUN	book
,	PUNCT	,
if	SCONJ	if
that	DET	that
's	AUX	be
good	ADJ	good
news	NOUN	news
for	ADP	for
you	PRON	you
.	PUNCT	.
""""	PUNCT	""""
Sachiko	PROPN	Sachiko
took	VERB	take
off	ADP	off
the	DET	the
loup	NOUN	loup
and	CCONJ	and
leaned	VERB	lean
back	ADV	back
in	ADP	in
her	PRON	her
chair	NOUN	chair
,	PUNCT	,
her	PRON	her
palms	NOUN	palm
cupped	VERB	cup
over	ADP	over
her	PRON	her
eyes	NOUN	eye
.	PUNCT	.
""""	PUNCT	""""
No	INTJ	no
,	PUNCT	,
I	PRON	I
like	VERB	like
doing	VERB	do
this	DET	this
.	PUNCT	.
I	PRON	I
call	VERB	call
it	PRON	it
micro	NOUN	micro
-	ADJ	-
jigsaw	NOUN	jigsaw
puzzles	NOUN	puzzle
.	PUNCT	.
This	DET	this
book	NOUN	book
,	PUNCT	,
here	ADV	here
,	PUNCT	,
really	ADV	really
is	AUX	be
a	DET	a
mess	NOUN	mess
.	PUNCT	.
Selim	PROPN	Selim
found	VERB	find
it	PRON	it
lying	VERB	lie
open	ADJ	open
,	PUNCT	,
with	ADP	with
some	DET	some
heavy	ADJ	heavy
stuff	NOUN	stuff
on	ADP	on
top	NOUN	top
of	ADP	of
it	PRON	it
;	PUNCT	;
the	DET	the
pages	NOUN	page
were	AUX	be
simply	ADV	simply
crushed	VERB	crush
.	PUNCT	.
""""	PUNCT	""""
She	PRON	she
hesitated	VERB	hesitate
briefly	ADV	briefly
.	PUNCT	.
""""	PUNCT	""""
If	SCONJ	if
only	ADP	only
it	PRON	it
would	AUX	would
mean	VERB	mean
something	PRON	something
,	PUNCT	,
after	ADP	after
I	PRON	I
did	AUX	do
it	PRON	it
.	PUNCT	.
""""	PUNCT	""""
There	PRON	there
could	AUX	could
be	AUX	be
a	DET	a
faintly	ADV	faintly
critical	ADJ	critical
overtone	NOUN	overtone
to	ADP	to
that	DET	that
.	PUNCT	.
As	ADP	as
she	PRON	she
replied	VERB	reply
,	PUNCT	,
Martha	PROPN	Martha
realized	VERB	realize
that	SCONJ	that
she	PRON	she
was	AUX	be
being	AUX	be
defensive	ADJ	defensive
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
will	AUX	will
,	PUNCT	,
some	DET	some
day	NOUN	day
.	PUNCT	.
Look	VERB	look
how	SCONJ	how
long	ADJ	long
it	PRON	it
took	VERB	take
to	PART	to
read	VERB	read
Egyptian	PROPN	Egyptian
hieroglyphics	NOUN	hieroglyphic
,	PUNCT	,
even	ADV	even
after	ADP	after
they	PRON	they
had	AUX	have
the	DET	the
Rosetta	PROPN	Rosetta
Stone	PROPN	Stone
.	PUNCT	.
""""	PUNCT	""""
Sachiko	PROPN	Sachiko
smiled	VERB	smile
.	PUNCT	.
""""	PUNCT	""""
Yes	INTJ	yes
.	PUNCT	.
I	PRON	I
know	VERB	know
.	PUNCT	.
But	CCONJ	but
they	PRON	they
did	AUX	do
have	AUX	have
the	DET	the
Rosetta	PROPN	Rosetta
Stone	PROPN	Stone
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
And	CCONJ	and
we	PRON	we
do	AUX	do
n't	PART	not
.	PUNCT	.
There	PRON	there
is	AUX	be
no	DET	no
Rosetta	PROPN	Rosetta
Stone	PROPN	Stone
,	PUNCT	,
not	PART	not
anywhere	ADV	anywhere
on	ADP	on
Mars	PROPN	Mars
.	PUNCT	.
A	DET	a
whole	NOUN	whole
race	NOUN	race
,	PUNCT	,
a	DET	a
whole	ADJ	whole
species	NOUN	species
,	PUNCT	,
died	VERB	die
while	SCONJ	while
the	DET	the
first	ADJ	first
Crò	PROPN	Crò
-	PUNCT	-
Magnon	PROPN	Magnon
cave	NOUN	cave
-	PUNCT	-
artist	NOUN	artist
was	AUX	be
daubing	VERB	daub
pictures	NOUN	picture
of	ADP	of
reindeer	NOUN	reindeer
and	CCONJ	and
bison	NOUN	bison
,	PUNCT	,
and	CCONJ	and
across	ADP	across
fifty	NUM	fifty
thousand	NUM	thousand
years	NOUN	year
and	CCONJ	and
fifty	NUM	fifty
million	NUM	million
miles	NOUN	mile
there	PRON	there
was	AUX	be
no	DET	no
bridge	NOUN	bridge
of	ADP	of
understanding	NOUN	understanding
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
'll	AUX	will
find	VERB	find
one	NUM	one
.	PUNCT	.
There	PRON	there
must	AUX	must
be	AUX	be
something	PRON	something
,	PUNCT	,
somewhere	ADV	somewhere
,	PUNCT	,
that	PRON	that
will	AUX	will
give	VERB	give
us	PRON	we
the	DET	the
meaning	NOUN	meaning
of	ADP	of
a	DET	a
few	ADJ	few
words	NOUN	word
,	PUNCT	,
and	CCONJ	and
we	PRON	we
'll	AUX	will
use	VERB	use
them	PRON	they
to	PART	to
pry	VERB	pry
meaning	NOUN	meaning
out	ADP	out
of	ADP	of
more	ADJ	more
words	NOUN	word
,	PUNCT	,
and	CCONJ	and
so	ADV	so
on	ADV	on
.	PUNCT	.
We	PRON	we
may	AUX	may
not	PART	not
live	VERB	live
to	PART	to
