MINOS	PROPN	MINOS
the	DET	the
port	ADJ	port
side	NOUN	side
of	ADP	of
the	DET	the
vessel	NOUN	vessel
,	PUNCT	,
a	DET	a
scant	ADJ	scant
league	NOUN	league
across	ADP	across
the	DET	the
heaving	NOUN	heaving
frenzy	NOUN	frenzy
of	ADP	of
wave	NOUN	wave
and	CCONJ	and
ice	NOUN	ice
,	PUNCT	,
lay	VERB	lie
land	NOUN	land
.	PUNCT	.
Once	ADV	once
a	DET	a
stark	ADJ	stark
,	PUNCT	,
bleak	ADJ	bleak
mountain	NOUN	mountain
range	NOUN	range
,	PUNCT	,
rising	VERB	rise
inland	ADV	inland
from	ADP	from
its	PRON	its
beetling	ADJ	beetling
shore	NOUN	shore
cliffs	NOUN	cliff
,	PUNCT	,
now	ADV	now
it	PRON	it
was	AUX	be
gashed	VERB	gash
and	CCONJ	and
quivering	VERB	quiver
in	ADP	in
the	DET	the
throes	NOUN	throe
of	ADP	of
a	DET	a
terrific	ADJ	terrific
volcanic	ADJ	volcanic
outburst	NOUN	outburst
.	PUNCT	.
Rocky	ADJ	rocky
hillsides	NOUN	hillside
were	AUX	be
laced	VERB	lace
with	ADP	with
streams	NOUN	stream
of	ADP	of
molten	ADJ	molten
,	PUNCT	,
iridescent	ADJ	iridescent
fire	NOUN	fire
.	PUNCT	.
Above	ADP	above
them	PRON	they
mighty	ADJ	mighty
peaks	NOUN	peak
tottered	VERB	totter
and	CCONJ	and
crumbled	VERB	crumble
.	PUNCT	.
The	DET	the
titanic	ADJ	titanic
detonations	NOUN	detonation
of	ADP	of
sundered	VERB	sunder
mountains	NOUN	mountain
,	PUNCT	,
with	ADP	with
each	DET	each
new	ADJ	new
outpouring	NOUN	outpouring
of	ADP	of
the	DET	the
tremendous	ADJ	tremendous
forces	NOUN	force
struggling	VERB	struggle
for	ADP	for
release	NOUN	release
,	PUNCT	,
drowned	VERB	drown
all	DET	all
the	DET	the
strident	ADJ	strident
discord	NOUN	discord
of	ADP	of
shrilling	ADJ	shrilling
air	NOUN	air
and	CCONJ	and
booming	VERB	boom
sea	NOUN	sea
.	PUNCT	.
For	ADP	for
a	DET	a
full	ADJ	full
score	NOUN	score
of	ADP	of
miles	NOUN	mile
along	ADP	along
the	DET	the
inland	ADJ	inland
range	NOUN	range
the	DET	the
mountain	NOUN	mountain
crests	NOUN	crest
had	AUX	have
been	AUX	be
riven	VERB	rive
to	PART	to
loose	VERB	loose
the	DET	the
internal	ADJ	internal
torrents	NOUN	torrent
.	PUNCT	.
Cascades	NOUN	cascade
of	ADP	of
white	ADJ	white
-	PUNCT	-
hot	NOUN	hot
lava	NOUN	lava
poured	VERB	pour
down	ADP	down
their	PRON	their
calcined	ADJ	calcined
sides	NOUN	side
,	PUNCT	,
in	ADP	in
places	NOUN	place
streaming	VERB	stream
over	ADP	over
the	DET	the
foothills	NOUN	foothill
themselves	PRON	themselves
,	PUNCT	,
to	PART	to
be	AUX	be
quenched	VERB	quench
in	ADP	in
clouds	NOUN	cloud
of	ADP	of
roaring	VERB	roar
steam	NOUN	steam
where	SCONJ	where
the	DET	the
sea	NOUN	sea
met	VERB	meet
them	PRON	they
.	PUNCT	.
Geysers	NOUN	geyser
of	ADP	of
flame	NOUN	flame
shot	VERB	shoot
skyward	ADV	skyward
from	ADP	from
some	DET	some
of	ADP	of
the	DET	the
more	ADJ	more
lofty	ADJ	lofty
peaks	NOUN	peak
,	PUNCT	,
and	CCONJ	and
spread	VERB	spread
out	ADV	out
like	ADP	like
the	DET	the
unfolding	VERB	unfold
petals	NOUN	petal
of	ADP	of
monstrous	ADJ	monstrous
,	PUNCT	,
unholy	ADJ	unholy
lilies	NOUN	lily
,	PUNCT	,
thrust	VERB	thrust
into	ADP	into
bloom	NOUN	bloom
from	ADP	from
the	DET	the
underworld	NOUN	underworld
.	PUNCT	.
Above	ADP	above
them	PRON	they
loomed	VERB	loom
masses	NOUN	masse
of	ADP	of
vapor	NOUN	vapor
,	PUNCT	,
rolling	VERB	roll
and	CCONJ	and
shifting	VERB	shift
,	PUNCT	,
and	CCONJ	and
were	AUX	be
lost	VERB	lose
in	ADP	in
the	DET	the
murk	NOUN	murk
of	ADP	of
the	DET	the
Antarctic	ADJ	antarctic
night	NOUN	night
.	PUNCT	.
Below	ADV	below
,	PUNCT	,
the	DET	the
raging	VERB	rage
fires	NOUN	fire
lighted	VERB	light
land	NOUN	land
and	CCONJ	and
sea	NOUN	sea
for	ADP	for
leagues	NOUN	league
,	PUNCT	,
the	DET	the
colors	NOUN	color
of	ADP	of
blue	ADJ	blue
and	CCONJ	and
green	ADJ	green
and	CCONJ	and
violet	ADJ	violet
reflected	VERB	reflect
back	ADV	back
from	ADP	from
the	DET	the
myriad	ADJ	myriad
facets	NOUN	facet
of	ADP	of
the	DET	the
whirling	VERB	whirl
icebergs	NOUN	iceberg
with	ADP	with
dazzling	VERB	dazzle
magnificence	NOUN	magnificence
.	PUNCT	.
Across	ADP	across
the	DET	the
churning	VERB	churn
chaos	NOUN	chaos
,	PUNCT	,
where	SCONJ	where
every	DET	every
wave	NOUN	wave
was	AUX	be
a	DET	a
dancing	VERB	dance
flame	NOUN	flame
,	PUNCT	,
each	DET	each
mass	NOUN	mass
of	ADP	of
ice	NOUN	ice
a	DET	a
lustrous	ADJ	lustrous
opal	NOUN	opal
,	PUNCT	,
six	NUM	six
miles	NOUN	mile
to	ADP	to
the	DET	the
west	NOUN	west
,	PUNCT	,
the	DET	the
great	ADJ	great
fires	NOUN	fire
shone	VERB	shine
against	ADP	against
the	DET	the
cliffs	NOUN	cliff
and	CCONJ	and
peaks	NOUN	peak
of	ADP	of
another	DET	another
shore	NOUN	shore
,	PUNCT	,
that	PRON	that
lay	VERB	lie
cold	ADJ	cold
and	CCONJ	and
quiet	ADJ	quiet
and	CCONJ	and
snowbound	ADJ	snowbound
.	PUNCT	.
Destruction	NOUN	destruction
,	PUNCT	,
many	ADJ	many
hued	ADJ	hued
and	CCONJ	and
fantastic	ADJ	fantastic
,	PUNCT	,
menaced	VERB	menace
the	DET	the
ship	NOUN	ship
in	ADP	in
a	DET	a
thousand	ADJ	thousand
glittering	ADJ	glittering
shapes	NOUN	shape
,	PUNCT	,
but	CCONJ	but
she	PRON	she
tore	VERB	tear
forward	ADV	forward
through	ADP	through
the	DET	the
turmoil	NOUN	turmoil
.	PUNCT	.
A	DET	a
long	ADJ	long
gray	ADJ	gray
cruiser	NOUN	cruiser
she	PRON	she
was	AUX	be
,	PUNCT	,
her	PRON	her
sides	NOUN	side
sheathed	VERB	sheathe
in	ADP	in
steel	NOUN	steel
,	PUNCT	,
and	CCONJ	and
with	ADP	with
the	DET	the
Stars	PROPN	Stars
and	CCONJ	and
Stripes	PROPN	Stripes
whipping	VERB	whip
from	ADP	from
her	PRON	her
bow	NOUN	bow
.	PUNCT	.
One	NUM	one
of	ADP	of
the	DET	the
men	NOUN	man
on	ADP	on
the	DET	the
swaying	VERB	sway
bridge	NOUN	bridge
,	PUNCT	,
a	DET	a
blond	ADJ	blond
and	CCONJ	and
youthful	ADJ	youthful
colossus	NOUN	colossus
,	PUNCT	,
clothed	VERB	clothe
from	ADP	from
head	NOUN	head
to	ADP	to
foot	NOUN	foot
in	ADP	in
skins	NOUN	skin
of	ADP	of
the	DET	the
white	ADJ	white
bear	NOUN	bear
,	PUNCT	,
leaned	VERB	lean
toward	ADP	toward
his	PRON	his
companion	NOUN	companion
and	CCONJ	and
lifted	VERB	lift
his	PRON	his
voice	NOUN	voice
to	ADP	to
a	DET	a
shout	NOUN	shout
,	PUNCT	,
to	PART	to
carry	VERB	carry
above	ADP	above
the	DET	the
screaming	NOUN	screaming
pandemonium	NOUN	pandemonium
.	PUNCT	.
""""	PUNCT	""""
Hinson	PROPN	Hinson
,	PUNCT	,
your	PRON	your
friend	NOUN	friend
spoke	VERB	speak
truly	ADV	truly
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
cried	VERB	cry
.	PUNCT	.
""""	PUNCT	""""
Here	ADV	here
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
are	AUX	be
the	DET	the
great	ADJ	great
fires	NOUN	fire
.	PUNCT	.
""""	PUNCT	""""
With	ADP	with
a	DET	a
sweep	NOUN	sweep
of	ADP	of
his	PRON	his
arm	NOUN	arm
shoreward	ADV	shoreward
,	PUNCT	,
he	PRON	he
indicated	VERB	indicate
the	DET	the
long	NOUN	long
arrays	NOUN	array
of	ADP	of
flaming	VERB	flame
furies	NOUN	fury
.	PUNCT	.
It	PRON	it
was	AUX	be
the	DET	the
first	ADJ	first
time	NOUN	time
for	ADP	for
hours	NOUN	hour
that	PRON	that
either	DET	either
of	ADP	of
the	DET	the
men	NOUN	man
had	AUX	have
spoken	VERB	speak
.	PUNCT	.
Indeed	ADV	indeed
,	PUNCT	,
since	SCONJ	since
the	DET	the
ship	NOUN	ship
had	AUX	have
entered	VERB	enter
this	DET	this
arm	NOUN	arm
of	ADP	of
the	DET	the
sea	NOUN	sea
and	CCONJ	and
come	VERB	come
upon	SCONJ	upon
the	DET	the
stupendous	ADJ	stupendous
eruption	NOUN	eruption
of	ADP	of
nature	NOUN	nature
's	PART	's
vitals	NOUN	vital
,	PUNCT	,
there	PRON	there
had	AUX	have
been	AUX	be
little	ADJ	little
conversation	NOUN	conversation
aboard	ADV	aboard
,	PUNCT	,
with	ADP	with
the	DET	the
exception	NOUN	exception
of	ADP	of
sharp	ADJ	sharp
orders	NOUN	order
and	CCONJ	and
a	DET	a
few	ADJ	few
subdued	VERB	subdue
comments	NOUN	comment
among	ADP	among
the	DET	the
crew	NOUN	crew
.	PUNCT	.
Volcanoes	NOUN	volcano
they	PRON	they
had	AUX	have
expected	VERB	expect
to	PART	to
find	VERB	find
,	PUNCT	,
but	CCONJ	but
no	DET	no
such	ADJ	such
tremendous	ADJ	tremendous
display	NOUN	display
as	ADP	as
here	ADV	here
confronted	VERB	confront
and	CCONJ	and
overawed	VERB	overawe
them	PRON	they
.	PUNCT	.
""""	PUNCT	""""
Now	ADV	now
,	PUNCT	,
this	DET	this
is	AUX	be
Ross	PROPN	Ross
Sea	PROPN	Sea
.	PUNCT	.
Back	ADV	back
there	ADV	there
to	ADP	to
the	DET	the
northwest	NOUN	northwest
lie	VERB	lie
Mount	PROPN	Mount
Sabine	PROPN	Sabine
and	CCONJ	and
Mount	PROPN	Mount
Melbourne	PROPN	Melbourne
.	PUNCT	.
Here	ADV	here
,	PUNCT	,
where	SCONJ	where
the	DET	the
great	ADJ	great
hills	NOUN	hill
burn	VERB	burn
,	PUNCT	,
is	AUX	be
King	PROPN	King
Edward	PROPN	Edward
VII	PROPN	VII
Land	PROPN	Land
,	PUNCT	,
""""	PUNCT	""""
pursued	VERB	pursue
the	DET	the
young	ADJ	young
man	NOUN	man
.	PUNCT	.
""""	PUNCT	""""
Yonder	PROPN	Yonder
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
pointed	VERB	point
ahead	ADV	ahead
to	ADP	to
the	DET	the
south	NOUN	south
,	PUNCT	,
""""	PUNCT	""""
lies	VERB	lie
the	DET	the
pathway	NOUN	pathway
to	ADP	to
Sardanes	PROPN	Sardanes
.	PUNCT	.
Shall	AUX	shall
we	PRON	we
be	AUX	be
in	ADP	in
time	NOUN	time
,	PUNCT	,
old	ADJ	old
Zenas	PROPN	Zenas
Wright	PROPN	Wright
,	PUNCT	,
or	CCONJ	or
will	AUX	will
the	DET	the
end	NOUN	end
have	AUX	have
struck	VERB	strike
already	ADV	already
?	PUNCT	?
""""	PUNCT	""""
Zenas	PROPN	Zenas
Wright	PROPN	Wright
,	PUNCT	,
member	NOUN	member
of	ADP	of
the	DET	the
American	PROPN	American
Geographic	PROPN	Geographic
Society	PROPN	Society
,	PUNCT	,
one	NUM	one
of	ADP	of
the	DET	the
first	ADJ	first
geologists	NOUN	geologist
of	ADP	of
his	PRON	his
day	NOUN	day
and	CCONJ	and
world	NOUN	world
famous	ADJ	famous
as	ADP	as
an	DET	an
authority	NOUN	authority
on	ADP	on
volcanic	ADJ	volcanic
phenomena	NOUN	phenomenon
,	PUNCT	,
tore	VERB	tear
his	PRON	his
gaze	NOUN	gaze
unwillingly	ADV	unwillingly
from	ADP	from
the	DET	the
most	ADV	most
splendid	ADJ	splendid
exhibit	NOUN	exhibit
of	ADP	of
his	PRON	his
favorite	ADJ	favorite
science	NOUN	science
his	PRON	his
eyes	NOUN	eye
had	AUX	have
ever	ADV	ever
seen	VERB	see
.	PUNCT	.
He	PRON	he
shook	VERB	shake
his	PRON	his
shaggy	ADJ	shaggy
,	PUNCT	,
white	ADJ	white
old	ADJ	old
head	NOUN	head
slowly	ADV	slowly
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
can	AUX	can
not	PART	not
tell	VERB	tell
,	PUNCT	,
my	PRON	my
son	NOUN	son
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
Often	ADV	often
the	DET	the
great	ADJ	great
changes	NOUN	change
of	ADP	of
nature	NOUN	nature
are	AUX	be
of	ADP	of
slow	ADJ	slow
growth	NOUN	growth
,	PUNCT	,
and	CCONJ	and
may	AUX	may
be	AUX	be
months	NOUN	month
or	CCONJ	or
years	NOUN	year
in	ADP	in
the	DET	the
making	NOUN	making
.	PUNCT	.
Again	ADV	again
,	PUNCT	,
they	PRON	they
are	AUX	be
done	VERB	do
in	ADP	in
a	DET	a
day	NOUN	day
.	PUNCT	.
An	DET	an
outburst	NOUN	outburst
of	ADP	of
such	ADJ	such
violence	NOUN	violence
as	ADP	as
this	DET	this
one	NOUN	one
I	PRON	I
've	AUX	have
never	ADV	never
seen	VERB	see
before	ADV	before
.	PUNCT	.
It	PRON	it
would	AUX	would
seem	VERB	seem
to	ADP	to
me	PRON	I
that	SCONJ	that
the	DET	the
end	NOUN	end
must	AUX	must
be	AUX	be
at	ADP	at
hand	NOUN	hand
down	ADV	down
there	ADV	there
,	PUNCT	,
if	SCONJ	if
not	PART	not
already	ADV	already
passed	VERB	pass
.	PUNCT	.
We	PRON	we
must	AUX	must
make	VERB	make
haste	NOUN	haste
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
turned	VERB	turn
his	PRON	his
short	ADJ	short
,	PUNCT	,
wide	ADJ	wide
-	PUNCT	-
shouldered	ADJ	shouldered
figure	NOUN	figure
.	PUNCT	.
Clutching	VERB	clutch
the	DET	the
bridge	NOUN	bridge
rail	NOUN	rail
with	ADP	with
mittened	ADJ	mittened
hands	NOUN	hand
,	PUNCT	,
he	PRON	he
settled	VERB	settle
his	PRON	his
ears	NOUN	ear
again	ADV	again
into	ADP	into
the	DET	the
protection	NOUN	protection
of	ADP	of
his	PRON	his
great	ADJ	great
ulster	NOUN	ulster
,	PUNCT	,
and	CCONJ	and
feasted	VERB	feast
his	PRON	his
eyes	NOUN	eye
on	ADP	on
a	DET	a
sight	NOUN	sight
of	ADP	of
which	DET	which
he	PRON	he
would	AUX	would
never	ADV	never
tire	VERB	tire
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
From	ADP	from
the	DET	the
wheelhouse	NOUN	wheelhouse
another	DET	another
man	NOUN	man
came	VERB	come
onto	ADP	onto
the	DET	the
bridge	NOUN	bridge
.	PUNCT	.
He	PRON	he
was	AUX	be
tall	ADJ	tall
,	PUNCT	,
lean	ADJ	lean
and	CCONJ	and
weather	NOUN	weather
-	PUNCT	-
beaten	VERB	beat
with	ADP	with
close	ADV	close
-	PUNCT	-
set	VERB	set
eyes	NOUN	eye
above	ADP	above
high	ADJ	high
cheekbones	NOUN	cheekbone
,	PUNCT	,
and	CCONJ	and
the	DET	the
alert	ADJ	alert
and	CCONJ	and
upright	ADJ	upright
carriage	NOUN	carriage
of	ADP	of
a	DET	a
soldier	NOUN	soldier
.	PUNCT	.
For	ADP	for
a	DET	a
moment	NOUN	moment
the	DET	the
three	NUM	three
conferred	VERB	confer
,	PUNCT	,
the	DET	the
newcomer	NOUN	newcomer
tugging	VERB	tug
impatiently	ADV	impatiently
at	ADP	at
his	PRON	his
sparse	ADJ	sparse
,	PUNCT	,
black	ADJ	black
mustache	NOUN	mustache
,	PUNCT	,
while	SCONJ	while
he	PRON	he
took	VERB	take
in	ADP	in
the	DET	the
scene	NOUN	scene
around	ADP	around
him	PRON	he
with	ADP	with
sharp	ADJ	sharp
glances	NOUN	glance
.	PUNCT	.
""""	PUNCT	""""
Speed	NOUN	speed
,	PUNCT	,
and	CCONJ	and
speed	NOUN	speed
,	PUNCT	,
and	CCONJ	and
more	ADJ	more
speed	NOUN	speed
,	PUNCT	,
Scoland	PROPN	Scoland
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
the	DET	the
old	ADJ	old
scientist	NOUN	scientist
.	PUNCT	.
""""	PUNCT	""""
Aye	INTJ	aye
,	PUNCT	,
speed	NOUN	speed
,	PUNCT	,
""""	PUNCT	""""
echoed	VERB	echo
the	DET	the
young	ADJ	young
giant	NOUN	giant
,	PUNCT	,
""""	PUNCT	""""
all	DET	all
the	DET	the
speed	NOUN	speed
in	ADP	in
your	PRON	your
good	ADJ	good
ship	NOUN	ship
,	PUNCT	,
Captain	PROPN	Captain
,	PUNCT	,
while	SCONJ	while
yet	ADV	yet
there	PRON	there
is	AUX	be
open	ADJ	open
water	NOUN	water
.	PUNCT	.
Yonder	ADV	yonder
,	PUNCT	,
ahead	ADV	ahead
,	PUNCT	,
the	DET	the
ice	NOUN	ice
gathers	VERB	gather
for	ADP	for
the	DET	the
drive	NOUN	drive
,	PUNCT	,
and	CCONJ	and
there	ADV	there
we	PRON	we
must	AUX	must
needs	VERB	needs
go	VERB	go
slowly	ADV	slowly
.	PUNCT	.
So	ADV	so
speed	VERB	speed
while	SCONJ	while
speed	NOUN	speed
we	PRON	we
may	AUX	may
.	PUNCT	.
""""	PUNCT	""""
Scoland	PROPN	Scoland
nodded	VERB	nod
shortly	ADV	shortly
and	CCONJ	and
strode	VERB	stride
back	ADV	back
to	ADP	to
the	DET	the
wheelhouse	NOUN	wheelhouse
.	PUNCT	.
Down	ADP	down
the	DET	the
speaking	NOUN	speaking
-	PUNCT	-
tube	NOUN	tube
to	ADP	to
the	DET	the
engine	NOUN	engine
-	PUNCT	-
room	NOUN	room
went	VERB	go
his	PRON	his
call	NOUN	call
:	PUNCT	:
""""	PUNCT	""""
Crowd	VERB	crowd
her	PRON	she
,	PUNCT	,
Mac	PROPN	Mac
,	PUNCT	,
crowd	VERB	crowd
her	PRON	she
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Aye	INTJ	aye
,	PUNCT	,
Meester	PROPN	Meester
Scoland	PROPN	Scoland
,	PUNCT	,
aye	INTJ	aye
!	PUNCT	!
But	CCONJ	but
,	PUNCT	,
mon	INTJ	mon
,	PUNCT	,
is	AUX	be
she	PRON	she
no	ADV	no
doin'	VERB	do
beautifully	ADV	beautifully
the	DET	the
noo	NOUN	noo
?	PUNCT	?
""""	PUNCT	""""
The	DET	the
grizzled	ADJ	grizzled
MacKechnie	PROPN	MacKechnie
turned	VERB	turn
from	ADP	from
the	DET	the
tube	NOUN	tube
in	ADP	in
the	DET	the
bowels	NOUN	bowel
of	ADP	of
the	DET	the
cruiser	NOUN	cruiser
,	PUNCT	,
to	PART	to
bellow	VERB	bellow
his	PRON	his
orders	NOUN	order
among	ADP	among
cursing	VERB	curse
,	PUNCT	,
panting	VERB	pant
stokers	NOUN	stoker
and	CCONJ	and
sweating	VERB	sweat
coal	NOUN	coal
-	PUNCT	-
passers	NOUN	passer
.	PUNCT	.
For	CCONJ	for
this	DET	this
was	AUX	be
a	DET	a
race	NOUN	race
with	ADP	with
death	NOUN	death
;	PUNCT	;
not	PART	not
the	DET	the
death	NOUN	death
of	ADP	of
one	NUM	one
man	NOUN	man
,	PUNCT	,
or	CCONJ	or
of	ADP	of
a	DET	a
ship	NOUN	ship
's	PART	's
crew	NOUN	crew
,	PUNCT	,
but	CCONJ	but
the	DET	the
extinction	NOUN	extinction
of	ADP	of
a	DET	a
nation	NOUN	nation
.	PUNCT	.
Down	ADP	down
this	DET	this
swirling	VERB	swirl
pathway	NOUN	pathway
one	NUM	one
of	ADP	of
the	DET	the
men	NOUN	man
on	ADP	on
the	DET	the
ship	NOUN	ship
had	AUX	have
passed	VERB	pass
once	ADV	once
before	ADV	before
.	PUNCT	.
No	DET	no
stout	ADJ	stout
ship	NOUN	ship
swam	VERB	swim
under	ADP	under
his	PRON	his
feet	NOUN	foot
on	ADP	on
that	DET	that
journey	NOUN	journey
.	PUNCT	.
He	PRON	he
rode	VERB	ride
on	ADP	on
a	DET	a
careening	VERB	careen
iceberg	NOUN	iceberg
.	PUNCT	.
He	PRON	he
was	AUX	be
the	DET	the
fur	NOUN	fur
-	PUNCT	-
clad	VERB	clothe
young	ADJ	young
viking	NOUN	viking
on	ADP	on
the	DET	the
bridge	NOUN	bridge
.	PUNCT	.
His	PRON	his
name	NOUN	name
was	AUX	be
Polaris	PROPN	Polaris
Janess	PROPN	Janess
.	PUNCT	.
Born	VERB	bear
in	ADP	in
the	DET	the
wilderness	NOUN	wilderness
of	ADP	of
the	DET	the
Antarctic	PROPN	Antarctic
by	ADP	by
one	NUM	one
of	ADP	of
the	DET	the
strangest	ADJ	strange
freaks	NOUN	freak
of	ADP	of
circumstances	NOUN	circumstance
,	PUNCT	,
Polaris	PROPN	Polaris
had	AUX	have
reached	VERB	reach
manhood	NOUN	manhood
seeing	VERB	see
no	DET	no
human	NOUN	human
being	AUX	be
besides	SCONJ	besides
the	DET	the
father	NOUN	father
who	PRON	who
had	AUX	have
reared	VERB	rear
him	PRON	he
.	PUNCT	.
When	SCONJ	when
that	DET	that
father	NOUN	father
died	VERB	die
the	DET	the
young	NOUN	young
man	NOUN	man
started	VERB	start
to	PART	to
break	VERB	break
his	PRON	his
way	NOUN	way
to	ADP	to
civilization	NOUN	civilization
.	PUNCT	.
In	ADP	in
his	PRON	his
wild	ADJ	wild
adventurings	NOUN	adventuring
northward	ADV	northward
he	PRON	he
had	AUX	have
found	VERB	find
Rose	PROPN	Rose
Emer	PROPN	Emer
,	PUNCT	,
an	DET	an
American	ADJ	american
heiress	NOUN	heiress
,	PUNCT	,
lost	VERB	lose
in	ADP	in
the	DET	the
snows	NOUN	snow
.	PUNCT	.
Where	SCONJ	where
they	PRON	they
made	VERB	made
their	PRON	their
camp	NOUN	camp
an	DET	an
ice	NOUN	ice
floe	NOUN	floe
broke	VERB	break
up	ADP	up
,	PUNCT	,
and	CCONJ	and
they	PRON	they
were	AUX	be
whirled	VERB	whirl
down	ADP	down
the	DET	the
coast	NOUN	coast
to	ADP	to
the	DET	the
south	NOUN	south
again	ADV	again
on	ADP	on
an	DET	an
enormous	ADJ	enormous
berg	NOUN	berg
.	PUNCT	.
Inland	ADV	inland
,	PUNCT	,
they	PRON	they
had	AUX	have
found	VERB	find
the	DET	the
kingdom	NOUN	kingdom
of	ADP	of
Sardanes	PROPN	Sardanes
--	PUNCT	--
Sardanes	PROPN	Sardanes
,	PUNCT	,
the	DET	the
mystical	ADJ	mystical
volcanic	ADJ	volcanic
valley	NOUN	valley
,	PUNCT	,
set	VERB	set
like	ADP	like
an	DET	an
emerald	NOUN	emerald
in	ADP	in
the	DET	the
white	ADJ	white
fastnesses	NOUN	fastness
of	ADP	of
the	DET	the
Antarctic	PROPN	Antarctic
,	PUNCT	,
blooming	VERB	bloom
with	ADP	with
tropical	NOUN	tropical
verdure	NOUN	verdure
,	PUNCT	,
and	CCONJ	and
peopled	VERB	people
with	ADP	with
a	DET	a
fragment	NOUN	fragment
of	ADP	of
the	DET	the
ancient	ADJ	ancient
Greek	ADJ	greek
nation	NOUN	nation
,	PUNCT	,
the	DET	the
Hellenes	PROPN	Hellenes
,	PUNCT	,
whose	DET	whose
victories	NOUN	victory
Bard	PROPN	Bard
Homer	PROPN	Homer
sang	VERB	sing
.	PUNCT	.
And	CCONJ	and
they	PRON	they
were	AUX	be
the	DET	the
first	ADJ	first
people	NOUN	people
from	ADP	from
the	DET	the
outer	ADJ	outer
world	NOUN	world
of	ADP	of
men	NOUN	man
to	PART	to
set	VERB	set
foot	NOUN	foot
there	ADV	there
in	ADP	in
nigh	NUM	nigh
upon	SCONJ	upon
three	NUM	three
thousand	NUM	thousand
years	NOUN	year
.	PUNCT	.
There	ADV	there
a	DET	a
king	NOUN	king
would	AUX	would
have	AUX	have
wedded	VERB	wed
the	DET	the
American	ADJ	american
Rose	PROPN	Rose
,	PUNCT	,
but	CCONJ	but
Polaris	PROPN	Polaris
fought	VERB	fight
his	PRON	his
way	NOUN	way
out	ADP	out
of	ADP	of
that	DET	that
valley	NOUN	valley
with	ADP	with
his	PRON	his
dogs	NOUN	dog
and	CCONJ	and
guns	NOUN	gun
,	PUNCT	,
saving	VERB	save
the	DET	the
girl	NOUN	girl
,	PUNCT	,
and	CCONJ	and
taking	VERB	take
with	ADP	with
them	PRON	they
Kalin	PROPN	Kalin
,	PUNCT	,
the	DET	the
